"","pbdb_taxon_name","pbdb_taxon_authority","pbdb_accepted_name","pbdb_accepted_rank","pbdb_accepted_authority","pbdb_accepted_author_name_format","pbdb_accepted_author_year","pbdb_accepted_authority_parentheses"
"2064","Lycyaena_dubia","Zdansky 1924","Lycyaena_dubia","species","Zdansky 1924","ZDANSKY","1924","no"
"2065","Lycyaena_crusafonti","Kurten 1976","Lycyaena_crusafonti","species","Kurten 1976","KURTEN","1976","no"
"2066","Hyaenotherium","Semenov 1989","Hyaenotherium","genus","Semenov 1989","SEMENOV","1989","no"
"2067","Hyaenotherium_wongii","(Zdansky 1924)","Hyaenotherium_wongii","species","(Zdansky 1924)","ZDANSKY","1924","yes"
"2068","Allohyaena","Kretzoi 1938","Allohyaena","genus","Kretzoi 1938","KRETZOI","1938","no"
"2069","Allohyaena_kadici","Kretzoi 1938","Allohyaena_kadici","species","Kretzoi 1938","KRETZOI","1938","no"
"2070","Xenohyaena_csakvarensis","Kretzoi 1938","Allohyaena_kadici","species","Kretzoi 1938","KRETZOI","1938","no"
"2071","Xenohyaena","Kretzoi 1938","Allohyaena","genus","Kretzoi 1938","KRETZOI","1938","no"
"2072","Miohyaenotherium","Semenov 1989","Miohyaenotherium","genus","Semenov 1989","SEMENOV","1989","no"
"2073","Miohyaenotherium_bessarabicum","Semenov 1989","Miohyaenotherium_bessarabicum","species","Semenov 1989","SEMENOV","1989","no"
"2074","Chasmaporthetes","Hay 1921","Chasmaporthetes","genus","Hay 1921","HAY","1921","no"
"2075","Chasmaporthetes_ossifragus","Hay 1921","Chasmaporthetes_ossifragus","species","Hay 1921","HAY","1921","no"
"2076","Ailuraena_johnstoni","(Stirton and Christian 1940)","Chasmaporthetes_ossifragus","species","Hay 1921","HAY","1921","no"
"2077","Chasmaporthetes_exitelus","Kurten and Werdelin 1988","Chasmaporthetes_exitelus","species","Kurten and Werdelin 1988","KURTEN_WERDELIN","1988","no"
"2078","Chasmaporthetes_lunensis","(Del Campana  1914)","Chasmaporthetes_lunensis","species","(Del Campana  1914)","DEL-CAMPANA","1914","yes"
"2079","Chasmaporthetes_australis","Hendey 1974","Chasmaporthetes_australis","species","Hendey 1974","HENDEY","1974","no"
"2080","Chasmaporthetes_nitidula","Ewer 1955","Chasmaporthetes_nitidula","species","Ewer 1955","EWER","1955","no"
"2081","Chasmaporthetes_borissiaki","Khomenko 1932","Chasmaporthetes_borissiaki","species","Khomenko 1932","KHOMENKO","1932","no"
"2082","Ailuraena","Stirton and Christian 1940","Chasmaporthetes","genus","Hay 1921","HAY","1921","no"
"2083","Chasmaporthetes_kani","Galiano and Frailey 1977","Chasmaporthetes_kani","species","Galiano and Frailey 1977","GALIANO_FRAILEY","1977","no"
"2084","Tungurictis","Colbert 1939","Tungurictis","genus","Colbert 1939","COLBERT","1939","no"
"2085","Tungurictis_spocki","Colbert 1939","Tungurictis_spocki","species","Colbert 1939","COLBERT","1939","no"
"2086","Ictitherium","Wagner 1848","Ictitherium","genus","Wagner 1848","WAGNER","1848","no"
"2087","Ictitherium_ibericum","Meladze 1967","Ictitherium_ibericum","species","Meladze 1967","MELADZE","1967","no"
"2088","Ictitherium_tauricum","Borissiak 1915","Ictitherium_tauricum","species","Borissiak 1915","BORISSIAK","1915","no"
"2089","Ictitherium_sivalense","Lydekker 1877","Ictitherium_sivalense","species","Lydekker 1877","LYDEKKER","1877","no"
"2090","Ictitherium_kurteni","Werdelin 1988","Ictitherium_kurteni","species","Werdelin 1988","WERDELIN","1988","no"
"2091","Ictitherium_viverrinum","Roth 1854","Ictitherium_viverrinum","species","Roth 1854","ROTH","1854","no"
"2092","Ictitherium_intuberculatum","Ozansoy 1965","Ictitherium_intuberculatum","species","Ozansoy 1965","OZANSOY","1965","no"
"2093","Ictitherium_pannonicum","Kretzoi 1952","Ictitherium_pannonicum","species","Kretzoi 1952","KRETZOI","1952","no"
"2094","Lycaena","Hensel 1863","Lycaena","genus","Hensel 1863","HENSEL","1863","no"
"2095","Euryboas","Schaub 1941","Euryboas","genus","Schaub 1941","SCHAUB","1941","no"
"2096","Euryboas_bielawskyi","Schaub 1941","Euryboas_bielawskyi","species","Schaub 1941","SCHAUB","1941","no"
"2097","Adcrocuta","Kretzoi 1938","Adcrocuta","genus","Kretzoi 1938","KRETZOI","1938","no"
"2098","Hyena","","Adcrocuta","genus","Kretzoi 1938","KRETZOI","1938","no"
"2099","Adcrocuta_eximia","Roth and Wagner 1854","Adcrocuta_eximia","species","Roth and Wagner 1854","ROTH_WAGNER","1854","no"
"2100","Belbus","Werdelin and Solounias 1991","Belbus","genus","Werdelin and Solounias 1991","WERDELIN_SOLOUNIAS","1991","no"
"2101","Belbus_beaumonti","(Qiu 1987)","Belbus_beaumonti","species","(Qiu 1987)","QIU","1987","yes"
"2102","Thalassictis","Nordmann 1850","Thalassictis","genus","Nordmann 1850","NORDMANN","1850","no"
"2103","Thalassictis_spelaea","Semenov 1988","Thalassictis_spelaea","species","Semenov 1988","SEMENOV","1988","no"
"2104","Thalassictis_sarmatica","Pavlow 1908","Thalassictis_sarmatica","species","Pavlow 1908","PAVLOW","1908","no"
"2105","Thalassictis_robusta","Gervais 1850","Thalassictis_robusta","species","Gervais 1850","GERVAIS","1850","no"
"2106","Thalassictis_montadai","Villalta and Crusafont Pairo 1943","Thalassictis_montadai","species","Villalta and Crusafont Pairo 1943","VILLALTA_CRUSAFONT-PAIRO","1943","no"
"2107","Thalassictis_wongii","Zdansky 1924","Thalassictis_wongii","species","Zdansky 1924","ZDANSKY","1924","no"
"2108","Thalassictis_proava","Pilgrim 1932","Thalassictis_proava","species","Pilgrim 1932","PILGRIM","1932","no"
"2109","Thalassictis_certa","Forsyth Major 1903","Thalassictis_certa","species","Forsyth Major 1903","FORSYTH-MAJOR","1903","no"
"2110","Miohyaena","Kretzoi 1938","Thalassictis","genus","Nordmann 1850","NORDMANN","1850","no"
"2111","Palhyaena","Gervais 1859","Thalassictis","genus","Nordmann 1850","NORDMANN","1850","no"
"2112","Ictitheriinae","Dietrich 1927","Ictitheriinae","subfamily","Dietrich 1927","DIETRICH","1927","no"
"2113","Protictitherium","Kretzoi 1938","Protictitherium","genus","Kretzoi 1938","KRETZOI","1938","no"
"2114","Protictitherium_cingulatum","Schmidt-Kittler 1976","Protictitherium_cingulatum","species","Schmidt-Kittler 1976","SCHMIDT-KITTLER","1976","no"
"2115","Protictitherium_llopisi","Crusafont Pairo and Petter 1969","Protictitherium_llopisi","species","Crusafont Pairo and Petter 1969","CRUSAFONT-PAIRO_PETTER","1969","no"
"2116","Protictitherium_punicum","Kurten 1976","Protictitherium_punicum","species","Kurten 1976","KURTEN","1976","no"
"2117","Protictitherium_gaillardi","Forsyth Major 1903","Protictitherium_gaillardi","species","Forsyth Major 1903","FORSYTH-MAJOR","1903","no"
"2118","Protictitherium_crassum","Deperet 1892","Protictitherium_crassum","species","Deperet 1892","DEPERET","1892","no"
"2119","Protictitherium_thessalonikensis","Koufos 2012","Protictitherium_thessalonikensis","species","Koufos 2012","KOUFOS","2012","no"
"2120","Parahyaena","Hendey 1974","Parahyaena","genus","Hendey 1974","HENDEY","1974","no"
"2121","Parahyaena_brunnea","(Thunberg 1820)","Parahyaena_brunnea","species","(Thunberg 1820)","THUNBERG","1820","yes"
"2122","Hyaenictitherium","Kretzoi 1938","Hyaenictitherium","genus","Kretzoi 1938","KRETZOI","1938","no"
"2123","Hyaenictitherium_barbarum","Geraads 1997","Hyaenictitherium_barbarum","species","Geraads 1997","GERAADS","1997","no"
"2124","Hyaenictitherium_namaquensis","Stromer 1931","Hyaenictitherium_namaquensis","species","Stromer 1931","STROMER","1931","no"
"2125","Hyaenictitherium_parvum","Khomenko 1914","Hyaenictitherium_parvum","species","Khomenko 1914","KHOMENKO","1914","no"
"2126","Hyaenictitherium_minimum","de Bonis et al. 2005","Hyaenictitherium_minimum","species","de Bonis et al. 2005","DE-BONIS_ET-AL","2005","no"
"2127","Hyaenictitherium_hyaenoides","Zdansky 1924","Hyaenictitherium_hyaenoides","species","Zdansky 1924","ZDANSKY","1924","no"
"2128","Hyaenictitherium_wongi","Koufos 2000","Hyaenictitherium_wongi","species","Koufos 2000","KOUFOS","2000","no"
"2129","Hyaenictitherium_intuberculatum","Ozansoy 1965","Hyaenictitherium_intuberculatum","species","Ozansoy 1965","OZANSOY","1965","no"
"2130","Hyaenictitherium_pilgrimi","Werdelin and Solounias 1991","Hyaenictitherium_pilgrimi","species","Werdelin and Solounias 1991","WERDELIN_SOLOUNIAS","1991","no"
"2131","Lepthyaena","Lydekker 1884","Lepthyaena","genus","Lydekker 1884","LYDEKKER","1884","no"
"2132","Lepthyaena_sivalensis","Lydekker 1877","Lepthyaena_sivalensis","species","Lydekker 1877","LYDEKKER","1877","no"
"2133","Hyaeninae","Mivart 1882","Hyaeninae","subfamily","Mivart 1882","MIVART","1882","no"
"2134","Mesoviverrops","de Beaumont and Mein 1972","Mesoviverrops","genus","de Beaumont and Mein 1972","DE-BEAUMONT_MEIN","1972","no"
"2135","Mesoviverrops_gaudryi","(De Beaumont and Mein 1972)","Mesoviverrops_gaudryi","species","(De Beaumont and Mein 1972)","DE-BEAUMONT_MEIN","1972","yes"
"2136","Palinhyaena","Qiu et al. 1979","Palinhyaena","genus","Qiu et al. 1979","QIU_ET-AL","1979","no"
"2137","Palinhyaena_reperta","Qiu et al. 1979","Palinhyaena_reperta","species","Qiu et al. 1979","QIU_ET-AL","1979","no"
"2138","Crocuta","(Erxleben 1777)","Crocuta","genus","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2139","Crocuta_sivalensis","Falconer and Cautley 1867","Crocuta_sivalensis","species","Falconer and Cautley 1867","FALCONER_CAUTLEY","1867","no"
"2140","Crocuta_dbaa","Geraads 1997","Crocuta_dbaa","species","Geraads 1997","GERAADS","1997","no"
"2141","Crocuta_dietrichi","Petter and Howell 1989","Crocuta_dietrichi","species","Petter and Howell 1989","PETTER_HOWELL","1989","no"
"2142","Crocuta_macrodonta","Liu et al. 1978","Crocuta_macrodonta","species","Liu et al. 1978","LIU_ET-AL","1978","no"
"2143","Crocuta_crocuta","(Erxleben 1777)","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2144","Hyaena_(Crocotta)_wismanni","Matschie 1900","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2145","Hyaena_capensis","Desmarest 1820","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2146","Hyaena_maculata","Odmann 1820","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2147","Crocotta_kibotonensis","L̦nnberg 1908","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2148","Hyaena_(Crocotta)_noltei","Matschie 1900","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2149","Hyaena_(Crocotta)_togoensis","Matschie 1900","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2150","Crocuta_crocuta_spelaea","(Goldfuss 1823)","Crocuta_crocuta_spelaea","subspecies","(Goldfuss 1823)","GOLDFUSS","1823","yes"
"2151","Hyaena_(Crocotta)_thierryi","Matschie 1900","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2152","Hyaena_(Crocotta)_leontiewi","Satunin 1905","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2153","Crocotta_panganensis","L̦nnberg 1908","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2154","Crocuta_nzoyae","Cabrera 1911","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2155","Hyaena_(Crocotta)_germinans","Matschie 1900","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2156","Hyaena_rufa","Desmarest 1820","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2157","Crocuta_crocuta_fortis","Allen 1924","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2158","Crocuta_crocuta_fisi","Heller 1914","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2159","Hyaena_cuvieri","Boitard 1842","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2160","Crocuta_rufopicta","Cabrera 1911","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2161","Crocuta_nyassae","Cabrera 1911","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2162","Hyaena_(Crocotta)_gariepensis","Matschie 1900","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2163","Crocuta_thomasi","Cabrera 1911","Crocuta_crocuta","species","(Erxleben 1777)","ERXLEBEN","1777","yes"
"2164","Lycyaenops","Kretzoi 1938","Lycyaenops","genus","Kretzoi 1938","KRETZOI","1938","no"
"2165","Lycyaenops_silberbergi","Broom 1946","Lycyaenops_silberbergi","species","Broom 1946","BROOM","1946","no"
"2166","Lycyaenops_rhomboideae","Kretzoi 1938","Lycyaenops_rhomboideae","species","Kretzoi 1938","KRETZOI","1938","no"
"2167","Protelidae","(Flower 1869)","Hyaenidae","family","Gray 1821","GRAY","1821","no"
"2168","Gansuyaena","Galiano et al. 2022","Gansuyaena","genus","Galiano et al. 2022","GALIANO_ET-AL","2022","no"
"2169","Gansuyaena_guerini","(Villalta and Crusafont Pairo 1945)","Gansuyaena_guerini","species","(Villalta and Crusafont Pairo 1945)","VILLALTA_CRUSAFONT-PAIRO","1945","yes"
"2170","Gansuyaena_megalotis","Galiano et al. 2022","Gansuyaena_megalotis","species","Galiano et al. 2022","GALIANO_ET-AL","2022","no"
"2171","Leecyaena","Young and Liu 1948","Leecyaena","genus","Young and Liu 1948","YOUNG_LIU","1948","no"
"2172","Leecyaena_lycyaenoides","Young and Liu 1948","Leecyaena_lycyaenoides","species","Young and Liu 1948","YOUNG_LIU","1948","no"
"2173","Leecyaena_bosei","Matthew 1929","Leecyaena_bosei","species","Matthew 1929","MATTHEW","1929","no"
"2174","Plioviverrops","Kretzoi 1938","Plioviverrops","genus","Kretzoi 1938","KRETZOI","1938","no"
"2175","Plioviverrops_orbignyi","(Gaudry and Lartet 1856)","Plioviverrops_orbignyi","species","(Gaudry and Lartet 1856)","GAUDRY_LARTET","1856","yes"
"2176","Pliocrocuta","Kretzoi 1938","Pliocrocuta","genus","Kretzoi 1938","KRETZOI","1938","no"
"2177","Pliocrocuta_perrieri","Kretzoi 1938","Pliocrocuta_perrieri","species","Kretzoi 1938","KRETZOI","1938","no"
"2178","Viverridae","Gray 1821","Viverridae","family","Gray 1821","GRAY","1821","no"
"2179","Cynogalinae","Gray 1864","Cynogalinae","subfamily","Gray 1864","GRAY","1864","no"
"2180","Kanuites","Dehghani and Werdelin 2008","Kanuites","genus","Dehghani and Werdelin 2008","DEHGHANI_WERDELIN","2008","no"
"2181","Kanuites_lewisae","Dehghani and Werdelin 2008","Kanuites_lewisae","species","Dehghani and Werdelin 2008","DEHGHANI_WERDELIN","2008","no"
"2182","Paradoxurinae","Gray 1864","Paradoxurinae","subfamily","Gray 1864","GRAY","1864","no"
"2183","Kichechini","Morales and Pickford 2011","Kichechini","tribe","Morales and Pickford 2011","MORALES_PICKFORD","2011","no"
"2184","Kichechia","Savage 1965","Kichechia","genus","Savage 1965","SAVAGE","1965","no"
"2185","Kichechia_zamanae","Savage 1965","Kichechia_zamanae","species","Savage 1965","SAVAGE","1965","no"
"2186","Kichechia_savagei","Adrian et al. 2018","Kichechia_savagei","species","Adrian et al. 2018","ADRIAN_ET-AL","2018","no"
"2187","Paradoxurus","Cuvier 1821","Paradoxurus","genus","Cuvier 1821","CUVIER","1821","no"
"2188","Paradoxurus_gallica","(Kerr 1792)","Paradoxurus_gallica","species","(Kerr 1792)","KERR","1792","yes"
"2189","Paradoxurus_typus","Cuvier and Geoffroy 1821","Paradoxurus_gallica","species","(Kerr 1792)","KERR","1792","yes"
"2190","Viverra_nigra","Desmarest 1820","Paradoxurus_gallica","species","(Kerr 1792)","KERR","1792","yes"
"2191","Paradoxurus_hermaphroditus","(Pallas 1777)","Paradoxurus_hermaphroditus","species","(Pallas 1777)","PALLAS","1777","yes"
"2192","Paradoxurus_hermaphroditus_musanga","(Raffles 1821)","Paradoxurus_hermaphroditus_musanga","subspecies","(Raffles 1821)","RAFFLES","1821","yes"
"2193","Paradoxurus_typus_sumatranus","Fischer 1829","Paradoxurus_hermaphroditus_musanga","subspecies","(Raffles 1821)","RAFFLES","1821","yes"
"2194","Paradoxurus_hermaphroditus_laotum","Gyldenstolpe 1917","Paradoxurus_hermaphroditus_laotum","subspecies","Gyldenstolpe 1917","GYLDENSTOLPE","1917","no"
"2195","Paradoxurus_birmanicus","Wroughton 1917","Paradoxurus_hermaphroditus_laotum","subspecies","Gyldenstolpe 1917","GYLDENSTOLPE","1917","no"
"2196","Paradoxurus_macrodus","Gray 1864","Paradoxurus_macrodus","species","Gray 1864","GRAY","1864","no"
"2197","Paradoxurus_zeylonensis","(Pallas 1777)","Paradoxurus_zeylonensis","species","(Pallas 1777)","PALLAS","1777","yes"
"2198","Paradoxurus_jerdoni","Blanford 1885","Paradoxurus_jerdoni","species","Blanford 1885","BLANFORD","1885","no"
"2199","Arctictis","Temminck 1824","Arctictis","genus","Temminck 1824","TEMMINCK","1824","no"
"2200","Ictides","Cuvier and Geoffroy 1824","Arctictis","genus","Temminck 1824","TEMMINCK","1824","no"
"2201","Arctictis_binturong","(Raffles 1822)","Arctictis_binturong","species","(Raffles 1822)","RAFFLES","1822","yes"
"2202","Paradoxurus_albifrons","(Cuvier 1822)","Arctictis_binturong","species","(Raffles 1822)","RAFFLES","1822","yes"
"2203","Ictides_ater","Cuvier and Geoffroy 1824","Arctictis_binturong","species","(Raffles 1822)","RAFFLES","1822","yes"
"2204","Arctictis_niasensis","(Lyon 1916)","Arctictis_niasensis","species","(Lyon 1916)","LYON","1916","yes"
"2205","Pseudocivettini","Morales and Pickford 2011","Pseudocivettini","tribe","Morales and Pickford 2011","MORALES_PICKFORD","2011","no"
"2206","Tugenictis","Morales and Picford 2005","Tugenictis","genus","Morales and Picford 2005","MORALES_PICFORD","2005","no"
"2207","Tugenictis_ngororaensis","Morales and Pickford 2005","Tugenictis_ngororaensis","species","Morales and Pickford 2005","MORALES_PICKFORD","2005","no"
"2208","Pseudocivetta","Petter 1963","Pseudocivetta","genus","Petter 1963","PETTER","1963","no"
"2209","Pseudocivetta_howelli","Morales et al. 2005","Pseudocivetta_howelli","species","Morales et al. 2005","MORALES_ET-AL","2005","no"
"2210","Pseudocivetta_ingens","Petter 1967","Pseudocivetta_ingens","species","Petter 1967","PETTER","1967","no"
"2211","Macrogalidia","Schwarz 1910","Macrogalidia","genus","Schwarz 1910","SCHWARZ","1910","no"
"2212","Macrogalidia_musschenbroeckii","(Schlegel 1879)","Macrogalidia_musschenbroeckii","species","(Schlegel 1879)","SCHLEGEL","1879","yes"
"2213","Paguma","Gray 1831","Paguma","genus","Gray 1831","GRAY","1831","no"
"2214","Paguma_larvata","(Smith 1827)","Paguma_larvata","species","(Smith 1827)","SMITH","1827","yes"
"2215","Paguma_larvata_larvata","Smith 1827","Paguma_larvata_larvata","subspecies","Smith 1827","SMITH","1827","no"
"2216","Paguma_reevesi","Matschie 1908","Paguma_larvata_larvata","subspecies","Smith 1827","SMITH","1827","no"
"2217","Paguma_larvata_rivalis","Thomas 1921","Paguma_larvata_larvata","subspecies","Smith 1827","SMITH","1827","no"
"2218","Paguma_larvata_vagans","Kloss 1919","Paguma_larvata_larvata","subspecies","Smith 1827","SMITH","1827","no"
"2219","Paguma_larvata_intrudens","Wroughton 1910","Paguma_larvata_intrudens","subspecies","Wroughton 1910","WROUGHTON","1910","no"
"2220","Paguma_larvata_yunalis","Thomas 1921","Paguma_larvata_intrudens","subspecies","Wroughton 1910","WROUGHTON","1910","no"
"2221","Paguma_larvata_leucomystax","(Gray 1836)","Paguma_larvata_leucomystax","subspecies","(Gray 1836)","GRAY","1836","yes"
"2222","Paguma_larvata_hainana","Thomas 1909","Paguma_larvata_hainana","subspecies","Thomas 1909","THOMAS","1909","no"
"2223","Paguma_larvata_ogilbyi","(Fraser 1846)","Paguma_larvata_ogilbyi","subspecies","(Fraser 1846)","FRASER","1846","yes"
"2224","Paradoxurini","Gray 1864","Paradoxurini","tribe","Gray 1864","GRAY","1864","no"
"2225","Mioparadoxurus","Morales and Pickford 2011","Mioparadoxurus","genus","Morales and Pickford 2011","MORALES_PICKFORD","2011","no"
"2226","Mioparadoxurus_meini","Morales and Pickford 2011","Mioparadoxurus_meini","species","Morales and Pickford 2011","MORALES_PICKFORD","2011","no"
"2227","Arctogalidia","Merriam 1897","Arctogalidia","genus","Merriam 1897","MERRIAM","1897","no"
"2228","Arctogalidia_trivirgata","(Gray 1832)","Arctogalidia_trivirgata","species","(Gray 1832)","GRAY","1832","yes"
"2229","Arctogalidia_trivirgata_stigmatica","(Temminck 1853)","Arctogalidia_trivirgata_stigmatica","subspecies","(Temminck 1853)","TEMMINCK","1853","yes"
"2230","Arctogalidia_leucotis","(Horsfield 1851)","Arctogalidia_leucotis","species","(Horsfield 1851)","HORSFIELD","1851","yes"
"2231","Arctogale","Gray 1864","Arctogalidia","genus","Merriam 1897","MERRIAM","1897","no"
"2232","Sahelictis","Peign̩ 2008","Sahelictis","genus","Peign̩ 2008","PEIGNA(C)","2008","no"
