"","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_rank","accepted_name","parent_name","immpar_name","phylum","class","order","family","genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year"
"530","","species","Canis (Pseudalopex) australis","(Kerr 1792)","subjective synonym of","species","Dusicyon australis","Dusicyon","","Chordata","Mammalia","Carnivora","Canidae","Dusicyon",TRUE,"KERR","1792",FALSE,"KERR","1972"
"531","","species","Dusicyon cultridens","Gervais and Ameghino 1880","","species","Dusicyon cultridens","Dusicyon","","Chordata","Mammalia","Carnivora","Canidae","Dusicyon",FALSE,"GERVAIS_AMEGHINO","1880",FALSE,"GERVAIS_AMEGHINO","1880"
"532","","species","Dusicyon avus","Burmeister 1866","","species","Dusicyon avus","Dusicyon","","Chordata","Mammalia","Carnivora","Canidae","Dusicyon",FALSE,"BURMEISTER","1866",FALSE,"BURMEISTER","1866"
"533","V","species","Ducicyon avus","Burmeister 1866","misspelling of","species","Dusicyon avus","Dusicyon","","Chordata","Mammalia","Carnivora","Canidae","Dusicyon",FALSE,"BURMEISTER","1866",FALSE,"BURMEISTER","1866"
"534","","species","Canis platensis","Mercerat 1891","subjective synonym of","species","Dusicyon avus","Dusicyon","","Chordata","Mammalia","Carnivora","Canidae","Dusicyon",FALSE,"MERCERAT","1891",FALSE,"BURMEISTER","1866"
"535","V","species","Canis thous","(Linnaeus 1766)","recombined as","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",TRUE,"LINNAEUS","1766",TRUE,"LINNAEUS","1766"
"536","","species","Cerdocyon thous","(Linnaeus 1766)","","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",TRUE,"LINNAEUS","1766",TRUE,"LINNAEUS","1766"
"537","V","species","Carcinocyon thous","(Linnaeus 1766)","recombined as","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",TRUE,"LINNAEUS","1766",TRUE,"LINNAEUS","1766"
"538","","species","Canis robustior","Lund 1843","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"LUND","1843",TRUE,"LINNAEUS","1766"
"539","","species","Cerdocyon guaraxa","Hamilton Smith 1839","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"HAMILTON-SMITH","1839",TRUE,"LINNAEUS","1766"
"540","","species","Canis rudis","Günther 1879","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"GUNTHER","1879",TRUE,"LINNAEUS","1766"
"541","V","species","Viverra cancrivora","(Brongniart 1792)","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",TRUE,"BRONGNIART","1792",TRUE,"LINNAEUS","1766"
"542","","species","Canis cancrivorus","(Brongniart 1792)","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",TRUE,"BRONGNIART","1792",TRUE,"LINNAEUS","1766"
"543","","species","Canis melampus","Wagner 1841","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"WAGNER","1841",TRUE,"LINNAEUS","1766"
"544","","species","Cerdocyon tucumanus","Thomas 1921","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"THOMAS","1921",TRUE,"LINNAEUS","1766"
"545","","species","Canis azarae","(Wied 1824)","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",TRUE,"WIED","1824",TRUE,"LINNAEUS","1766"
"546","V","species","Pseudalopex azarae","(Wied 1824)","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",TRUE,"WIED","1824",TRUE,"LINNAEUS","1766"
"547","","species","Cerdocyon apollinaris","Allen 1918","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"ALLEN","1918",TRUE,"LINNAEUS","1766"
"548","","species","Canis brachyteles","Blainville 1843","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"BLAINVILLE","1843",TRUE,"LINNAEUS","1766"
"549","","species","Cerdocyon mimax","Thomas 1914","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"THOMAS","1914",TRUE,"LINNAEUS","1766"
"550","","species","Canis entrerianus","Burmeister 1861","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"BURMEISTER","1861",TRUE,"LINNAEUS","1766"
"551","","species","Urocyon aquilus","Bangs 1898","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"BANGS","1898",TRUE,"LINNAEUS","1766"
"552","","species","Canis melanostomus","Wagner 1843","subjective synonym of","species","Cerdocyon thous","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"WAGNER","1843",TRUE,"LINNAEUS","1766"
"553","","species","Cerdocyon texanus","Tedford et al. 2009","","species","Cerdocyon texanus","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"TEDFORD_ET-AL","2009",FALSE,"TEDFORD_ET-AL","2009"
"554","","species","Cerdocyon channingensis","Torres and Ferrusquia 1981","subjective synonym of","species","Cerdocyon texanus","Cerdocyon","","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon",FALSE,"TORRES_FERRUSQUIA","1981",FALSE,"TEDFORD_ET-AL","2009"
"555","V","species","Canis microtis","(Sclater 1883)","recombined as","species","Atelocynus microtis","Atelocynus","","Chordata","Mammalia","Carnivora","Canidae","Atelocynus",TRUE,"SCLATER","1883",TRUE,"SCLATER","1883"
"556","","species","Atelocynus microtis","(Sclater 1883)","","species","Atelocynus microtis","Atelocynus","","Chordata","Mammalia","Carnivora","Canidae","Atelocynus",TRUE,"SCLATER","1883",TRUE,"SCLATER","1883"
"557","V","species","Cerdocyon microtis","(Sclater 1883)","recombined as","species","Atelocynus microtis","Atelocynus","","Chordata","Mammalia","Carnivora","Canidae","Atelocynus",TRUE,"SCLATER","1883",TRUE,"SCLATER","1883"
"558","","species","Carcinocyon sclateri","Allen 1905","subjective synonym of","species","Atelocynus microtis","Atelocynus","","Chordata","Mammalia","Carnivora","Canidae","Atelocynus",FALSE,"ALLEN","1905",TRUE,"SCLATER","1883"
"559","V","species","Cuon dubius","(Teilhard de Chardin 1940)","recombined as","species","Sinicuon dubius","Sinicuon","","Chordata","Mammalia","Carnivora","Canidae","Sinicuon",TRUE,"TEILHARD-DE-CHARDIN","1940",TRUE,"TEILHARD-DE-CHARDIN","1940"
"560","","species","Sinicuon dubius","(Teilhard de Chardin 1940)","","species","Sinicuon dubius","Sinicuon","","Chordata","Mammalia","Carnivora","Canidae","Sinicuon",TRUE,"TEILHARD-DE-CHARDIN","1940",TRUE,"TEILHARD-DE-CHARDIN","1940"
"561","","species","Sinicuon peii","Kretzoi 1941","objective synonym of","species","Sinicuon dubius","Sinicuon","","Chordata","Mammalia","Carnivora","Canidae","Sinicuon",FALSE,"KRETZOI","1941",TRUE,"TEILHARD-DE-CHARDIN","1940"
"562","","species","Nurocyon chonokhariensis","Sotnikova 2006","","species","Nurocyon chonokhariensis","Nurocyon","","Chordata","Mammalia","Carnivora","Canidae","Nurocyon",FALSE,"SOTNIKOVA","2006",FALSE,"SOTNIKOVA","2006"
"563","","species","Xenocyon dubius","(Teilhard de Chardin 1940)","","species","Xenocyon dubius","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"TEILHARD-DE-CHARDIN","1940",TRUE,"TEILHARD-DE-CHARDIN","1940"
"564","V","species","Canis texanus","(Troxell 1915)","recombined as","species","Xenocyon texanus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"TROXELL","1915",TRUE,"TROXELL","1915"
"565","V","species","Cuon texanus","(Troxell 1915)","recombined as","species","Xenocyon texanus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"TROXELL","1915",TRUE,"TROXELL","1915"
"566","V","species","Protocyon texanus","(Troxell 1915)","recombined as","species","Xenocyon texanus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"TROXELL","1915",TRUE,"TROXELL","1915"
"567","","species","Xenocyon texanus","(Troxell 1915)","","species","Xenocyon texanus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"TROXELL","1915",TRUE,"TROXELL","1915"
"568","V","species","Canis antonii","(Zdansky 1924)","recombined as","species","Xenocyon antonii","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"ZDANSKY","1924",TRUE,"ZDANSKY","1924"
"569","","species","Xenocyon antonii","(Zdansky 1924)","","species","Xenocyon antonii","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"ZDANSKY","1924",TRUE,"ZDANSKY","1924"
"570","","species","Xenocyon lycaonoides","(Kretzoi 1938)","","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"KRETZOI","1938",TRUE,"KRETZOI","1938"
"571","V","species","Lycaon lycaonoides","(Kretzoi 1938)","recombined as","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"KRETZOI","1938",TRUE,"KRETZOI","1938"
"572","V","species","Canis lycaonoides","(Kretzoi 1938)","recombined as","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"KRETZOI","1938",TRUE,"KRETZOI","1938"
"573","","species","Xenocyon gigas","Kretzoi 1941","subjective synonym of","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",FALSE,"KRETZOI","1941",TRUE,"KRETZOI","1938"
"574","","species","Xenocyon spelaeoides","Kretzoi 1942","subjective synonym of","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",FALSE,"KRETZOI","1942",TRUE,"KRETZOI","1938"
"575","","species","Canis gigas","Kretzoi 1938","subjective synonym of","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",FALSE,"KRETZOI","1938",TRUE,"KRETZOI","1938"
"576","","species","Cuon stehlini","Thenius 1954","subjective synonym of","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",FALSE,"THENIUS","1954",TRUE,"KRETZOI","1938"
"577","","species","Cuon rosi","Pons-Moyá and Moyá-Solá 1978","subjective synonym of","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",FALSE,"PONS-MOYA_MOYA-SOLA","1978",TRUE,"KRETZOI","1938"
"578","","subspecies","Cuon dubius stehlini","Thenius 1954","subjective synonym of","species","Xenocyon lycaonoides","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",FALSE,"THENIUS","1954",TRUE,"KRETZOI","1938"
"579","V","species","Canis falconeri","(Forsyth-Major 1877)","recombined as","species","Xenocyon falconeri","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"FORSYTH-MAJOR","1877",TRUE,"FORSYTH-MAJOR","1877"
"580","","species","Xenocyon falconeri","(Forsyth-Major 1877)","","species","Xenocyon falconeri","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"FORSYTH-MAJOR","1877",TRUE,"FORSYTH-MAJOR","1877"
"581","V","species","Canis brevicephalus","(Qiu et al. 2004)","recombined as","species","Xenocyon brevicephalus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"QIU_ET-AL","2004",TRUE,"QIU_ET-AL","2004"
"582","","species","Xenocyon brevicephalus","(Qiu et al. 2004)","","species","Xenocyon brevicephalus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"QIU_ET-AL","2004",TRUE,"QIU_ET-AL","2004"
"583","V","species","Canis africanus","(Pohle 1928)","recombined as","species","Xenocyon africanus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"POHLE","1928",TRUE,"POHLE","1928"
"584","","species","Xenocyon africanus","(Pohle 1928)","","species","Xenocyon africanus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",TRUE,"POHLE","1928",TRUE,"POHLE","1928"
"585","","species","Canis atrox","Broom 1946","subjective synonym of","species","Xenocyon africanus","Xenocyon","","Chordata","Mammalia","Carnivora","Canidae","Xenocyon",FALSE,"BROOM","1946",TRUE,"POHLE","1928"
"586","","species","Eucyon zhoui","Tedford and Qiu 1996","","species","Eucyon zhoui","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"TEDFORD_QIU","1996",FALSE,"TEDFORD_QIU","1996"
"587","","species","Eucyon odessanus","(Odintzov 1967)","","species","Eucyon odessanus","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"ODINTZOV","1967",TRUE,"ODINTZOV","1967"
"588","V","subspecies","Canis chihliensis minor","(Teilhard de Chardin and Piveteau 1930)","recombined as","species","Eucyon minor","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"TEILHARD-DE-CHARDIN_PIVETEAU","1930",TRUE,"TEILHARD-DE-CHARDIN_PIVETEAU","1930"
"589","","species","Eucyon minor","(Teilhard de Chardin and Piveteau 1930)","","species","Eucyon minor","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"TEILHARD-DE-CHARDIN_PIVETEAU","1930",TRUE,"TEILHARD-DE-CHARDIN_PIVETEAU","1930"
"590","V","species","Canis ferox","(Miller and Carranza-Castaneda 1998)","recombined as","species","Eucyon ferox","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"MILLER_CARRANZA-CASTANEDA","1998",TRUE,"MILLER_CARRANZA-CASTANEDA","1998"
"591","","species","Eucyon ferox","(Miller and Carranza-Castaneda 1998)","","species","Eucyon ferox","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"MILLER_CARRANZA-CASTANEDA","1998",TRUE,"MILLER_CARRANZA-CASTANEDA","1998"
"592","","species","Eucyon intrepidus","Morales et al. 2005","","species","Eucyon intrepidus","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"MORALES_ET-AL","2005",FALSE,"MORALES_ET-AL","2005"
"593","","species","Eucyon khoikhoi","Valenciano et al. 2022","","species","Eucyon khoikhoi","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"VALENCIANO_ET-AL","2022",FALSE,"VALENCIANO_ET-AL","2022"
"594","","species","Eucyon monticinensis","(Rook 1992)","","species","Eucyon monticinensis","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"ROOK","1992",TRUE,"ROOK","1992"
"595","","species","Eucyon debonisi","Montoya et al. 2009","","species","Eucyon debonisi","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"MONTOYA_ET-AL","2009",FALSE,"MONTOYA_ET-AL","2009"
"596","","species","Eucyon skinneri","Tedford et al. 2009","","species","Eucyon skinneri","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"TEDFORD_ET-AL","2009",FALSE,"TEDFORD_ET-AL","2009"
"597","","species","Eucyon marinae","Spassov and Rook 2006","","species","Eucyon marinae","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"SPASSOV_ROOK","2006",FALSE,"SPASSOV_ROOK","2006"
"598","","species","Eucyon adoxus","(Martin 1971)","","species","Eucyon adoxus","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"MARTIN","1971",TRUE,"MARTIN","1971"
"599","V","species","Canis davisi","(Merriam 1911)","recombined as","species","Eucyon davisi","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"MERRIAM","1911",TRUE,"MERRIAM","1911"
"600","","species","Eucyon davisi","(Merriam 1911)","","species","Eucyon davisi","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"MERRIAM","1911",TRUE,"MERRIAM","1911"
"601","","species","Leptocyon shermanensis","(Hibbard 1937)","subjective synonym of","species","Eucyon davisi","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"HIBBARD","1937",TRUE,"MERRIAM","1911"
"602","V","species","Vulpes shermanensis","(Hibbard 1937)","subjective synonym of","species","Eucyon davisi","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",TRUE,"HIBBARD","1937",TRUE,"MERRIAM","1911"
"603","","species","Canis condoni","Shotwell 1956","subjective synonym of","species","Eucyon davisi","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"SHOTWELL","1956",TRUE,"MERRIAM","1911"
"604","","species","Eucyon kuta","Werdelin et al. 2014","","species","Eucyon kuta","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"WERDELIN_ET-AL","2014",FALSE,"WERDELIN_ET-AL","2014"
"605","","species","Eucyon wokari","García 2008","","species","Eucyon wokari","Eucyon","","Chordata","Mammalia","Carnivora","Canidae","Eucyon",FALSE,"GARCIA","2008",FALSE,"GARCIA","2008"
"606","","species","Theriodictis floridanus","Tedford et al. 2009","","species","Theriodictis floridanus","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",FALSE,"TEDFORD_ET-AL","2009",FALSE,"TEDFORD_ET-AL","2009"
"607","","species","Theriodictis tarijensis","(Ameghino 1902)","","species","Theriodictis tarijensis","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",TRUE,"AMEGHINO","1902",TRUE,"AMEGHINO","1902"
"608","","species","Theriodictis platensis","(Mercerat 1891)","","species","Theriodictis platensis","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",TRUE,"MERCERAT","1891",TRUE,"MERCERAT","1891"
"609","V","species","Palaeocyon platensis","(Mercerat 1891)","recombined as","species","Theriodictis platensis","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",TRUE,"MERCERAT","1891",TRUE,"MERCERAT","1891"
"610","V","species","Macrocyon platensis","(Mercerat 1891)","recombined as","species","Theriodictis platensis","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",TRUE,"MERCERAT","1891",TRUE,"MERCERAT","1891"
"611","","species","Palaeocyon troglodytes","Revilliod 1926","subjective synonym of","species","Theriodictis platensis","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",FALSE,"REVILLIOD","1926",TRUE,"MERCERAT","1891"
"612","V","species","Canis morenoi","(Lydekker 1894)","subjective synonym of","species","Theriodictis platensis","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",TRUE,"LYDEKKER","1894",TRUE,"MERCERAT","1891"
"613","V","species","Dinocynops morenoi","(Lydekker 1894)","subjective synonym of","species","Theriodictis platensis","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",TRUE,"LYDEKKER","1894",TRUE,"MERCERAT","1891"
"614","","species","Macrocyon morenoi","(Lydekker 1894)","subjective synonym of","species","Theriodictis platensis","Theriodictis","","Chordata","Mammalia","Carnivora","Canidae","Theriodictis",TRUE,"LYDEKKER","1894",TRUE,"MERCERAT","1891"
"615","","species","Chrysocyon nearcticus","Tedford et al. 2009","","species","Chrysocyon nearcticus","Chrysocyon","","Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",FALSE,"TEDFORD_ET-AL","2009",FALSE,"TEDFORD_ET-AL","2009"
"616","V","species","Canis brachyurus","(Illiger 1815)","recombined as","species","Chrysocyon brachyurus","Chrysocyon","","Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",TRUE,"ILLIGER","1815",TRUE,"ILLIGER","1815"
"617","","species","Chrysocyon brachyurus","(Illiger 1815)","","species","Chrysocyon brachyurus","Chrysocyon","","Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",TRUE,"ILLIGER","1815",TRUE,"ILLIGER","1815"
"618","","species","Canis isodactylus","Ameghino 1906","subjective synonym of","species","Chrysocyon brachyurus","Chrysocyon","","Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",FALSE,"AMEGHINO","1906",TRUE,"ILLIGER","1815"
"619","","species","Canis jubatus","Desmarest 1820","subjective synonym of","species","Chrysocyon brachyurus","Chrysocyon","","Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",FALSE,"DESMAREST","1820",TRUE,"ILLIGER","1815"
"620","","species","Vulpes cancrosa","Oken 1816","subjective synonym of","species","Chrysocyon brachyurus","Chrysocyon","","Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",FALSE,"OKEN","1816",TRUE,"ILLIGER","1815"
"621","","species","Canis rufus","(Audubon and Bachman 1851)","","species","Canis rufus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"AUDUBON_BACHMAN","1851",TRUE,"AUDUBON_BACHMAN","1851"
"622","V","subspecies","Canis niger rufus","(Audubon and Bachman 1851)","recombined as","species","Canis rufus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"AUDUBON_BACHMAN","1851",TRUE,"AUDUBON_BACHMAN","1851"
"623","","species","Lupus niger","(Bartram 1791)","subjective synonym of","species","Canis rufus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"BARTRAM","1791",TRUE,"AUDUBON_BACHMAN","1851"
"624","V","species","Canis niger","(Bartram 1791)","subjective synonym of","species","Canis rufus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"BARTRAM","1791",TRUE,"AUDUBON_BACHMAN","1851"
"625","","species","Canis priscolatrans","Cope 1899","subjective synonym of","species","Canis rufus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"COPE","1899",TRUE,"AUDUBON_BACHMAN","1851"
"626","","species","Canis floridanus","Miller 1912","subjective synonym of","species","Canis rufus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MILLER","1912",TRUE,"AUDUBON_BACHMAN","1851"
"627","V","subspecies","Canis lupus variabilis","(Pei 1934)","recombined as","species","Canis variabilis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"PEI","1934",TRUE,"PEI","1934"
"628","","species","Canis variabilis","(Pei 1934)","","species","Canis variabilis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"PEI","1934",TRUE,"PEI","1934"
"629","","species","Canis lupus","Linnaeus 1758","","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"LINNAEUS","1758",FALSE,"LINNAEUS","1758"
"630","","species","Canis tundrarum","Miller 1912","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MILLER","1912",FALSE,"LINNAEUS","1758"
"631","","species","Canis furlongi","Hay 1927","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"HAY","1927",FALSE,"LINNAEUS","1758"
"632","","species","Canis variabilis","Wied-Neuwied 1841","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"WIED-NEUWIED","1841",FALSE,"LINNAEUS","1758"
"633","","species","Canis chanco","(Gray 1863)","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"GRAY","1863",FALSE,"LINNAEUS","1758"
"634","V","species","Lupus chanco","(Gray 1863)","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"GRAY","1863",FALSE,"LINNAEUS","1758"
"635","","species","Canis petrolei","Stock 1938","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"STOCK","1938",FALSE,"LINNAEUS","1758"
"636","","species","Lupus gigas","Townsend 1850","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"TOWNSEND","1850",FALSE,"LINNAEUS","1758"
"637","","species","Lupus tschiliensis","Matschie 1908","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MATSCHIE","1908",FALSE,"LINNAEUS","1758"
"638","","species","Lupus laniger","Hodgson 1847","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"HODGSON","1847",FALSE,"LINNAEUS","1758"
"639","","species","Lupus altaicus","Noak 1911","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"NOAK","1911",FALSE,"LINNAEUS","1758"
"640","","species","Canis lycaon","Schreber 1775","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"SCHREBER","1775",FALSE,"LINNAEUS","1758"
"641","","species","Lupus orientalis","Wagner 1841","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"WAGNER","1841",FALSE,"LINNAEUS","1758"
"642","","species","Canis niger","Sclater 1874","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"SCLATER","1874",FALSE,"LINNAEUS","1758"
"643","","species","Canis occidentalis","(Richardson 1829)","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"RICHARDSON","1829",FALSE,"LINNAEUS","1758"
"644","V","species","Lupus occidentalis","(Richardson 1829)","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"RICHARDSON","1829",FALSE,"LINNAEUS","1758"
"645","","species","Canis pallipes","Sykes 1831","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"SYKES","1831",FALSE,"LINNAEUS","1758"
"646","","species","Canis nubilus","Say 1823","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"SAY","1823",FALSE,"LINNAEUS","1758"
"647","","species","Canis hodophilax","Temminck 1839","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"TEMMINCK","1839",FALSE,"LINNAEUS","1758"
"648","","species","Lupus filchneri","Matschie 1908","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MATSCHIE","1908",FALSE,"LINNAEUS","1758"
