"","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_rank","accepted_name","parent_name","immpar_name","phylum","class","order","family","genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year"
"1711","V","species","Phoca (Histriophoca) fasciata","(Zimmermann 1783)","recombined as","species","Histriophoca fasciata","Histriophoca","","Chordata","Mammalia","Carnivora","Phocidae","Histriophoca",TRUE,"ZIMMERMANN","1783",TRUE,"ZIMMERMANN","1783"
"1712","V","species","Phoca fasciata","(Zimmermann 1783)","recombined as","species","Histriophoca fasciata","Histriophoca","","Chordata","Mammalia","Carnivora","Phocidae","Histriophoca",TRUE,"ZIMMERMANN","1783",TRUE,"ZIMMERMANN","1783"
"1713","","species","Phoca equestris","(Pallas 1831)","subjective synonym of","species","Histriophoca fasciata","Histriophoca","","Chordata","Mammalia","Carnivora","Phocidae","Histriophoca",TRUE,"PALLAS","1831",TRUE,"ZIMMERMANN","1783"
"1714","V","species","Pagophilus equestris","(Pallas 1831)","subjective synonym of","species","Histriophoca fasciata","Histriophoca","","Chordata","Mammalia","Carnivora","Phocidae","Histriophoca",TRUE,"PALLAS","1831",TRUE,"ZIMMERMANN","1783"
"1715","","species","Halichoerus grypus","(Fabricius 1791)","","species","Halichoerus grypus","Halichoerus","","Chordata","Mammalia","Carnivora","Phocidae","Halichoerus",TRUE,"FABRICIUS","1791",TRUE,"FABRICIUS","1791"
"1716","V","species","Phoca grypus","(Fabricius 1791)","recombined as","species","Halichoerus grypus","Halichoerus","","Chordata","Mammalia","Carnivora","Phocidae","Halichoerus",TRUE,"FABRICIUS","1791",TRUE,"FABRICIUS","1791"
"1717","V","species","Halichoerus (Halichoerus) grypus","(Fabricius 1791)","recombined as","species","Halichoerus grypus","Halichoerus","","Chordata","Mammalia","Carnivora","Phocidae","Halichoerus",TRUE,"FABRICIUS","1791",TRUE,"FABRICIUS","1791"
"1718","V","species","Prophoca proxima","(Van Beneden 1876)","recombined as","species","Leptophoca proxima","Leptophoca","","Chordata","Mammalia","Carnivora","Phocidae","Leptophoca",TRUE,"VAN-BENEDEN","1876",TRUE,"VAN-BENEDEN","1876"
"1719","","species","Leptophoca proxima","(Van Beneden 1876)","","species","Leptophoca proxima","Leptophoca","","Chordata","Mammalia","Carnivora","Phocidae","Leptophoca",TRUE,"VAN-BENEDEN","1876",TRUE,"VAN-BENEDEN","1876"
"1720","","species","Leptophoca lenis","(True 1906)","subjective synonym of","species","Leptophoca proxima","Leptophoca","","Chordata","Mammalia","Carnivora","Phocidae","Leptophoca",TRUE,"TRUE","1906",TRUE,"VAN-BENEDEN","1876"
"1721","V","species","Monatherium (Leptophoca) lenis","(True 1906)","subjective synonym of","species","Leptophoca proxima","Leptophoca","","Chordata","Mammalia","Carnivora","Phocidae","Leptophoca",TRUE,"TRUE","1906",TRUE,"VAN-BENEDEN","1876"
"1722","","species","Erignathus barbatus","(Erxleben 1777)","","species","Erignathus barbatus","Erignathus","","Chordata","Mammalia","Carnivora","Phocidae","Erignathus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1723","V","species","Phoca barbata","(Erxleben 1777)","recombined as","species","Erignathus barbatus","Erignathus","","Chordata","Mammalia","Carnivora","Phocidae","Erignathus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1724","V","species","Erignathus barbata","(Erxleben 1777)","recombined as","species","Erignathus barbatus","Erignathus","","Chordata","Mammalia","Carnivora","Phocidae","Erignathus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1725","V","species","Phoca (Erignathus) barbatus","(Erxleben 1777)","recombined as","species","Erignathus barbatus","Erignathus","","Chordata","Mammalia","Carnivora","Phocidae","Erignathus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1726","V","species","Phoca (Erignathus) barbata","(Erxleben 1777)","recombined as","species","Erignathus barbatus","Erignathus","","Chordata","Mammalia","Carnivora","Phocidae","Erignathus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1727","","species","Phoca nautica","Pallas 1811","subjective synonym of","species","Erignathus barbatus","Erignathus","","Chordata","Mammalia","Carnivora","Phocidae","Erignathus",FALSE,"PALLAS","1811",TRUE,"ERXLEBEN","1777"
"1728","V","species","Phoca naurica","Pallas 1811","subjective synonym of","species","Erignathus barbatus","Erignathus","","Chordata","Mammalia","Carnivora","Phocidae","Erignathus",FALSE,"PALLAS","1811",TRUE,"ERXLEBEN","1777"
"1729","","species","Cystophora cristata","(Erxleben 1779)","","species","Cystophora cristata","Cystophora","","Chordata","Mammalia","Carnivora","Phocidae","Cystophora",TRUE,"ERXLEBEN","1779",TRUE,"ERXLEBEN","1779"
"1730","V","species","Phoca cristata","(Erxleben 1779)","recombined as","species","Cystophora cristata","Cystophora","","Chordata","Mammalia","Carnivora","Phocidae","Cystophora",TRUE,"ERXLEBEN","1779",TRUE,"ERXLEBEN","1779"
"1731","","species","Cystophora borealis","Nilsson 1820","subjective synonym of","species","Cystophora cristata","Cystophora","","Chordata","Mammalia","Carnivora","Phocidae","Cystophora",FALSE,"NILSSON","1820",TRUE,"ERXLEBEN","1779"
"1732","","species","Phoca hispida","(Schreber 1775)","","species","Phoca hispida","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"SCHREBER","1775",TRUE,"SCHREBER","1775"
"1733","V","species","Callocephalus hispidus","(Schreber 1775)","recombined as","species","Phoca hispida","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"SCHREBER","1775",TRUE,"SCHREBER","1775"
"1734","","species","Phoca annellata","Nilsson 1820","subjective synonym of","species","Phoca hispida","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",FALSE,"NILSSON","1820",TRUE,"SCHREBER","1775"
"1735","","species","Phoca caspica","(Nilsson 1837)","","species","Phoca caspica","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"NILSSON","1837",TRUE,"NILSSON","1837"
"1736","V","species","Callocephalus caspica","(Nilsson 1837)","recombined as","species","Phoca caspica","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"NILSSON","1837",TRUE,"NILSSON","1837"
"1737","V","species","Callocephalus caspicus","(Nilsson 1837)","recombined as","species","Phoca caspica","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"NILSSON","1837",TRUE,"NILSSON","1837"
"1738","V","subspecies","Pusa hispida caspica","(Nilsson 1837)","recombined as","species","Phoca caspica","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"NILSSON","1837",TRUE,"NILSSON","1837"
"1739","V","species","Phoca (Phoca) caspica","(Nilsson 1837)","recombined as","species","Phoca caspica","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"NILSSON","1837",TRUE,"NILSSON","1837"
"1740","V","species","Phoca (Pusa) caspica","(Nilsson 1837)","recombined as","species","Phoca caspica","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"NILSSON","1837",TRUE,"NILSSON","1837"
"1741","V","species","Phoca caspia","(Nilsson 1837)","misspelling of","species","Phoca caspica","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"NILSSON","1837",TRUE,"NILSSON","1837"
"1742","","species","Phoca largha","(Pallas 1811)","","species","Phoca largha","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"PALLAS","1811",TRUE,"PALLAS","1811"
"1743","V","species","Pagomys largha","(Pallas 1811)","recombined as","species","Phoca largha","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"PALLAS","1811",TRUE,"PALLAS","1811"
"1744","V","species","Callocephalus largha","(Pallas 1811)","recombined as","species","Phoca largha","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"PALLAS","1811",TRUE,"PALLAS","1811"
"1745","","species","Phoca insularis","Belkin 1964","subjective synonym of","species","Phoca largha","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",FALSE,"BELKIN","1964",TRUE,"PALLAS","1811"
"1746","","species","Phoca vitulina","(Linnaeus 1758)","","species","Phoca vitulina","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1747","V","species","Callocephalus vitulina","(Linnaeus 1758)","recombined as","species","Phoca vitulina","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1748","V","species","Callocephalus vitulinus","(Linnaeus 1758)","recombined as","species","Phoca vitulina","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1749","V","species","Phoca (Phoca) vitulina","(Linnaeus 1758)","recombined as","species","Phoca vitulina","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"1750","","species","Halichoerus antarcticus","Peale 1848","subjective synonym of","species","Phoca vitulina","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",FALSE,"PEALE","1848",TRUE,"LINNAEUS","1758"
"1751","","species","Halicyon pealei","Gray 1871","subjective synonym of","species","Phoca vitulina","Phoca","","Chordata","Mammalia","Carnivora","Phocidae","Phoca",FALSE,"GRAY","1871",TRUE,"LINNAEUS","1758"
"1752","","species","Pusa hispida","(Schreber 1775)","","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"SCHREBER","1775",TRUE,"SCHREBER","1775"
"1753","V","species","Phoca (Pusa) hispida","(Schreber 1775)","recombined as","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"SCHREBER","1775",TRUE,"SCHREBER","1775"
"1754","V","species","Phoca foetida","(Fabricius 1776)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"FABRICIUS","1776",TRUE,"SCHREBER","1775"
"1755","V","species","Pagomys foetidus","(Fabricius 1776)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"FABRICIUS","1776",TRUE,"SCHREBER","1775"
"1756","V","species","Pagomys foetida","(Fabricius 1776)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"FABRICIUS","1776",TRUE,"SCHREBER","1775"
"1757","V","species","Callocephalus foetidus","(Fabricius 1776)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"FABRICIUS","1776",TRUE,"SCHREBER","1775"
"1758","","species","Phoca (Phoca) foetida","(Fabricius 1776)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"FABRICIUS","1776",TRUE,"SCHREBER","1775"
"1759","V","species","Phoca (Pusa) foetida","(Fabricius 1776)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"FABRICIUS","1776",TRUE,"SCHREBER","1775"
"1760","V","species","Phoca foetica","(Fabricius 1776)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"FABRICIUS","1776",TRUE,"SCHREBER","1775"
"1761","V","species","Phoca dimidiata","(Schlegel 1800)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"SCHLEGEL","1800",TRUE,"SCHREBER","1775"
"1762","","species","Callocephalus dimidiatus","(Schlegel 1800)","subjective synonym of","species","Pusa hispida","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"SCHLEGEL","1800",TRUE,"SCHREBER","1775"
"1763","","species","Pusa caspica","(Nilsson 1837)","","species","Pusa caspica","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"NILSSON","1837",TRUE,"NILSSON","1837"
"1764","V","species","Pusa siberica","(Gmelin 1788)","misspelling of","species","Pusa sibirica","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"GMELIN","1788",TRUE,"GMELIN","1788"
"1765","V","subspecies","Phoca vitulina sibirica","(Gmelin 1788)","obsolete variant of","species","Pusa sibirica","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"GMELIN","1788",TRUE,"GMELIN","1788"
"1766","V","species","Phoca sibirica","(Gmelin 1788)","recombined as","species","Pusa sibirica","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"GMELIN","1788",TRUE,"GMELIN","1788"
"1767","V","species","Phoca (Pusa) sibirica","(Gmelin 1788)","recombined as","species","Pusa sibirica","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"GMELIN","1788",TRUE,"GMELIN","1788"
"1768","","species","Pusa sibirica","(Gmelin 1788)","","species","Pusa sibirica","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"GMELIN","1788",TRUE,"GMELIN","1788"
"1769","V","subspecies","Pusa hispida sibirica","(Gmelin 1788)","recombined as","species","Pusa sibirica","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"GMELIN","1788",TRUE,"GMELIN","1788"
"1770","V","species","Phoca (Phoca) sibirica","(Gmelin 1788)","recombined as","species","Pusa sibirica","Pusa","","Chordata","Mammalia","Carnivora","Phocidae","Pusa",TRUE,"GMELIN","1788",TRUE,"GMELIN","1788"
"1771","","species","Pagophilus groenlandica","(Erxleben 1777)","","species","Pagophilus groenlandica","Pagophilus","","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1772","V","species","Pagophilus groenlandicus","(Erxleben 1777)","recombined as","species","Pagophilus groenlandica","Pagophilus","","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1773","V","species","Phoca groenlandica","(Erxleben 1777)","recombined as","species","Pagophilus groenlandica","Pagophilus","","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1774","V","species","Pagophoca groenlandica","(Erxleben 1777)","recombined as","species","Pagophilus groenlandica","Pagophilus","","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1775","V","species","Phoca (Pagophilus) groenlandica","(Erxleben 1777)","recombined as","species","Pagophilus groenlandica","Pagophilus","","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1776","V","species","Phoca (Pagophoca) groenlandica","(Erxleben 1777)","recombined as","species","Pagophilus groenlandica","Pagophilus","","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",TRUE,"ERXLEBEN","1777",TRUE,"ERXLEBEN","1777"
"1777","","species","Kawas benegasorum","Cozzuol 2001","","species","Kawas benegasorum","Kawas","","Chordata","Mammalia","Carnivora","Phocidae","Kawas",FALSE,"COZZUOL","2001",FALSE,"COZZUOL","2001"
"1778","","species","Messiphoca mauretanica","Muizon 1981","","species","Messiphoca mauretanica","Messiphoca","","Chordata","Mammalia","Carnivora","Phocidae","Messiphoca",FALSE,"MUIZON","1981",FALSE,"MUIZON","1981"
"1779","","species","Eodesmus condoni","Tate-Jones et al. 2020","","species","Eodesmus condoni","Eodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Eodesmus",FALSE,"TATE-JONES_ET-AL","2020",FALSE,"TATE-JONES_ET-AL","2020"
"1780","","species","Desmatophoca oregonensis","Condon 1906","","species","Desmatophoca oregonensis","Desmatophoca","","Chordata","Mammalia","Carnivora","Desmatophocidae","Desmatophoca",FALSE,"CONDON","1906",FALSE,"CONDON","1906"
"1781","","species","Desmatophoca brachycephala","Barnes 1987","","species","Desmatophoca brachycephala","Desmatophoca","","Chordata","Mammalia","Carnivora","Desmatophocidae","Desmatophoca",FALSE,"BARNES","1987",FALSE,"BARNES","1987"
"1782","","species","Allodesmus kernensis","Kellogg 1922","","species","Allodesmus kernensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",FALSE,"KELLOGG","1922",FALSE,"KELLOGG","1922"
"1783","","species","Allodesmus kelloggi","Mitchell 1966","subjective synonym of","species","Allodesmus kernensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",FALSE,"MITCHELL","1966",FALSE,"KELLOGG","1922"
"1784","","species","Allodesmus gracilis","Barnes and Hirota 1995","subjective synonym of","species","Allodesmus kernensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",FALSE,"BARNES_HIROTA","1995",FALSE,"KELLOGG","1922"
"1785","","species","Allodesmus naorai","Kohno 1996","","species","Allodesmus naorai","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",FALSE,"KOHNO","1996",FALSE,"KOHNO","1996"
"1786","","species","Allodesmus packardi","(Barnes 1972)","","species","Allodesmus packardi","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",TRUE,"BARNES","1972",TRUE,"BARNES","1972"
"1787","V","species","Brachyallodesmus packardi","(Barnes 1972)","recombined as","species","Allodesmus packardi","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",TRUE,"BARNES","1972",TRUE,"BARNES","1972"
"1788","","species","Allodesmus demerei","Boessenecker and Churchill 2018","","species","Allodesmus demerei","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",FALSE,"BOESSENECKER_CHURCHILL","2018",FALSE,"BOESSENECKER_CHURCHILL","2018"
"1789","","species","Allodesmus uraiporensis","Tonomori et al. 2018","","species","Allodesmus uraiporensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",FALSE,"TONOMORI_ET-AL","2018",FALSE,"TONOMORI_ET-AL","2018"
"1790","","species","Allodesmus sinanoensis","(Nagao 1941)","","species","Allodesmus sinanoensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",TRUE,"NAGAO","1941",TRUE,"NAGAO","1941"
"1791","V","species","Eumetopias sinanoensis","(Nagao 1941)","recombined as","species","Allodesmus sinanoensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",TRUE,"NAGAO","1941",TRUE,"NAGAO","1941"
"1792","V","species","Megagomphos sinanoensis","(Nagao 1941)","recombined as","species","Allodesmus sinanoensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",TRUE,"NAGAO","1941",TRUE,"NAGAO","1941"
"1793","","species","Allodesmus sadoensis","Barnes and Hirota 1995","subjective synonym of","species","Allodesmus sinanoensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",FALSE,"BARNES_HIROTA","1995",TRUE,"NAGAO","1941"
"1794","","species","Allodesmus megallos","Barnes and Hirota 1995","subjective synonym of","species","Allodesmus sinanoensis","Allodesmus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",FALSE,"BARNES_HIROTA","1995",TRUE,"NAGAO","1941"
"1795","","species","Atopotarus courseni","(Downs 1956)","","species","Atopotarus courseni","Atopotarus","","Chordata","Mammalia","Carnivora","Desmatophocidae","Atopotarus",TRUE,"DOWNS","1956",TRUE,"DOWNS","1956"
