"","faurby_accepted_genus_species","faurby_accepted_rank"
"1565","Palmidophoca_callirhoe","species"
"1566","Palmidophoca_chrysar","species"
"1567","Phoca_bessarabica","species"
"1568","Phoca","genus"
"1569","Phoca_largha","species"
"1570","Phoca_moori","species"
"1571","Phoca_novorossica","species"
"1572","Phoca_vitulina","species"
"1573","Phoca_vitulinoides","species"
"1574","Phocanella_couffoni","species"
"1575","Phocanella","genus"
"1576","Phocanella_pumila","species"
"1577","Piscophoca_pacifica","species"
"1578","Platyphoca_danica","species"
"1579","Platyphoca_vulgaris","species"
"1580","Pliophoca_etrusca","species"
"1581","Pontophoca_jutlandica","species"
"1582","Pontophoca_sarmatica","species"
"1583","Praepusa_boeska","species"
"1584","Praepusa_magyaricus","species"
"1585","Praepusa_pannonica","species"
"1586","Praepusa_vindobonensis","species"
"1587","Pusa_hispida","species"
"1588","Pusa_sibirica","species"
"1589","Sarmatonectes_sintsovi","species"
"1590","Prionodon","genus"
"1591","Acheronictis_webbi","species"
"1592","Amphinasua_brevirostris","species"
"1593","Amphinasua_groeberi","species"
"1594","Amphinasua_lutaria","species"
"1595","Amphinasua_pascuali","species"
"1596","Arctonasua_eurybates","species"
"1597","Arctonasua_floridana","species"
"1598","Arctonasua_fricki","species"
"1599","Arctonasua","genus"
"1600","Arctonasua_gracilis","species"
"1601","Arctonasua_minima","species"
"1602","Bassaricyonoides_phyllismillerae","species"
"1603","Bassaricyonoides_stewartae","species"
"1604","Bassariscus_antiquus","species"
"1605","Bassariscus_astutus","species"
"1606","Bassariscus_casei","species"
"1607","Bassariscus","genus"
"1608","Bassariscus_minimus","species"
"1609","Bassariscus_ogallalae","species"
"1610","Bassariscus_parvus","species"
"1611","Broiliana_dehmi","species"
"1612","Broiliana","genus"
"1613","Broiliana_nobilis","species"
"1614","Chapalmalania_alteafrontis","species"
"1615","Chapalmalania_ortognatha","species"
"1616","Cyonasua_argentina","species"
"1617","Cyonasua","genus"
"1618","Edaphocyon","genus"
"1619","Edaphocyon_lautus","species"
"1620","Edaphocyon_palmeri","species"
"1621","Edaphocyon_pointblankensis","species"
"1622","Nasua","genus"
"1623","Nasua_pronarica","species"
"1624","Paranasua","genus"
"1625","Paranasua_biradica","species"
"1626","Parapotos_tedfordi","species"
"1627","Plesictis_dieupentalensis","species"
"1628","Plesictis_genetoides","species"
"1629","Plesictis","genus"
"1630","Plesictis_humilidens","species"
"1631","Plesictis_julieni","species"
"1632","Plesictis_laugnacensis","species"
"1633","Plesictis_mayri","species"
"1634","Plesictis_milloquensis","species"
"1635","Plesictis_palustris","species"
"1636","Plesictis_stenoplesictoides","species"
"1637","Probassariscus_matthewi","species"
"1638","Probassariscus","genus"
"1639","Procyon","genus"
"1640","Procyon_lotor","species"
"1641","Procyon_rexroadensis","species"
"1642","Protoprocyon_savagei","species"
"1643","Pseudobassaris_riggsi","species"
"1644","Stromeriella_depressa","species"
"1645","Stromeriella_franconica","species"
"1646","Pinnarctidion_bishopi","species"
"1647","Pinnarctidion_rayi","species"
"1648","Africanictis_hyaenoides","species"
"1649","Africanictis_meini","species"
"1650","Africanictis_schmidtkittleri","species"
"1651","Alagtsavbaatar_indigenus","species"
"1652","Anictis_simplicidens","species"
"1653","Asiavorator","genus"
"1654","Asiavorator_gracilis","species"
"1655","Moghradictis_nedjema","species"
"1656","Palaeoprionodon","genus"
"1657","Shandgolictis_constans","species"
"1658","Shandgolictis_elegans","species"
"1659","Stenogale_brevidens","species"
"1660","Stenogale_intermedia","species"
"1661","Stenogale_julieni","species"
"1662","Stenoplesictis_cayluxi","species"
"1663","Stenoplesictis_crocheti","species"
"1664","Stenoplesictis","genus"
"1665","Stenoplesictis_muhoronii","species"
"1666","Adelpharctos_ginsburgi","species"
"1667","Adelpharctos_mirus","species"
"1668","Agriarctos_depereti","species"
"1669","Agriarctos_gaali","species"
"1670","Agriarctos_vighi","species"
"1671","Agriotherium_africanum","species"
"1672","Agriotherium","genus"
"1673","Agriotherium_inexpetans","species"
"1674","Agriotherium_insigne","species"
"1675","Agriotherium_myanmarensis","species"
"1676","Agriotherium_schneideri","species"
"1677","Agriotherium_sivalenis","species"
"1678","Ailurarctos_lufengensis","species"
"1679","Ailurarctos","genus"
"1680","Ailuropoda_melanoleuca","species"
"1681","Ailuropoda","genus"
"1682","Arctodus","genus"
"1683","Arctodus_pristinus","species"
"1684","Arctodus_simus","species"
"1685","Arctotherium_angustidens","species"
"1686","Arctotherium_bonariense","species"
"1687","Arctotherium","genus"
"1688","Arctotherium_tarijense","species"
"1689","Arctotherium_vetustum","species"
"1690","Arctotherium_wingei","species"
"1691","Ballusia_elmensis","species"
"1692","Ballusia_hareni","species"
"1693","Ballusia_orientalis","species"
"1694","Cephalogale","genus"
"1695","Cephalogale_geoffroyi","species"
"1696","Cephalogale_gergoviensis","species"
"1697","Cephalogale_ginesticus","species"
"1698","Cephalogale_shareri","species"
"1699","Cyonarctos_dessei","species"
"1700","Dinocyon","genus"
"1701","Dinocyon_thenardi","species"
"1702","Filholictis_filholi","species"
"1703","Helarctos_malayanus","species"
"1704","Hemicyon_barbouri","species"
"1705","Hemicyon_gargan","species"
"1706","Hemicyon","genus"
"1707","Hemicyon_goeriachensis","species"
"1708","Hemicyon_mayorali","species"
"1709","Hemicyon_sansaniensis","species"
"1710","Hemicyon_stehlini","species"
"1711","Indarctos_anthracitis","species"
"1712","Indarctos","genus"
"1713","Indarctos_arctoides","species"
"1714","Indarctos_oregonensis","species"
"1715","Indarctos_punjabiensis","species"
"1716","Indarctos_vireti","species"
"1717","Indarctos_zdanskyi","species"
"1718","Kretzoiarctos_beatrix","species"
"1719","Melursus","genus"
"1720","Melursus_ursinus","species"
"1721","Phoberocyon_akhmetievi","species"
"1722","Phoberocyon_aurelianensis","species"
"1723","Phoberocyon_hurzeleri","species"
"1724","Phoberocyon_johnhenryi","species"
"1725","Phoberocyon_teilhardi","species"
"1726","Phoberocyon_youngi","species"
"1727","Phoberogale_bonali","species"
"1728","Phoberogale_depereti","species"
"1729","Phoberogale_gracile","species"
"1730","Phoberogale_minor","species"
"1731","Plionarctos_edensis","species"
"1732","Plionarctos","genus"
"1733","Plionarctos_harroldorum","species"
"1734","Plithocyon_antunesi","species"
"1735","Plithocyon_armagnacensis","species"
"1736","Plithocyon_barstowensis","species"
"1737","Plithocyon_bruneti","species"
"1738","Plithocyon_conquense","species"
"1739","Plithocyon","genus"
"1740","Plithocyon_ursinus","species"
"1741","Tremarctos_floridanus","species"
"1742","Tremarctos","genus"
"1743","Ursavus_brevirhinus","species"
"1744","Ursavus_ehrenbergi","species"
"1745","Ursavus","genus"
"1746","Ursavus_intermedius","species"
"1747","Ursavus_isorei","species"
"1748","Ursavus_pawniensis","species"
"1749","Ursavus_primaevus","species"
"1750","Ursavus_sylvestris","species"
"1751","Ursavus_tedfordi","species"
"1752","Ursus_americanus","species"
"1753","Ursus_angustidens","species"
"1754","Ursus_arctos","species"
"1755","Ursus_boeckhi","species"
"1756","Ursus_etruscus","species"
"1757","Ursus_footei","species"
"1758","Ursus","genus"
"1759","Ursus_maritimus","species"
"1760","Ursus_minimus","species"
"1761","Ursus_namadicus","species"
"1762","Ursus_spelaeus","species"
"1763","Ursus_thibetanus","species"
"1764","Zaragocyon_daamsi","species"
"1765","Bryanictis_microlestes","species"
"1766","Bryanictis_paulus","species"
"1767","Didymictis_altidens","species"
"1768","Didymictis","genus"
"1769","Didymictis_protenus","species"
"1770","Didymictis_vancleavae","species"
"1771","Ictidopappus_mustelinus","species"
"1772","Ictidopappus","genus"
"1773","Intyrictis_vanvaleni","species"
"1774","Pappictidops_acies","species"
"1775","Pappictidops_obtusus","species"
"1776","Pappictidops_orientalis","species"
"1777","Pristinictis_connata","species"
"1778","Protictis_agastor","species"
"1779","Protictis_aprophatos","species"
"1780","Protictis_dellensis","species"
"1781","Protictis","genus"
"1782","Protictis_haydenianus","species"
"1783","Protictis_laytoni","species"
"1784","Protictis_minor","species"
"1785","Protictis_paralus","species"
"1786","Protictis_schaffi","species"
"1787","Protictis_simpsoni","species"
"1788","Raphictis_gausion","species"
"1789","Raphictis","genus"
"1790","Simpsonictis","genus"
"1791","Simpsonictis_jaynanneae","species"
"1792","Simpsonictis_pegus","species"
"1793","Simpsonictis_tenuis","species"
"1794","Viverravus_acutus","species"
"1795","Viverravus_bowni","species"
"1796","Viverravus","genus"
"1797","Viverravus_gracilis","species"
"1798","Viverravus_lutosus","species"
"1799","Viverravus_minutus","species"
"1800","Viverravus_politus","species"
"1801","Viverravus_sicarius","species"
"1802","Viverriscus_omnivorus","species"
"1803","Arctictis_binturong","species"
"1804","Arctogalidia","genus"
"1805","Civettictis_howelli","species"
"1806","Cynogale","genus"
"1807","Euboictis_aliverensis","species"
"1808","Genetta","genus"
"1809","Genetta_tigrina","species"
"1810","Hesperoviverra_carpathorum","species"
"1811","Kanuites_lewisae","species"
"1812","Kenyalutra_songhorensis","species"
"1813","Ketketictis_solida","species"
"1814","Kichechia_zamanae","species"
"1815","Legetetia_nandii","species"
"1816","Lophocyon_carpathicus","species"
"1817","Lophocyon_paraskevaidisi","species"
"1818","Mioparadoxurus_meini","species"
"1819","Mioprionodon_hodopeus","species"
"1820","Orangictis_gariepensis","species"
"1821","Paguma_larvata","species"
"1822","Paguma","genus"
"1823","Paradoxurus","genus"
"1824","Paradoxurus_hermaphroditus","species"
"1825","Pseudocivetta_ingens","species"
"1826","Sahelictis_korei","species"
"1827","Semigenetta_elegans","species"
"1828","Semigenetta","genus"
"1829","Semigenetta_grandis","species"
"1830","Semigenetta_huaiheensis","species"
"1831","Semigenetta_laugnacensis","species"
"1832","Semigenetta_mutata","species"
"1833","Semigenetta_praecurrens","species"
"1834","Semigenetta_repelini","species"
"1835","Semigenetta_ripoli","species"
"1836","Semigenetta_sansaniensis","species"
"1837","Tugenictis_ngororaensis","species"
"1838","Ugandictis_napakensis","species"
"1839","Vishnuictis_africana","species"
"1840","Vishnuictis_chinjiensis","species"
"1841","Vishnuictis_durandi","species"
"1842","Viverra_apennina","species"
"1843","Viverra_bakerii","species"
"1844","Viverra","genus"
"1845","Viverra_howeli","species"
"1846","Viverra_karnuliensis","species"
"1847","Viverra_leakeyi","species"
"1848","Viverra_pepraxti","species"
"1849","Viverra_tangalunga","species"
"1850","Viverra_zibetha","species"
"1851","Viverrictis_modica","species"
"1852","Viverrictis","genus"
"1853","Viverricula_indica","species"
