"pbdb_flags","pbdb_taxon_no","pbdb_taxon_rank","pbdb_taxon_name","pbdb_taxon_attr","pbdb_difference","pbdb_accepted_no","pbdb_accepted_rank","pbdb_accepted_name","pbdb_parent_name","pbdb_immpar_name","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year","pbdb_alternative_synonym","pbdb_genus_difference"
"V",232102,"species","Ictides_albifrons","(Cuvier 1822)","subjective synonym of",232054,"species","Arctictis_binturong","Arctictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Arctictis",TRUE,"Cuvier","1822",TRUE,"Raffles","1822","Arctictis_binturong",FALSE
NA,237529,"species","Arctictis_niasensis","(Lyon 1916)",NA,237529,"species","Arctictis_niasensis","Arctictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Arctictis",TRUE,"Lyon","1916",TRUE,"Lyon","1916","Arctictis_niasensis",FALSE
"V",237530,"subspecies","Arctictis_binturong_niasensis","(Lyon 1916)","recombined as",237529,"species","Arctictis_niasensis","Arctictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Arctictis",TRUE,"Lyon","1916",TRUE,"Lyon","1916","Arctictis_niasensis",FALSE
NA,470239,"species","Euboictis_aliverensis","Schmidt-Kittler 1983",NA,470239,"species","Euboictis_aliverensis","Euboictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Euboictis",FALSE,"Schmidt-Kittler","1983",FALSE,"Schmidt-Kittler","1983","Euboictis_aliverensis",FALSE
NA,334038,"species","Orangictis_gariepensis","Morales et al. 2001",NA,334038,"species","Orangictis_gariepensis","Orangictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Orangictis",FALSE,"Morales_et-al","2001",FALSE,"Morales_et-al","2001","Orangictis_gariepensis",FALSE
"V",231966,"species","Viverra_civetta","(Schreber 1776)","recombined as",231966,"species","Civettictis_civetta","Civettictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Civettictis",TRUE,"Schreber","1776",TRUE,"Schreber","1776","Civettictis_civetta",FALSE
NA,231967,"species","Civettictis_civetta","(Schreber 1776)",NA,231966,"species","Civettictis_civetta","Civettictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Civettictis",TRUE,"Schreber","1776",TRUE,"Schreber","1776","Civettictis_civetta",FALSE
NA,231968,"species","Viverra_poortmanni","Pucheran 1855","subjective synonym of",231966,"species","Civettictis_civetta","Civettictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Civettictis",FALSE,"Pucheran","1855",TRUE,"Schreber","1776","Civettictis_civetta",FALSE
NA,475239,"species","Civettictis_howelli","Morales et al. 2005",NA,475239,"species","Civettictis_howelli","Civettictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Civettictis",FALSE,"Morales_et-al","2005",FALSE,"Morales_et-al","2005","Civettictis_howelli",FALSE
NA,104163,"species","Viverra_zibetha","Linnaeus 1758",NA,104163,"species","Viverra_zibetha","Viverra",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Linnaeus","1758",FALSE,"Linnaeus","1758","Viverra_zibetha",FALSE
NA,240126,"subspecies","Viverra_zibetha_picta","Wroughton 1915","invalid subgroup of",104163,"species","Viverra_zibetha","Viverra zibetha",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Wroughton","1915",FALSE,"Linnaeus","1758","Viverra_zibetha",FALSE
NA,240128,"subspecies","Viverra_zibetha_sagillata","Robinson and Kloss 1920","invalid subgroup of",104163,"species","Viverra_zibetha","Viverra zibetha",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Robinson_Kloss","1920",FALSE,"Linnaeus","1758","Viverra_zibetha",FALSE
NA,240125,"species","Viverra_filchneri","Matschie 1908","subjective synonym of",104163,"species","Viverra_zibetha","Viverra",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Matschie","1908",FALSE,"Linnaeus","1758","Viverra_zibetha",FALSE
NA,240124,"species","Viverra_ashtoni","Swinhoe 1864","subjective synonym of",104163,"species","Viverra_zibetha","Viverra",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Swinhoe","1864",FALSE,"Linnaeus","1758","Viverra_zibetha",FALSE
NA,240127,"subspecies","Viverra_zibetha_pruinosa","Wroughton 1915","invalid subgroup of",104163,"species","Viverra_zibetha","Viverra zibetha",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Wroughton","1915",FALSE,"Linnaeus","1758","Viverra_zibetha",FALSE
NA,199983,"species","Viverra_leakeyi","(Petter 1963)",NA,199983,"species","Viverra_leakeyi","Viverra",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",TRUE,"Petter","1963",TRUE,"Petter","1963","Viverra_leakeyi",FALSE
"V",475241,"species","Megaviverra_leakeyi","(Petter 1963)","recombined as",199983,"species","Viverra_leakeyi","Viverra",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",TRUE,"Petter","1963",TRUE,"Petter","1963","Viverra_leakeyi",FALSE
NA,232089,"species","Viverra_megaspila","Blyth 1862",NA,232089,"species","Viverra_megaspila","Viverra",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Blyth","1862",FALSE,"Blyth","1862","Viverra_megaspila",FALSE
NA,438214,"species","Viverra_civettina","Blyth 1862",NA,438214,"species","Viverra_civettina","Viverra",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Blyth","1862",FALSE,"Blyth","1862","Viverra_civettina",FALSE
NA,232088,"species","Viverra_tangalunga","Gray 1832",NA,232088,"species","Viverra_tangalunga","Viverra",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",FALSE,"Gray","1832",FALSE,"Gray","1832","Viverra_tangalunga",FALSE
NA,232169,"species","Viverricula_rasse","(Horsfield 1824)",NA,232167,"species","Viverricula_rasse","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",TRUE,"Horsfield","1824",TRUE,"Horsfield","1824","Viverricula_rasse",FALSE
"V",232167,"species","Viverra_rasse","(Horsfield 1824)","recombined as",232167,"species","Viverricula_rasse","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",TRUE,"Horsfield","1824",TRUE,"Horsfield","1824","Viverricula_rasse",FALSE
NA,232170,"species","Viverricula_schlegeli","Pollen 1866","subjective synonym of",232167,"species","Viverricula_rasse","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",FALSE,"Pollen","1866",TRUE,"Horsfield","1824","Viverricula_rasse",FALSE
"V",231969,"species","Viverra_malaccensis","(Gmelin 1788)","recombined as",231969,"species","Viverricula_malaccensis","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",TRUE,"Gmelin","1788",TRUE,"Gmelin","1788","Viverricula_malaccensis",FALSE
NA,231970,"species","Viverricula_malaccensis","(Gmelin 1788)",NA,231969,"species","Viverricula_malaccensis","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",TRUE,"Gmelin","1788",TRUE,"Gmelin","1788","Viverricula_malaccensis",FALSE
NA,232090,"species","Viverra_schlegeli","Pollen 1866","subjective synonym of",231969,"species","Viverricula_malaccensis","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",FALSE,"Pollen","1866",TRUE,"Gmelin","1788","Viverricula_malaccensis",FALSE
NA,232165,"species","Viverra_indica","(Desmarest 1817)","subjective synonym of",231969,"species","Viverricula_malaccensis","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",TRUE,"Desmarest","1817",TRUE,"Gmelin","1788","Viverricula_malaccensis",FALSE
"V",232168,"species","Viverricula_indica","(Desmarest 1817)","subjective synonym of",231969,"species","Viverricula_malaccensis","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",TRUE,"Desmarest","1817",TRUE,"Gmelin","1788","Viverricula_malaccensis",FALSE
NA,232166,"species","Viverra_bengalensis","Gray and Hardwicke 1830","subjective synonym of",231969,"species","Viverricula_malaccensis","Viverricula",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverricula",FALSE,"Gray_Hardwicke","1830",TRUE,"Gmelin","1788","Viverricula_malaccensis",FALSE
NA,159807,"species","Semigenetta_cadeoti","Roman and Viret 1934",NA,159807,"species","Semigenetta_cadeoti","Semigenetta",NA,"Chordata","Mammalia","Carnivora","Viverridae","Semigenetta",FALSE,"Roman_Viret","1934",FALSE,"Roman_Viret","1934","Semigenetta_cadeoti",FALSE
NA,335206,"species","Africanictis_schmidtkittleri","Morales et al. 1998",NA,335206,"species","Africanictis_schmidtkittleri","Africanictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Africanictis",FALSE,"Morales_et-al","1998",FALSE,"Morales_et-al","1998","Africanictis_schmidtkittleri",FALSE
NA,335205,"species","Africanictis_meini","Morales et al. 1998",NA,335205,"species","Africanictis_meini","Africanictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Africanictis",FALSE,"Morales_et-al","1998",FALSE,"Morales_et-al","1998","Africanictis_meini",FALSE
NA,335209,"species","Africanictis_hyaenoides","(Morales et al. 2003)",NA,335209,"species","Africanictis_hyaenoides","Africanictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Africanictis",TRUE,"Morales_et-al","2003",TRUE,"Morales_et-al","2003","Africanictis_hyaenoides",FALSE
"V",365504,"species","Buhakia_hyaenoides","(Morales et al. 2003)","recombined as",335209,"species","Africanictis_hyaenoides","Africanictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Africanictis",TRUE,"Morales_et-al","2003",TRUE,"Morales_et-al","2003","Africanictis_hyaenoides",FALSE
"V",232042,"species","Paradoxurus_derbyanus","(Gray 1837)","recombined as",232042,"species","Hemigalus_derbyanus","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",TRUE,"Gray","1837",TRUE,"Gray","1837","Hemigalus_derbyanus",FALSE
"V",232043,"species","Hemigalus_derbianus","(Gray 1837)","recombined as",232042,"species","Hemigalus_derbyanus","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",TRUE,"Gray","1837",TRUE,"Gray","1837","Hemigalus_derbyanus",FALSE
NA,232044,"species","Hemigalus_derbyanus","(Gray 1837)",NA,232042,"species","Hemigalus_derbyanus","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",TRUE,"Gray","1837",TRUE,"Gray","1837","Hemigalus_derbyanus",FALSE
"V",232066,"species","Hemigalea_derbianus","(Gray 1837)","recombined as",232042,"species","Hemigalus_derbyanus","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",TRUE,"Gray","1837",TRUE,"Gray","1837","Hemigalus_derbyanus",FALSE
NA,232068,"species","Hemigale_zebre","Jourdan 1837","subjective synonym of",232042,"species","Hemigalus_derbyanus","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",FALSE,"Jourdan","1837",TRUE,"Gray","1837","Hemigalus_derbyanus",FALSE
"V",232045,"species","Viverra_hardwickii","(Gray 1830)","replaced by",232042,"species","Hemigalus_derbyanus","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",TRUE,"Gray","1830",TRUE,"Gray","1837","Hemigalus_derbyanus",FALSE
NA,232046,"species","Hemigale_hardwickii","(Gray 1830)","replaced by",232042,"species","Hemigalus_derbyanus","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",TRUE,"Gray","1830",TRUE,"Gray","1837","Hemigalus_derbyanus",FALSE
NA,232048,"species","Hemigale_hosei","(Thomas 1892)",NA,232048,"species","Hemigale_hosei","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",TRUE,"Thomas","1892",TRUE,"Thomas","1892","Hemigalus_hosei",TRUE
"V",232049,"species","Diplogale_hosei","(Thomas 1892)","recombined as",232048,"species","Hemigale_hosei","Hemigalus",NA,"Chordata","Mammalia","Carnivora","Viverridae","Hemigalus",TRUE,"Thomas","1892",TRUE,"Thomas","1892","Hemigalus_hosei",TRUE
NA,232062,"species","Cynogale_lowei","Pocock 1933",NA,232062,"species","Cynogale_lowei","Cynogale",NA,"Chordata","Mammalia","Carnivora","Viverridae","Cynogale",FALSE,"Pocock","1933",FALSE,"Pocock","1933","Cynogale_lowei",FALSE
NA,232059,"species","Cynogale_bennettii","Gray 1864",NA,232059,"species","Cynogale_bennettii","Cynogale",NA,"Chordata","Mammalia","Carnivora","Viverridae","Cynogale",FALSE,"Gray","1864",FALSE,"Gray","1864","Cynogale_bennettii",FALSE
NA,232140,"species","Potamophilus_barbatus","Müller 1838","subjective synonym of",232059,"species","Cynogale_bennettii","Cynogale",NA,"Chordata","Mammalia","Carnivora","Viverridae","Cynogale",FALSE,"Muller","1838",FALSE,"Gray","1864","Cynogale_bennettii",FALSE
NA,232103,"species","Viverra_carcharias","de Blainville 1837","subjective synonym of",232059,"species","Cynogale_bennettii","Cynogale",NA,"Chordata","Mammalia","Carnivora","Viverridae","Cynogale",FALSE,"De-Blainville","1837",FALSE,"Gray","1864","Cynogale_bennettii",FALSE
NA,232050,"species","Chrotogale_owstoni","Thomas 1912",NA,232050,"species","Chrotogale_owstoni","Chrotogale",NA,"Chordata","Mammalia","Carnivora","Viverridae","Chrotogale",FALSE,"Thomas","1912",FALSE,"Thomas","1912","Chrotogale_owstoni",FALSE
NA,498495,"species","Kanuites_lewisae","Dehghani and Werdelin 2008",NA,498495,"species","Kanuites_lewisae","Kanuites",NA,"Chordata","Mammalia","Carnivora","Viverridae","Kanuites",FALSE,"Dehghani_Werdelin","2008",FALSE,"Dehghani_Werdelin","2008","Kanuites_lewisae",FALSE
NA,334028,"species","Leptoplesictis_namibiensis","Morales et al. 2008",NA,334028,"species","Leptoplesictis_namibiensis","Leptoplesictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Leptoplesictis",FALSE,"Morales_et-al","2008",FALSE,"Morales_et-al","2008","Leptoplesictis_namibiensis",FALSE
NA,334027,"species","Leptoplesictis_senutae","Morales et al. 2008",NA,334027,"species","Leptoplesictis_senutae","Leptoplesictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Leptoplesictis",FALSE,"Morales_et-al","2008",FALSE,"Morales_et-al","2008","Leptoplesictis_senutae",FALSE
NA,97066,"species","Ketketictis_solida","Morlo et al. 2007",NA,97066,"species","Ketketictis_solida","Ketketictis",NA,"Chordata","Mammalia","Carnivora","Viverridae","Ketketictis",FALSE,"Morlo_et-al","2007",FALSE,"Morlo_et-al","2007","Ketketictis_solida",FALSE
"V",97825,"species","Viverravus_constans","(Matthew and Granger 1924)","recombined as",97825,"species","Shandgolictis_constans","Shandgolictis",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Shandgolictis",TRUE,"Matthew_Granger","1924",TRUE,"Matthew_Granger","1924","Shandgolictis_constans",FALSE
NA,97830,"species","Shandgolictis_constans","(Matthew and Granger 1924)",NA,97825,"species","Shandgolictis_constans","Shandgolictis",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Shandgolictis",TRUE,"Matthew_Granger","1924",TRUE,"Matthew_Granger","1924","Shandgolictis_constans",FALSE
NA,97816,"species","Palaeoprionodon_lamandini","Filhol 1880",NA,97816,"species","Palaeoprionodon_lamandini","Palaeoprionodon",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Palaeoprionodon",FALSE,"Filhol","1880",FALSE,"Filhol","1880","Palaeoprionodon_lamandini",FALSE
NA,50669,"species","Pristinictis_connata","Fox and Youzwyshyn 1994",NA,50669,"species","Pristinictis_connata","Pristinictis",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pristinictis",FALSE,"Fox_Youzwyshyn","1994",FALSE,"Fox_Youzwyshyn","1994","Pristinictis_connata",FALSE
NA,48696,"species","Miocyon_magnus","Bryant 1992",NA,48696,"species","Miocyon_magnus","Miocyon",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",FALSE,"Bryant","1992",FALSE,"Bryant","1992","Miocyon_magnus",FALSE
NA,48698,"species","Miocyon_scotti","(Wortman and Matthew 1899)",NA,50737,"species","Miocyon_scotti","Miocyon",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",TRUE,"Wortman_Matthew","1899",TRUE,"Wortman_Matthew","1899","Miocyon_scotti",FALSE
"V",50737,"species","Prodaphaenus_scotti","(Wortman and Matthew 1899)","recombined as",50737,"species","Miocyon_scotti","Miocyon",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",TRUE,"Wortman_Matthew","1899",TRUE,"Wortman_Matthew","1899","Miocyon_scotti",FALSE
"V",52562,"species","Uintacyon_scotti","(Wortman and Matthew 1899)","recombined as",50737,"species","Miocyon_scotti","Miocyon",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",TRUE,"Wortman_Matthew","1899",TRUE,"Wortman_Matthew","1899","Miocyon_scotti",FALSE
NA,185340,"species","Miocyon_vallisrubrae","Friscia and Rasmussen 2010",NA,185340,"species","Miocyon_vallisrubrae","Miocyon",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",FALSE,"Friscia_Rasmussen","2010",FALSE,"Friscia_Rasmussen","2010","Miocyon_vallisrubrae",FALSE
NA,48697,"species","Miocyon_major","(Matthew 1909)",NA,52556,"species","Miocyon_major","Miocyon",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",TRUE,"Matthew","1909",TRUE,"Matthew","1909","Miocyon_major",FALSE
"V",52556,"species","Uintacyon_major","(Matthew 1909)","recombined as",52556,"species","Miocyon_major","Miocyon",NA,"Chordata","Mammalia","Carnivora","Miacidae","Miocyon",TRUE,"Matthew","1909",TRUE,"Matthew","1909","Miocyon_major",FALSE
NA,260773,"species","Pappictidops_acies","Wang 1978",NA,260773,"species","Pappictidops_acies","Pappictidops",NA,"Chordata","Mammalia","Carnivora","Miacidae","Pappictidops",FALSE,"Wang","1978",FALSE,"Wang","1978","Pappictidops_acies",FALSE
NA,260774,"species","Pappictidops_obtusus","Wang 1978",NA,260774,"species","Pappictidops_obtusus","Pappictidops",NA,"Chordata","Mammalia","Carnivora","Miacidae","Pappictidops",FALSE,"Wang","1978",FALSE,"Wang","1978","Pappictidops_obtusus",FALSE
NA,246089,"species","Pappictidops_orientalis","Qiu and Li 1977",NA,246089,"species","Pappictidops_orientalis","Pappictidops",NA,"Chordata","Mammalia","Carnivora","Miacidae","Pappictidops",FALSE,"Qiu_Li","1977",FALSE,"Qiu_Li","1977","Pappictidops_orientalis",FALSE
NA,159163,"species","Eogale_parydros","Beard and Dawson 2009",NA,159163,"species","Eogale_parydros","Eogale",NA,"Chordata","Mammalia","Carnivora","Miacidae","Eogale",FALSE,"Beard_Dawson","2009",FALSE,"Beard_Dawson","2009","Eogale_parydros",FALSE
NA,58764,"species","Simamphicyon_helveticus","Pictet and Humbert 1869",NA,58764,"species","Simamphicyon_helveticus","Simamphicyon",NA,"Chordata","Mammalia","Carnivora","Miacidae","Simamphicyon",FALSE,"Pictet_Humbert","1869",FALSE,"Pictet_Humbert","1869","Simamphicyon_helveticus",FALSE
NA,50942,"species","Protemnocyon_inflatus","Hatcher 1902",NA,50942,"species","Protemnocyon_inflatus","Protemnocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Protemnocyon",FALSE,"Hatcher","1902",FALSE,"Hatcher","1902","Protemnocyon_inflatus",FALSE
NA,72205,"species","Harpagophagus_sanguinensis","De Bonis 1971",NA,72205,"species","Harpagophagus_sanguinensis","Harpagophagus",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Harpagophagus",FALSE,"De-Bonis","1971",FALSE,"De-Bonis","1971","Harpagophagus_sanguinensis",FALSE
"V",48481,"species","Miacis_cognitus","(Gustafson 1986)","recombined as",48481,"species","Gustafsonia_cognita","Gustafsonia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Gustafsonia",TRUE,"Gustafson","1986",TRUE,"Gustafson","1986","Gustafsonia_cognita",FALSE
NA,351933,"species","Gustafsonia_cognita","(Gustafson 1986)",NA,48481,"species","Gustafsonia_cognita","Gustafsonia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Gustafsonia",TRUE,"Gustafson","1986",TRUE,"Gustafson","1986","Gustafsonia_cognita",FALSE
"V",455524,"species","Cynodon_miacinus","(de Chardin 1915)","recombined as",455524,"species","Storchictis_miacinus","Storchictis",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Storchictis",TRUE,"De-Chardin","1915",TRUE,"De-Chardin","1915","Storchictis_miacinus",FALSE
NA,455526,"species","Storchictis_miacinus","(de Chardin 1915)",NA,455524,"species","Storchictis_miacinus","Storchictis",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Storchictis",TRUE,"De-Chardin","1915",TRUE,"De-Chardin","1915","Storchictis_miacinus",FALSE
NA,375039,"species","Bonisicyon_illacabo","Werdelin 2009",NA,375039,"species","Bonisicyon_illacabo","Bonisicyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Bonisicyon",FALSE,"Werdelin","2009",FALSE,"Werdelin","2009","Bonisicyon_illacabo",FALSE
"V",101701,"species","Amphicyon_intermedius","(von Meyer 1849)","recombined as",101701,"species","Crassidia_intermedia","Crassidia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Crassidia",TRUE,"Von-Meyer","1849",TRUE,"Von-Meyer","1849","Crassidia_intermedia",FALSE
NA,101702,"species","Crassidia_intermedia","(von Meyer 1849)",NA,101701,"species","Crassidia_intermedia","Crassidia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Crassidia",TRUE,"Von-Meyer","1849",TRUE,"Von-Meyer","1849","Crassidia_intermedia",FALSE
NA,470243,"species","Ammitocyon_kainos","Morales et al. 2021",NA,470243,"species","Ammitocyon_kainos","Ammitocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ammitocyon",FALSE,"Morales_et-al","2021",FALSE,"Morales_et-al","2021","Ammitocyon_kainos",FALSE
NA,470245,"species","Tomocyon_grivensis","Viret 1929",NA,470245,"species","Tomocyon_grivensis","Tomocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Tomocyon",FALSE,"Viret","1929",FALSE,"Viret","1929","Tomocyon_grivensis",FALSE
NA,470247,"species","Thaumastocyon_dirus","Ginsburg et al. 1981",NA,470247,"species","Thaumastocyon_dirus","Thaumastocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Thaumastocyon",FALSE,"Ginsburg_et-al","1981",FALSE,"Ginsburg_et-al","1981","Thaumastocyon_dirus",FALSE
NA,470246,"species","Thaumastocyon_bourgeoisi","Stehlin and Helbing 1925",NA,470246,"species","Thaumastocyon_bourgeoisi","Thaumastocyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Thaumastocyon",FALSE,"Stehlin_Helbing","1925",FALSE,"Stehlin_Helbing","1925","Thaumastocyon_bourgeoisi",FALSE
NA,470249,"species","Peignecyon_felinoides","Morales et al. 2019",NA,470249,"species","Peignecyon_felinoides","Peignecyon",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Peignecyon",FALSE,"Morales_et-al","2019",FALSE,"Morales_et-al","2019","Peignecyon_felinoides",FALSE
"V",43987,"species","Amphicyon_americanus","(Wortman 1901)","recombined as",43987,"species","Ysengrinia_americana","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Wortman","1901",TRUE,"Wortman","1901","Ysengrinia_americana",FALSE
NA,52731,"species","Ysengrinia_americana","(Wortman 1901)",NA,43987,"species","Ysengrinia_americana","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Wortman","1901",TRUE,"Wortman","1901","Ysengrinia_americana",FALSE
NA,101699,"species","Ysengrinia_valentiana","Belinchon and Morales 1989",NA,101699,"species","Ysengrinia_valentiana","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",FALSE,"Belinchon_Morales","1989",FALSE,"Belinchon_Morales","1989","Ysengrinia_valentiana",FALSE
"V",97842,"species","Pseudocyon_gerandianus","(Viret 1929)","recombined as",97842,"species","Ysengrinia_gerandiana","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Viret","1929",TRUE,"Viret","1929","Ysengrinia_gerandiana",FALSE
NA,97843,"species","Ysengrinia_gerandiana","(Viret 1929)",NA,97842,"species","Ysengrinia_gerandiana","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Viret","1929",TRUE,"Viret","1929","Ysengrinia_gerandiana",FALSE
"V",101693,"species","Amphicyon_tolosanus","(Noulet 1876)","recombined as",101693,"species","Ysengrinia_tolosana","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Noulet","1876",TRUE,"Noulet","1876","Ysengrinia_tolosana",FALSE
NA,101694,"species","Ysengrinia_tolosana","(Noulet 1876)",NA,101693,"species","Ysengrinia_tolosana","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Noulet","1876",TRUE,"Noulet","1876","Ysengrinia_tolosana",FALSE
"V",101695,"species","Arctamphicyon_tolosanus","(Noulet 1876)","recombined as",101693,"species","Ysengrinia_tolosana","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Noulet","1876",TRUE,"Noulet","1876","Ysengrinia_tolosana",FALSE
"V",101696,"species","Pseudocyon_depereti","(Mayet 1908)","recombined as",101696,"species","Ysengrinia_depereti","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Mayet","1908",TRUE,"Mayet","1908","Ysengrinia_depereti",FALSE
NA,101697,"species","Ysengrinia_depereti","(Mayet 1908)",NA,101696,"species","Ysengrinia_depereti","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Mayet","1908",TRUE,"Mayet","1908","Ysengrinia_depereti",FALSE
"V",101698,"species","Arctamphicyon_depereti","(Mayet 1908)","recombined as",101696,"species","Ysengrinia_depereti","Ysengrinia",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",TRUE,"Mayet","1908",TRUE,"Mayet","1908","Ysengrinia_depereti",FALSE
NA,272019,"species","Agnotherium_antiquum","Kaup 1832",NA,272019,"species","Agnotherium_antiquum","Agnotherium",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Agnotherium",FALSE,"Kaup","1832",FALSE,"Kaup","1832","Agnotherium_antiquum",FALSE
NA,494763,"species","Amphicyon_agnotus","Pomel 1853","subjective synonym of",272019,"species","Agnotherium_antiquum","Agnotherium",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Agnotherium",FALSE,"Pomel","1853",FALSE,"Kaup","1832","Agnotherium_antiquum",FALSE
NA,470441,"species","Agnotherium_grivense","Viret 1929",NA,470441,"species","Agnotherium_grivense","Agnotherium",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Agnotherium",FALSE,"Viret","1929",FALSE,"Viret","1929","Agnotherium_grivense",FALSE
