"pbdb_identified_no","pbdb_accepted_no","pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_internal_synonym","pbdb_genus_difference"
475243,475243,"Agriotherium_n._sp._aecuatorialis",NA,"Agriotherium_aecuatorialis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Agriotherium",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41303,NA,"Agriotherium_aecuatorialis",FALSE
475247,475247,"Enhydriodon_n._sp._hendeyi",NA,"Enhydriodon_hendeyi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,"n. sp.",33815,36651,36905,41086,36917,NA,"Enhydriodon_hendeyi",FALSE
475248,475248,"Eucyon_n._sp._wokari",NA,"Eucyon_wokari","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,"Eucyon_wokari",FALSE
475248,475248,"Eucyon_wokari",NA,"Eucyon_wokari","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,NA,33815,36651,36905,41189,41213,NA,"Eucyon_wokari",FALSE
475249,475249,"Eucyon_n._sp._kuta",NA,"Eucyon_kuta","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,"Eucyon_kuta",FALSE
475249,475249,"Eucyon_kuta",NA,"Eucyon_kuta","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,NA,33815,36651,36905,41189,41213,NA,"Eucyon_kuta",FALSE
45448,45448,"Cynarctus_n._sp._saxatilis",NA,"Cynarctus_saxatilis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41206,NA,"Cynarctus_saxatilis",FALSE
475272,475272,"Lynx_shansius",NA,"Lynx_shansius","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,"Lynx_shansius",FALSE
470167,470165,"Enhydrictis_melina",NA,"Enhydrictis_melina","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydrictis",NA,NA,NA,NA,33815,36651,36905,41086,41108,NA,"Enhydrictis_melina",FALSE
475276,475276,"Cynotherium_n._sp._malatestai",NA,"Cynotherium_malatestai","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynotherium",NA,NA,NA,"n. sp.",33815,36651,36905,41189,94468,NA,"Cynotherium_malatestai",FALSE
475277,475277,"Lycaon_n._sp._sekowei",NA,"Lycaon_sekowei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycaon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41219,NA,"Lycaon_sekowei",FALSE
475280,475280,"Lupulella_n._sp._mohibi",NA,"Lupulella_mohibi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lupulella",NA,NA,NA,"n. sp.",33815,36651,36905,41189,472885,NA,"Lupulella_mohibi",FALSE
475280,475280,"Lupulella_mohibi",NA,"Lupulella_mohibi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lupulella",NA,NA,NA,NA,33815,36651,36905,41189,472885,NA,"Lupulella_mohibi",FALSE
433196,433196,"Canis_n._sp._africanus","recombined as","Xenocyon_africanus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,301919,NA,"Xenocyon_africanus",FALSE
476445,44837,"Cuon_primaevus","subjective synonym of","Aenocyon_dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,NA,33815,36651,36905,41189,43787,NA,"Aenocyon_dirus",FALSE
475294,475287,"Sinicuon_cf._dubius",NA,"Sinicuon_dubius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sinicuon",NA,NA,NA,"cf.",33815,36651,36905,41189,475293,NA,"Sinicuon_dubius",FALSE
475287,475287,"Cuon_n._sp._dubius","recombined as","Sinicuon_dubius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sinicuon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,475293,NA,"Sinicuon_dubius",FALSE
475287,475287,"Cuon_dubius","recombined as","Sinicuon_dubius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sinicuon",NA,NA,NA,NA,33815,36651,36905,41189,475293,NA,"Sinicuon_dubius",FALSE
44595,50525,"Borophagus_n._sp._dudleyi",NA,"Borophagus_dudleyi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41196,NA,"Borophagus_dudleyi",FALSE
475323,475323,"Yoshi_n._sp._yongdengensis",NA,"Yoshi_yongdengensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Yoshi",NA,NA,NA,"n. sp.",33815,36651,36905,41045,374756,NA,"Yoshi_yongdengensis",FALSE
475325,475325,"Yoshi_n._sp._faie",NA,"Yoshi_faie","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Yoshi",NA,NA,NA,"n. sp.",33815,36651,36905,41045,374756,NA,"Yoshi_faie",FALSE
475324,475324,"Paramachaerodus_n._sp._yingliangi",NA,"Paramachaerodus_yingliangi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Paramachaerodus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,41067,NA,"Paramachaerodus_yingliangi",FALSE
475327,394094,"Paramachaerodus_schlosseri",NA,"Paramachaerodus_schlosseri","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Paramachaerodus",NA,NA,NA,NA,33815,36651,36905,41045,41067,NA,"Paramachaerodus_schlosseri",FALSE
475321,470110,"Amphimachairodus_horribilis",NA,"Amphimachairodus_horribilis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Amphimachairodus",NA,NA,NA,NA,33815,36651,36905,41045,280635,NA,"Amphimachairodus_horribilis",FALSE
44880,44880,"Canis_n._sp._rurestris","recombined as","Tephrocyon_rurestris","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Tephrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41244,NA,"Tephrocyon_rurestris",FALSE
289713,44832,"Urocyon_n._sp._seminolensis","subjective synonym of","Urocyon_cinereoargenteus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41247,NA,"Urocyon_cinereoargenteus",FALSE
52595,52684,"Urocyon_littoralis",NA,"Urocyon_littoralis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,NA,33815,36651,36905,41189,41247,NA,"Urocyon_littoralis",FALSE
475352,433189,"Xenocyon_falconeri",NA,"Xenocyon_falconeri","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,"Xenocyon_falconeri",FALSE
433195,433195,"Canis_n._sp._brevicephalus","recombined as","Xenocyon_brevicephalus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,301919,NA,"Xenocyon_brevicephalus",FALSE
433194,433194,"Canis_n._sp._longdanensis",NA,"Canis_longdanensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_longdanensis",FALSE
433157,433157,"Vulpes_chikushanensis",NA,"Vulpes_chikushanensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,"Vulpes_chikushanensis",FALSE
433193,433193,"Canis_n._sp._teilhardi",NA,"Canis_teilhardi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_teilhardi",FALSE
470161,470161,"Eirictis_n._sp._robusta",NA,"Eirictis_robusta","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Eirictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,470160,NA,"Eirictis_robusta",FALSE
470170,470170,"Meles_n._sp._teilhardi",NA,"Meles_teilhardi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41129,NA,"Meles_teilhardi",FALSE
433178,433178,"n._gen._Nurocyon_n._sp._chonokhariensis",NA,"Nurocyon_chonokhariensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nurocyon",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41189,433144,NA,"Nurocyon_chonokhariensis",FALSE
475373,475373,"Canis_n._sp._michauxi",NA,"Canis_michauxi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_michauxi",FALSE
475374,475374,"Canis_n._sp._adoxus",NA,"Canis_adoxus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_adoxus",FALSE
475375,475375,"Canis_n._sp._senezensis",NA,"Canis_senezensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_senezensis",FALSE
433167,433167,"Canis_(Nyctereutes)_sinensis","obsolete variant of","Nyctereutes_sinensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes","Nyctereutes",NA,NA,NA,33815,36651,36905,41189,41225,NA,"Nyctereutes_sinensis",FALSE
433192,433192,"Canis_n._sp._palmidens",NA,"Canis_palmidens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_palmidens",FALSE
475231,475230,"Eucyon_n._sp._minor",NA,"Eucyon_minor","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,"Eucyon_minor",FALSE
159261,159261,"Lutra_n._sp._licenti",NA,"Lutra_licenti","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41122,NA,"Lutra_licenti",FALSE
475388,475388,"Mustela_n._sp._pachygnatha",NA,"Mustela_pachygnatha","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41139,NA,"Mustela_pachygnatha",FALSE
475390,475390,"Machairodus_n._sp._nihowanensis",NA,"Machairodus_nihowanensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Machairodus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,41059,NA,"Machairodus_nihowanensis",FALSE
433174,433174,"Speothos_n._sp._pacivorus",NA,"Speothos_pacivorus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Speothos",NA,NA,NA,"n. sp.",33815,36651,36905,41189,159112,NA,"Speothos_pacivorus",FALSE
475395,232954,"Speothos_major","subjective synonym of","Speothos_venaticus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Speothos",NA,NA,NA,NA,33815,36651,36905,41189,159112,NA,"Speothos_venaticus",FALSE
264379,264379,"Canis_proplatensis",NA,"Canis_proplatensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,"Canis_proplatensis",FALSE
475479,475478,"Machaerodus_ensenadensis",NA,"Machaerodus_ensenadensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Machaerodus",NA,NA,NA,NA,33815,36651,36905,41045,47826,NA,"Machaerodus_ensenadensis",FALSE
433162,433162,"Theriodictis_n._sp._platensis",NA,"Theriodictis_platensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Theriodictis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41245,NA,"Theriodictis_platensis",FALSE
433187,433187,"Canis_n._sp._gezi",NA,"Canis_gezi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_gezi",FALSE
475511,433187,"Macrocyon_n._sp._chapalmalensis","subjective synonym of","Canis_gezi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_gezi",FALSE
250733,250733,"Protocyon_n._sp._troglodytes",NA,"Protocyon_troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41238,NA,"Protocyon_troglodytes",FALSE
44837,44837,"Canis_n._sp._dirus","recombined as","Aenocyon_dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,43787,NA,"Aenocyon_dirus",FALSE
475522,475522,"Dinocynops_n._sp._nehringi","recombined as","Stereocyon_nehringi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,43787,NA,"Aenocyon_nehringi",TRUE
475469,399955,"Canis_n._sp._variabilis",NA,"Canis_variabilis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_variabilis",FALSE
470165,470165,"Lutra_n._sp._melina","recombined as","Enhydrictis_melina","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydrictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41108,NA,"Enhydrictis_melina",FALSE
433190,433190,"Canis_n._sp._antonii","recombined as","Xenocyon_antonii","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,301919,NA,"Xenocyon_antonii",FALSE
301915,301915,"Canis_n._sp._feneus",NA,"Canis_feneus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_feneus",FALSE
470111,470111,"Vulpes_n._sp._sinensis",NA,"Vulpes_sinensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41248,NA,"Vulpes_sinensis",FALSE
470112,470112,"Lutra_n._sp._brachygnathus",NA,"Lutra_brachygnathus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41122,NA,"Lutra_brachygnathus",FALSE
476333,476333,"Meles_n._sp._taxipater",NA,"Meles_taxipater","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41129,NA,"Meles_taxipater",FALSE
470110,470110,"Machairodus_n._sp._horribilis","recombined as","Amphimachairodus_horribilis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Amphimachairodus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,280635,NA,"Amphimachairodus_horribilis",FALSE
433160,433160,"Vulpes_n._sp._riffautae",NA,"Vulpes_riffautae","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41248,NA,"Vulpes_riffautae",FALSE
433159,433159,"Vulpes_beihaiensis",NA,"Vulpes_beihaiensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,"Vulpes_beihaiensis",FALSE
433159,433159,"Vulpes_n._sp._beihaiensis",NA,"Vulpes_beihaiensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41248,NA,"Vulpes_beihaiensis",FALSE
476455,476455,"n._gen._Lycorus_n._sp._nemesianus",NA,"Lycorus_nemesianus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycorus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41189,476454,NA,"Lycorus_nemesianus",FALSE
476511,476511,"Cynodon_palustris","recombined as","Amphicynodon_palustris","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,NA,33815,36651,36905,41301,41307,NA,"Amphicynodon_palustris",FALSE
476517,476517,"Proplesictis_n._sp._aymardi",NA,"Proplesictis_aymardi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Proplesictis",NA,NA,NA,"n. sp.",33815,36651,36905,41301,476516,NA,"Proplesictis_aymardi",FALSE
476483,476483,"Cynodictis_n._sp._brachyrostris","recombined as","Amphicynodon_brachyrostris","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41307,NA,"Amphicynodon_brachyrostris",FALSE
476540,476540,"Amphicynodon_n._sp._chardini",NA,"Amphicynodon_chardini","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Amphicynodon",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41307,NA,"Amphicynodon_chardini",FALSE
478218,478218,"Amphicyon_n._sp._palaeindicus",NA,"Amphicyon_palaeindicus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41271,NA,"Amphicyon_palaeindicus",FALSE
469791,469791,"Pinnarctidion_n._sp._iverseni",NA,"Pinnarctidion_iverseni","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pinnarctidion",NA,NA,NA,"n. sp.",33815,36651,36905,NA,36938,NA,"Pinnarctidion_iverseni",FALSE
260304,260304,"cf._Dusicyon_avus",NA,"Dusicyon_avus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,"cf.",NA,33815,36651,36905,41189,41209,NA,"Dusicyon_avus",FALSE
388674,388674,"Cyonasua_longirostris",NA,"Cyonasua_longirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,NA,33815,36651,36905,41249,41255,NA,"Cyonasua_longirostris",FALSE
480763,480763,"Cyonasua_zettii",NA,"Cyonasua_zettii","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,NA,33815,36651,36905,41249,41255,NA,"Cyonasua_zettii",FALSE
480763,480763,"Cyonasua_n._sp._zettii",NA,"Cyonasua_zettii","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Cyonasua",NA,NA,NA,"n. sp.",33815,36651,36905,41249,41255,NA,"Cyonasua_zettii",FALSE
44890,44890,"Canis_vulpes","recombined as","Vulpes_vulpes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,"Vulpes_vulpes",FALSE
278864,278864,"Hadrokirus_martini",NA,"Hadrokirus_martini","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Hadrokirus",NA,NA,NA,NA,33815,36651,36905,41186,278863,NA,"Hadrokirus_martini",FALSE
278864,278864,"cf._Hadrokirus_martini",NA,"Hadrokirus_martini","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Hadrokirus",NA,NA,"cf.",NA,33815,36651,36905,41186,278863,NA,"Hadrokirus_martini",FALSE
482541,482541,"Valenictus_n._sp._sheperdi",NA,"Valenictus_sheperdi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",NA,NA,NA,"n. sp.",33815,36651,36905,41336,71854,NA,"Valenictus_sheperdi",FALSE
71856,71856,"Valenictus_chulavistensis",NA,"Valenictus_chulavistensis","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",NA,NA,NA,NA,33815,36651,36905,41336,71854,NA,"Valenictus_chulavistensis",FALSE
482541,482541,"Valenictus_cf._sheperdi",NA,"Valenictus_sheperdi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",NA,NA,NA,"cf.",33815,36651,36905,41336,71854,NA,"Valenictus_sheperdi",FALSE
428558,428558,"Sarcodectes_magnus",NA,"Sarcodectes_magnus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Sarcodectes",NA,NA,NA,NA,33815,36651,36905,41186,428557,NA,"Sarcodectes_magnus",FALSE
433177,433177,"Canis_simensis",NA,"Canis_simensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,"Canis_simensis",FALSE
488939,488939,"n._gen._Magophoca_n._sp._brevirostris",NA,"Magophoca_brevirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Magophoca",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,488938,NA,"Magophoca_brevirostris",FALSE
488987,488987,"Phoca_procaspica","recombined as","Praepusa_procaspica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Praepusa",NA,NA,NA,NA,33815,36651,36905,41186,36944,NA,"Praepusa_procaspica",FALSE
433163,433163,"Dusicyon_australis",NA,"Dusicyon_australis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,"Dusicyon_australis",FALSE
205148,148879,"Arctocephalus_pusillus","recombined as","Arctocephalus_doriferus","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus",NA,NA,NA,NA,33815,36651,36905,96678,36909,NA,"Arctocephalus_doriferus",FALSE
104158,104158,"Felis_(Panthera)_pardus","recombined as","Panthera_pardus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera",NA,NA,NA,33815,36651,36905,41045,41066,NA,"Panthera_pardus",FALSE
104157,104157,"Felis_tigris","recombined as","Panthera_tigris","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,"Panthera_tigris",FALSE
232088,232088,"Viverra_tangalunga",NA,"Viverra_tangalunga","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",NA,NA,NA,NA,33815,36651,36905,40997,41018,NA,"Viverra_tangalunga",FALSE
470053,470053,"Melogale_personata",NA,"Melogale_personata","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Melogale",NA,NA,NA,NA,33815,36651,36905,41086,183677,NA,"Melogale_personata",FALSE
157453,157453,"Martes_?_cf._flavigula",NA,"Martes_flavigula","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Martes",NA,NA,"?","cf.",33815,36651,36905,41086,41126,NA,"Martes_flavigula",FALSE
231984,231983,"Paradoxurus_hermaphroditus",NA,"Paradoxurus_hermaphroditus","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Paradoxurus",NA,NA,NA,NA,33815,36651,36905,40997,103563,NA,"Paradoxurus_hermaphroditus",FALSE
