"pbdb_identified_no","pbdb_accepted_no","pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_internal_synonym","pbdb_genus_difference"
471837,471836,"Nyctereutes_vulpinus",NA,"Nyctereutes_vulpinus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,NA,33815,36651,36905,41189,41225,NA,"Nyctereutes_vulpinus",FALSE
376900,376900,"Canis_cf._etruscus",NA,"Canis_etruscus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"cf.",33815,36651,36905,41189,41198,NA,"Canis_etruscus",FALSE
339538,339538,"Hemicyon_cf._sansaniensis",NA,"Hemicyon_sansaniensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Hemicyon",NA,NA,NA,"cf.",33815,36651,36905,41301,41314,NA,"Hemicyon_sansaniensis",FALSE
475237,475237,"Eucyon_debonisi",NA,"Eucyon_debonisi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,NA,33815,36651,36905,41189,41213,NA,"Eucyon_debonisi",FALSE
475237,475237,"Eucyon_n._sp._debonisi",NA,"Eucyon_debonisi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,"Eucyon_debonisi",FALSE
470432,470432,"Plesiogulo_monspessulanus",NA,"Plesiogulo_monspessulanus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plesiogulo",NA,NA,NA,NA,33815,36651,36905,41086,41152,NA,"Plesiogulo_monspessulanus",FALSE
280637,280637,"Amphimachairodus_giganteus",NA,"Amphimachairodus_giganteus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Amphimachairodus",NA,NA,NA,NA,33815,36651,36905,41045,280635,NA,"Amphimachairodus_giganteus",FALSE
374544,374544,"Metailurus_parvulus",NA,"Metailurus_parvulus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Metailurus",NA,NA,NA,NA,33815,36651,36905,41045,41062,NA,"Metailurus_parvulus",FALSE
433186,433186,"Canis_cipio",NA,"Canis_cipio","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,"Canis_cipio",FALSE
156226,156226,"Enhydriodon_lluecai","recombined as","Paludolutra_lluecai","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Paludolutra",NA,NA,NA,NA,33815,36651,36905,41086,156335,NA,"Paludolutra_lluecai",FALSE
444060,444060,"Plioviverrops_guerini","recombined as","Gansuyaena_guerini","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Gansuyaena",NA,NA,NA,NA,33815,36651,36905,41020,469846,NA,"Gansuyaena_guerini",FALSE
374792,374792,"Amphicyon_n._sp._castellanus","recombined as","Magericyon_castellanus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Magericyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,374790,NA,"Magericyon_castellanus",FALSE
470247,470247,"Thaumastocyon_n._sp._dirus",NA,"Thaumastocyon_dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Thaumastocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41327,NA,"Thaumastocyon_dirus",FALSE
438201,438197,"Eomellivora_liguritor","subjective synonym of","Eomellivora_piveteaui","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Eomellivora",NA,NA,NA,NA,33815,36651,36905,41086,41109,NA,"Eomellivora_piveteaui",FALSE
470149,470149,"Sansanosmilus_jourdani",NA,"Sansanosmilus_jourdani","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Sansanosmilus",NA,NA,NA,NA,33815,36651,36905,41036,41075,NA,"Sansanosmilus_jourdani",FALSE
444090,444090,"Lycyaena_aff._chaeretis",NA,"Lycyaena_chaeretis","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Lycyaena",NA,NA,NA,"aff.",33815,36651,36905,41020,41028,NA,"Lycyaena_chaeretis",FALSE
157470,104171,"Meles_cf._meles",NA,"Meles_meles","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,"cf.",33815,36651,36905,41086,41129,NA,"Meles_meles",FALSE
470469,470469,"Parailurus_hungaricus",NA,"Parailurus_hungaricus","species","species",NA,"Chordata","Mammalia","Carnivora","Ailuridae","Parailurus",NA,NA,NA,NA,33815,36651,36905,96674,41258,NA,"Parailurus_hungaricus",FALSE
72184,72184,"Pliocrocuta_cf._perrieri",NA,"Pliocrocuta_perrieri","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pliocrocuta",NA,NA,NA,"cf.",33815,36651,36905,41020,72183,NA,"Pliocrocuta_perrieri",FALSE
470219,470219,"Hemicyon_(Phoberocyon)_youngi","obsolete variant of","Phoberocyon_youngi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Phoberocyon","Phoberocyon",NA,NA,NA,33815,36651,36905,41301,41321,NA,"Phoberocyon_youngi",FALSE
72184,72184,"aff._Pliocrocuta_perrieri",NA,"Pliocrocuta_perrieri","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pliocrocuta",NA,NA,"aff.",NA,33815,36651,36905,41020,72183,NA,"Pliocrocuta_perrieri",FALSE
470220,470220,"Hemicyon_teilhardi","recombined as","Plithocyon_teilhardi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Plithocyon",NA,NA,NA,NA,33815,36651,36905,41301,41323,NA,"Plithocyon_teilhardi",FALSE
444065,444065,"Tungurictis_spocki",NA,"Tungurictis_spocki","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Tungurictis",NA,NA,NA,NA,33815,36651,36905,41020,41016,NA,"Tungurictis_spocki",FALSE
100470,100470,"Percrocuta_primordialis",NA,"Percrocuta_primordialis","species","species",NA,"Chordata","Mammalia","Carnivora","Percrocutidae","Percrocuta",NA,NA,NA,NA,33815,36651,36905,95348,41032,NA,"Percrocuta_primordialis",FALSE
156341,156341,"Enhydriodon_cf._falconeri",NA,"Enhydriodon_falconeri","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,"cf.",33815,36651,36905,41086,36917,NA,"Enhydriodon_falconeri",FALSE
52600,52600,"Ursavus_primaevus",NA,"Ursavus_primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursavus",NA,NA,NA,NA,33815,36651,36905,41301,41329,NA,"Ursavus_primaevus",FALSE
96582,96582,"Pseudaelurus_lorteti","recombined as","Miopanthera_lorteti","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Miopanthera",NA,NA,NA,NA,33815,36651,36905,41045,470151,NA,"Miopanthera_lorteti",FALSE
433164,433164,"Nyctereutes_cf._donnezani",NA,"Nyctereutes_donnezani","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,"cf.",33815,36651,36905,41189,41225,NA,"Nyctereutes_donnezani",FALSE
470494,470494,"Arctomeles_pliocaenicus",NA,"Arctomeles_pliocaenicus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Arctomeles",NA,NA,NA,NA,33815,36651,36905,41086,41093,NA,"Arctomeles_pliocaenicus",FALSE
498482,498482,"Percrocuta_(Dinocrocuta)_gigantea","obsolete variant of","Dinocrocuta_gigantea","species","species",NA,"Chordata","Mammalia","Carnivora","Percrocutidae","Dinocrocuta","Dinocrocuta",NA,NA,NA,33815,36651,36905,95348,374741,NA,"Dinocrocuta_gigantea",FALSE
470074,470074,"Metailurus_major",NA,"Metailurus_major","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Metailurus",NA,NA,NA,NA,33815,36651,36905,41045,41062,NA,"Metailurus_major",FALSE
90196,90196,"Indarctos_atticus",NA,"Indarctos_atticus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Indarctos",NA,NA,NA,NA,33815,36651,36905,41301,41315,NA,"Indarctos_atticus",FALSE
72185,104158,"Panthera_pardus_?",NA,"Panthera_pardus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,"?",33815,36651,36905,41045,41066,NA,"Panthera_pardus",FALSE
104156,104156,"Canis_aureus_?",NA,"Canis_aureus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"?",33815,36651,36905,41189,41198,NA,"Canis_aureus",FALSE
104157,104157,"Felis_tigris_?","recombined as","Panthera_tigris","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,"?",33815,36651,36905,41045,41066,NA,"Panthera_tigris",FALSE
376872,364964,"cf._Dinobastis_latidens","recombined as","Homotherium_latidens","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,"cf.",NA,33815,36651,36905,41045,41056,NA,"Homotherium_latidens",FALSE
376872,364964,"Dinobastis_latidens","recombined as","Homotherium_latidens","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,NA,NA,33815,36651,36905,41045,41056,NA,"Homotherium_latidens",FALSE
104168,104168,"Mustela_putorius",NA,"Mustela_putorius","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,NA,33815,36651,36905,41086,41139,NA,"Mustela_putorius",FALSE
157463,104165,"Lutra_lutra",NA,"Lutra_lutra","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,NA,33815,36651,36905,41086,41122,NA,"Lutra_lutra",FALSE
157450,104167,"Martes_martes",NA,"Martes_martes","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Martes",NA,NA,NA,NA,33815,36651,36905,41086,41126,NA,"Martes_martes",FALSE
97820,97820,"Viverra_simplicidens","recombined as","Anictis_simplicidens","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Anictis",NA,NA,NA,NA,33815,36651,36905,NA,40998,NA,"Anictis_simplicidens",FALSE
376902,376902,"Vulpes_alopecoides_?",NA,"Vulpes_alopecoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"?",33815,36651,36905,41189,41248,NA,"Vulpes_alopecoides",FALSE
376869,376869,"Homotherium_sainzelli",NA,"Homotherium_sainzelli","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,NA,NA,33815,36651,36905,41045,41056,NA,"Homotherium_sainzelli",FALSE
58764,58764,"Simamphicyon_helveticus",NA,"Simamphicyon_helveticus","species","species",NA,"Chordata","Mammalia","Carnivora","Miacidae","Simamphicyon",NA,NA,NA,NA,33815,36651,36905,40978,40987,NA,"Simamphicyon_helveticus",FALSE
58779,58779,"Machairodus_n._sp._irtyschensis",NA,"Machairodus_irtyschensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Machairodus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,41059,NA,"Machairodus_irtyschensis",FALSE
376895,48849,"Putorius_eversmanni","recombined as","Mustela_eversmanni","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,NA,33815,36651,36905,41086,41139,NA,"Mustela_eversmanni",FALSE
395700,104168,"Putorius_putorius","recombined as","Mustela_putorius","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,NA,33815,36651,36905,41086,41139,NA,"Mustela_putorius",FALSE
72149,72145,"Leptophoca_lenis","subjective synonym of","Leptophoca_proxima","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Leptophoca",NA,NA,NA,NA,33815,36651,36905,41186,36923,NA,"Leptophoca_proxima",FALSE
66104,62927,"Trichecodon_huxleyi","subjective synonym of","Ontocetus_emmonsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",NA,NA,NA,NA,33815,36651,36905,41336,36786,NA,"Ontocetus_emmonsi",FALSE
72013,72013,"Thalassoleon_mexicanus",NA,"Thalassoleon_mexicanus","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Thalassoleon",NA,NA,NA,NA,33815,36651,36905,96678,36951,NA,"Thalassoleon_mexicanus",FALSE
72021,72021,"n._gen._Aivukus_n._sp._cedrosensis",NA,"Aivukus_cedrosensis","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Aivukus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36906,NA,"Aivukus_cedrosensis",FALSE
64159,64159,"Potamotherium_miocenicum",NA,"Potamotherium_miocenicum","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Potamotherium",NA,NA,NA,NA,33815,36651,36905,NA,41157,NA,"Potamotherium_miocenicum",FALSE
64160,64160,"Trocharion_albanense",NA,"Trocharion_albanense","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Trocharion",NA,NA,NA,NA,33815,36651,36905,41086,41179,NA,"Trocharion_albanense",FALSE
64161,64161,"Pseudocyon_steinheimensis",NA,"Pseudocyon_steinheimensis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyon",NA,NA,NA,NA,33815,36651,36905,41266,41294,NA,"Pseudocyon_steinheimensis",FALSE
64162,64162,"Ursavus_elmensis","recombined as","Ballusia_elmensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ballusia",NA,NA,NA,NA,33815,36651,36905,41301,374797,NA,"Ballusia_elmensis",FALSE
349281,349281,"cf._Cynodictis_lacustris",NA,"Cynodictis_lacustris","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynodictis",NA,NA,"cf.",NA,33815,36651,36905,41266,41276,NA,"Cynodictis_lacustris",FALSE
136632,136632,"Pseudaelurus_turnauensis","recombined as","Styriofelis_turnauensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Styriofelis",NA,NA,NA,NA,33815,36651,36905,41045,379128,NA,"Styriofelis_turnauensis",FALSE
72184,72184,"Pliocrocuta_?_perrieri",NA,"Pliocrocuta_perrieri","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pliocrocuta",NA,NA,"?",NA,33815,36651,36905,41020,72183,NA,"Pliocrocuta_perrieri",FALSE
474914,474914,"Canis_n._sp._megamastoides",NA,"Canis_megamastoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_megamastoides",FALSE
376902,376902,"Vulpes_?_alopecoides",NA,"Vulpes_alopecoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,"?",NA,33815,36651,36905,41189,41248,NA,"Vulpes_alopecoides",FALSE
376886,376885,"Baranogale_antiqua",NA,"Baranogale_antiqua","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Baranogale",NA,NA,NA,NA,33815,36651,36905,41086,41096,NA,"Baranogale_antiqua",FALSE
159348,159250,"Aonyx_bravardi","recombined as","Lutra_bravardi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,NA,33815,36651,36905,41086,41122,NA,"Lutra_bravardi",FALSE
470071,470071,"Homotherium_?_crenatidens",NA,"Homotherium_crenatidens","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,"?",NA,33815,36651,36905,41045,41056,NA,"Homotherium_crenatidens",FALSE
376865,376864,"Euryboas_lunensis","recombined as","Chasmaporthetes_lunensis","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Chasmaporthetes",NA,NA,NA,NA,33815,36651,36905,41020,41023,NA,"Chasmaporthetes_lunensis",FALSE
471837,471836,"Nyctereutes_n._sp._vulpinus",NA,"Nyctereutes_vulpinus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41225,NA,"Nyctereutes_vulpinus",FALSE
376898,376898,"Meles_thorali",NA,"Meles_thorali","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,NA,33815,36651,36905,41086,41129,NA,"Meles_thorali",FALSE
156226,156226,"Enhydriodon_n._sp._lluecai","recombined as","Paludolutra_lluecai","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Paludolutra",NA,NA,NA,"n. sp.",33815,36651,36905,41086,156335,NA,"Paludolutra_lluecai",FALSE
52383,52383,"Tomarctus_n._sp._marylandica","recombined as","Cynarctus_marylandica","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41206,NA,"Cynarctus_marylandica",FALSE
365935,224060,"Lynx_pardina","recombined as","Lynx_pardinus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,"Lynx_pardinus",FALSE
475288,301921,"Cuon_stehlini","subjective synonym of","Xenocyon_lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,"Xenocyon_lycaonoides",FALSE
475288,301921,"cf._Cuon_stehlini","subjective synonym of","Xenocyon_lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,"cf.",NA,33815,36651,36905,41189,301919,NA,"Xenocyon_lycaonoides",FALSE
365930,365930,"Meles_taxus",NA,"Meles_taxus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,NA,33815,36651,36905,41086,41129,NA,"Meles_taxus",FALSE
376873,376873,"Felis_lunensis",NA,"Felis_lunensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,"Felis_lunensis",FALSE
470469,470469,"Parailurus_cf._hungaricus",NA,"Parailurus_hungaricus","species","species",NA,"Chordata","Mammalia","Carnivora","Ailuridae","Parailurus",NA,NA,NA,"cf.",33815,36651,36905,96674,41258,NA,"Parailurus_hungaricus",FALSE
54024,54024,"cf._Baranogale_helbingi",NA,"Baranogale_helbingi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Baranogale",NA,NA,"cf.",NA,33815,36651,36905,41086,41096,NA,"Baranogale_helbingi",FALSE
52598,52598,"Ursavus_brevirhinus",NA,"Ursavus_brevirhinus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursavus",NA,NA,NA,NA,33815,36651,36905,41301,41329,NA,"Ursavus_brevirhinus",FALSE
470363,470363,"Pseudarctos_aff._bavaricus",NA,"Pseudarctos_bavaricus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudarctos",NA,NA,NA,"aff.",33815,36651,36905,41266,41293,NA,"Pseudarctos_bavaricus",FALSE
376894,104168,"Mustela_(Putorius)_putorius","recombined as","Mustela_putorius","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Putorius",NA,NA,NA,33815,36651,36905,41086,41139,NA,"Mustela_putorius",FALSE
53881,232133,"cf._Crocuta_crocuta",NA,"Crocuta_crocuta","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta",NA,NA,"cf.",NA,33815,36651,36905,41020,45364,NA,"Crocuta_crocuta",FALSE
44458,44458,"Bassariscus_ogallalae",NA,"Bassariscus_ogallalae","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",NA,NA,NA,NA,33815,36651,36905,41249,41252,NA,"Bassariscus_ogallalae",FALSE
475286,475286,"Cuon_priscus",NA,"Cuon_priscus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,NA,33815,36651,36905,41189,41204,NA,"Cuon_priscus",FALSE
475286,475286,"Cuon_cf._priscus",NA,"Cuon_priscus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,"cf.",33815,36651,36905,41189,41204,NA,"Cuon_priscus",FALSE
301921,301921,"Xenocyon_cf._lycaonoides",NA,"Xenocyon_lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,301919,NA,"Xenocyon_lycaonoides",FALSE
475286,475286,"Cuon_n._sp._priscus",NA,"Cuon_priscus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41204,NA,"Cuon_priscus",FALSE
48861,48861,"Mustela_cf._nivalis",NA,"Mustela_nivalis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,"cf.",33815,36651,36905,41086,41139,NA,"Mustela_nivalis",FALSE
48848,48848,"Mustela_aff._erminea",NA,"Mustela_erminea","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,"aff.",33815,36651,36905,41086,41139,NA,"Mustela_erminea",FALSE
376877,376877,"Felis_cf._toscana",NA,"Felis_toscana","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,"cf.",33815,36651,36905,41045,41055,NA,"Felis_toscana",FALSE
80789,104981,"Monachus_monachus",NA,"Monachus_monachus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Monachus",NA,NA,NA,NA,33815,36651,36905,41186,36926,NA,"Monachus_monachus",FALSE
474913,474913,"Vulpes_n._sp._odessana",NA,"Vulpes_odessana","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41248,NA,"Vulpes_odessana",FALSE
470495,470495,"Arctomeles_ferus",NA,"Arctomeles_ferus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Arctomeles",NA,NA,NA,NA,33815,36651,36905,41086,41093,NA,"Arctomeles_ferus",FALSE
105014,105014,"Phoca_hispida",NA,"Phoca_hispida","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Phoca",NA,NA,NA,NA,33815,36651,36905,41186,36936,NA,"Phoca_hispida",FALSE
104977,104977,"Phoca_groenlandica","recombined as","Pagophilus_groenlandica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",NA,NA,NA,NA,33815,36651,36905,41186,72258,NA,"Pagophilus_groenlandica",FALSE
72268,72268,"Phoca_vitulina",NA,"Phoca_vitulina","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Phoca",NA,NA,NA,NA,33815,36651,36905,41186,36936,NA,"Phoca_vitulina",FALSE
80722,80722,"Pusa_hispida",NA,"Pusa_hispida","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Pusa",NA,NA,NA,NA,33815,36651,36905,41186,72256,NA,"Pusa_hispida",FALSE
80719,98704,"Erignathus_barbatus",NA,"Erignathus_barbatus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Erignathus",NA,NA,NA,NA,33815,36651,36905,41186,53280,NA,"Erignathus_barbatus",FALSE
376859,366708,"Hyaena_sinensis","subjective synonym of","Pachycrocuta_brevirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,"Pachycrocuta_brevirostris",FALSE
90651,104157,"Panthera_cf._tigris",NA,"Panthera_tigris","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,"cf.",33815,36651,36905,41045,41066,NA,"Panthera_tigris",FALSE
72285,72006,"n._gen._Brachyallodesmus_packardi","recombined as","Allodesmus_packardi","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,"n. gen.",NA,33815,36651,36905,41334,36908,NA,"Allodesmus_packardi",FALSE
66104,62927,"n._gen._Trichecodon_n._sp._huxleyi","subjective synonym of","Ontocetus_emmonsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36786,NA,"Ontocetus_emmonsi",FALSE
104168,104168,"cf._Mustela_putorius",NA,"Mustela_putorius","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,"cf.",NA,33815,36651,36905,41086,41139,NA,"Mustela_putorius",FALSE
94469,94469,"Cynotherium_sardous",NA,"Cynotherium_sardous","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynotherium",NA,NA,NA,NA,33815,36651,36905,41189,94468,NA,"Cynotherium_sardous",FALSE
366707,366707,"Ursus_ex_gr._etruscus",NA,"Ursus_etruscus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,"ex gr.",33815,36651,36905,41301,41331,NA,"Ursus_etruscus",FALSE
72336,72336,"n._gen._Praepusa_n._sp._pannonica",NA,"Praepusa_pannonica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Praepusa",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,36944,NA,"Praepusa_pannonica",FALSE
72011,72011,"Pithanotaria_starri",NA,"Pithanotaria_starri","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Pithanotaria",NA,NA,NA,NA,33815,36651,36905,96678,36939,NA,"Pithanotaria_starri",FALSE
72019,69095,"Pontolis_cf._magnus",NA,"Pontolis_magnus","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",NA,NA,NA,"cf.",33815,36651,36905,41336,36942,NA,"Pontolis_magnus",FALSE
71857,71857,"cf._Dusignathus_santacruzensis",NA,"Dusignathus_santacruzensis","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Dusignathus",NA,NA,"cf.",NA,33815,36651,36905,41336,36915,NA,"Dusignathus_santacruzensis",FALSE
72201,104989,"Eumetopias_jubata","recombined as","Eumetopias_jubatus","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Eumetopias",NA,NA,NA,NA,33815,36651,36905,96678,36919,NA,"Eumetopias_jubatus",FALSE
72172,72267,"Odobenus_rosmarus",NA,"Odobenus_rosmarus","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",NA,NA,NA,NA,33815,36651,36905,41336,36931,NA,"Odobenus_rosmarus",FALSE
470364,470364,"Ictiocyon_cf._socialis",NA,"Ictiocyon_socialis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ictiocyon",NA,NA,NA,"cf.",33815,36651,36905,41266,47338,NA,"Ictiocyon_socialis",FALSE
67876,67876,"Amphicticeps_n._sp._dorog",NA,"Amphicticeps_dorog","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Amphicticeps",NA,NA,NA,"n. sp.",33815,36651,36905,NA,41306,NA,"Amphicticeps_dorog",FALSE
67877,67877,"Amphicticeps_n._sp._makhchinus",NA,"Amphicticeps_makhchinus","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Amphicticeps",NA,NA,NA,"n. sp.",33815,36651,36905,NA,41306,NA,"Amphicticeps_makhchinus",FALSE
