"pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_internal_synonym","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_identified_no","pbdb_accepted_no","pbdb_old_genus","pbdb_rest"
"Osteoborus_n._sp._direptor","subjective synonym of","Borophagus_secundus","Borophagus_secundus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41196,NA,49472,44603,"Borophagus","secundus"
"Arctonasua_n._sp._eurybates",NA,"Arctonasua_eurybates","Arctonasua_eurybates","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Arctonasua",NA,NA,NA,"n. sp.",33815,36651,36905,41249,41251,NA,44299,44299,"Arctonasua","eurybates"
"Agriotherium_n._sp._schneideri","recombined as","Huracan_schneideri","Huracan_schneideri","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Huracan",NA,NA,NA,"n. sp.",33815,36651,36905,41301,470226,NA,43836,43836,"Huracan","schneideri"
"Enhydritherium_terraenovae",NA,"Enhydritherium_terraenovae","Enhydritherium_terraenovae","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydritherium",NA,NA,NA,NA,33815,36651,36905,41086,36918,NA,46080,46080,"Enhydritherium","terraenovae"
"Pliocyon_n._sp._robustus",NA,"Pliocyon_robustus","Pliocyon_robustus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pliocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41290,NA,50516,50516,"Pliocyon","robustus"
"Cynarctus_marylandica",NA,"Cynarctus_marylandica","Cynarctus_marylandica","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctus",NA,NA,NA,NA,33815,36651,36905,41189,41206,NA,45446,52383,"Cynarctus","marylandica"
"Megantereon_hesperus",NA,"Megantereon_hesperus","Megantereon_hesperus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Megantereon",NA,NA,NA,NA,33815,36651,36905,41045,41060,NA,48040,47843,"Megantereon","hesperus"
"Mesocyon_n._sp._iamonensis","recombined as","Osbornodon_iamonensis","Osbornodon_iamonensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41226,NA,48335,48335,"Osbornodon","iamonensis"
"Borophagus_cf._pugnator",NA,"Borophagus_pugnator","Borophagus_pugnator","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,"cf.",33815,36651,36905,41189,41196,NA,44602,50648,"Borophagus","pugnator"
"Arctonasua_n._sp._floridana",NA,"Arctonasua_floridana","Arctonasua_floridana","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Arctonasua",NA,NA,NA,"n. sp.",33815,36651,36905,41249,41251,NA,44300,44300,"Arctonasua","floridana"
"Paranasua_n._sp._biradica",NA,"Paranasua_biradica","Paranasua_biradica","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Paranasua",NA,NA,NA,"n. sp.",33815,36651,36905,41249,41259,NA,49925,49925,"Paranasua","biradica"
"Leptarctus_n._sp._webbi",NA,"Leptarctus_webbi","Leptarctus_webbi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Leptarctus",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41119,NA,187290,187290,"Leptarctus","webbi"
"Sthenictis_cf._lacota",NA,"Sthenictis_lacota","Sthenictis_lacota","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Sthenictis",NA,NA,NA,"cf.",33815,36651,36905,41086,41173,NA,51808,50650,"Sthenictis","lacota"
"Nimravides_n._sp._galiani",NA,"Nimravides_galiani","Nimravides_galiani","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Nimravides",NA,NA,NA,"n. sp.",33815,36651,36905,41045,41065,NA,49164,49164,"Nimravides","galiani"
"Amphicyon_n._sp._pontoni",NA,"Amphicyon_pontoni","Amphicyon_pontoni","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41271,NA,43996,43996,"Amphicyon","pontoni"
"Osteoborus_n._sp._galushai","subjective synonym of","Borophagus_pugnator","Borophagus_pugnator","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41196,NA,49474,50648,"Borophagus","pugnator"
"Borophagus_orc",NA,"Borophagus_orc","Borophagus_orc","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,NA,33815,36651,36905,41189,41196,NA,44599,49478,"Borophagus","orc"
"Carpocyon_n._sp._limosus",NA,"Carpocyon_limosus","Carpocyon_limosus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Carpocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41199,NA,44934,44934,"Carpocyon","limosus"
"Enhydritherium_n._sp._terraenovae",NA,"Enhydritherium_terraenovae","Enhydritherium_terraenovae","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydritherium",NA,NA,NA,"n. sp.",33815,36651,36905,41086,36918,NA,46080,46080,"Enhydritherium","terraenovae"
"Amphicyon_longiramus",NA,"Amphicyon_longiramus","Amphicyon_longiramus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,NA,33815,36651,36905,41266,41271,NA,43995,43995,"Amphicyon","longiramus"
"Metatomarctus_cf._canavus",NA,"Metatomarctus_canavus","Metatomarctus_canavus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Metatomarctus",NA,NA,NA,"cf.",33815,36651,36905,41189,41221,NA,48462,45454,"Metatomarctus","canavus"
"Paradaphoenus_n._sp._tropicalis","subjective synonym of","Osbornodon_iamonensis","Osbornodon_iamonensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41226,NA,49809,48335,"Osbornodon","iamonensis"
"Tomarctus_n._sp._canavus","recombined as","Metatomarctus_canavus","Metatomarctus_canavus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Metatomarctus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41221,NA,52375,45454,"Metatomarctus","canavus"
"Aelurocyon_n._sp._spissidens","recombined as","Euoplocyon_spissidens","Euoplocyon_spissidens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Euoplocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41214,NA,43757,43757,"Euoplocyon","spissidens"
"Amphicyon_n._sp._longiramus",NA,"Amphicyon_longiramus","Amphicyon_longiramus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41271,NA,43995,43995,"Amphicyon","longiramus"
"Cynelos_caroniavorus",NA,"Cynelos_caroniavorus","Cynelos_caroniavorus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",NA,NA,NA,NA,33815,36651,36905,41266,41275,NA,45450,45541,"Cynelos","caroniavorus"
"Aelurodon_n._sp._johnhenryi","recombined as","Phoberocyon_johnhenryi","Phoberocyon_johnhenryi","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Phoberocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41321,NA,43767,43767,"Phoberocyon","johnhenryi"
"Oligobunis_n._sp._floridanus",NA,"Oligobunis_floridanus","Oligobunis_floridanus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Oligobunis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41142,NA,49298,49298,"Oligobunis","floridanus"
"Leptarctus_ancipidens",NA,"Leptarctus_ancipidens","Leptarctus_ancipidens","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Leptarctus",NA,NA,NA,NA,33815,36651,36905,41086,41119,NA,47530,48154,"Leptarctus","ancipidens"
"Urocyon_n._sp._webbi",NA,"Urocyon_webbi","Urocyon_webbi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41247,NA,300801,300801,"Urocyon","webbi"
"Tephrocyon_n._sp._scitulus","recombined as","Osbornodon_scitulus","Osbornodon_scitulus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41226,NA,52181,52181,"Osbornodon","scitulus"
"Edaphocyon_n._sp._pointblankensis",NA,"Edaphocyon_pointblankensis","Edaphocyon_pointblankensis","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Edaphocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41249,41256,NA,46010,46010,"Edaphocyon","pointblankensis"
"Cynarctoides_whistleri",NA,"Cynarctoides_whistleri","Cynarctoides_whistleri","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,331249,331249,"Cynarctoides","whistleri"
"Arctonasua_cf._gracilis",NA,"Arctonasua_gracilis","Arctonasua_gracilis","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Arctonasua",NA,NA,NA,"cf.",33815,36651,36905,41249,41251,NA,44302,44302,"Arctonasua","gracilis"
"Amphicyon_pontoni",NA,"Amphicyon_pontoni","Amphicyon_pontoni","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,NA,33815,36651,36905,41266,41271,NA,43996,43996,"Amphicyon","pontoni"
"Amphimachairodus_cf._alvarezi",NA,"Amphimachairodus_alvarezi","Amphimachairodus_alvarezi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Amphimachairodus",NA,NA,NA,"cf.",33815,36651,36905,41045,280635,NA,424294,424294,"Amphimachairodus","alvarezi"
"Plionictis_oaxacaensis",NA,"Plionictis_oaxacaensis","Plionictis_oaxacaensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plionictis",NA,NA,NA,NA,33815,36651,36905,41086,41155,NA,50587,50587,"Plionictis","oaxacaensis"
"Agriotherium_cf._schneideri","recombined as","Huracan_schneideri","Huracan_schneideri","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Huracan",NA,NA,NA,"cf.",33815,36651,36905,41301,470226,NA,43836,43836,"Huracan","schneideri"
"Canis_n._sp._ferox","recombined as","Eucyon_ferox","Eucyon_ferox","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,44840,44840,"Eucyon","ferox"
"Pseudaelurus_intrepidus_?",NA,"Pseudaelurus_intrepidus","Pseudaelurus_intrepidus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Pseudaelurus",NA,NA,NA,"?",33815,36651,36905,41045,41072,NA,91660,51143,"Pseudaelurus","intrepidus"
"Amphimachairodus_n._sp._alvarezi",NA,"Amphimachairodus_alvarezi","Amphimachairodus_alvarezi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Amphimachairodus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,280635,NA,424294,424294,"Amphimachairodus","alvarezi"
"Canis_cf._ferox","recombined as","Eucyon_ferox","Eucyon_ferox","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41213,NA,44840,44840,"Eucyon","ferox"
"Agriotherium_schneideri_?","recombined as","Huracan_schneideri","Huracan_schneideri","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Huracan",NA,NA,NA,"?",33815,36651,36905,41301,470226,NA,43836,43836,"Huracan","schneideri"
"Taxidea_mexicana",NA,"Taxidea_mexicana","Taxidea_mexicana","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Taxidea",NA,NA,NA,NA,33815,36651,36905,41086,41175,NA,52089,52089,"Taxidea","mexicana"
"Plesiogulo_cf._marshalli",NA,"Plesiogulo_marshalli","Plesiogulo_marshalli","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plesiogulo",NA,NA,NA,"cf.",33815,36651,36905,41086,41152,NA,50455,44674,"Plesiogulo","marshalli"
"Sthenictis_cf._dolichops",NA,"Sthenictis_dolichops","Sthenictis_dolichops","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Sthenictis",NA,NA,NA,"cf.",33815,36651,36905,41086,41173,NA,51806,51806,"Sthenictis","dolichops"
"Probassariscus_cf._antiquus","recombined as","Bassariscus_antiquus","Bassariscus_antiquus","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",NA,NA,NA,"cf.",33815,36651,36905,41249,41252,NA,50673,44453,"Bassariscus","antiquus"
"Pseudaelurus_cf._aeluroides",NA,"Pseudaelurus_aeluroides","Pseudaelurus_aeluroides","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Pseudaelurus",NA,NA,NA,"cf.",33815,36651,36905,41045,41072,NA,51141,51141,"Pseudaelurus","aeluroides"
"Plionictis_cf._ogygia",NA,"Plionictis_ogygia","Plionictis_ogygia","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plionictis",NA,NA,NA,"cf.",33815,36651,36905,41086,41155,NA,50588,47921,"Plionictis","ogygia"
"Ursavus_cf._primaevus",NA,"Ursavus_primaevus","Ursavus_primaevus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursavus",NA,NA,NA,"cf.",33815,36651,36905,41301,41329,NA,52600,52600,"Ursavus","primaevus"
"Tomarctus_temerarius","recombined as","Paratomarctus_temerarius","Paratomarctus_temerarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",NA,NA,NA,NA,33815,36651,36905,41189,41233,NA,52391,44882,"Paratomarctus","temerarius"
"Aelurodon_cf._wheelerianus","subjective synonym of","Aelurodon_ferox","Aelurodon_ferox","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aelurodon",NA,NA,NA,"cf.",33815,36651,36905,41189,41190,NA,43781,43762,"Aelurodon","ferox"
"Martes_cf._kinseyi","recombined as","Plionictis_kinseyi","Plionictis_kinseyi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plionictis",NA,NA,NA,"cf.",33815,36651,36905,41086,41155,NA,47919,47919,"Plionictis","kinseyi"
"n._gen._Hypsoparia_n._sp._bozemanensis","subjective synonym of","Leptarctus_primus","Leptarctus_primus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Leptarctus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,41119,NA,47262,47534,"Leptarctus","primus"
"Amphicyon_frendens",NA,"Amphicyon_frendens","Amphicyon_frendens","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,NA,33815,36651,36905,41266,41271,NA,43991,43991,"Amphicyon","frendens"
"Sthenictis_n._sp._junturensis",NA,"Sthenictis_junturensis","Sthenictis_junturensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Sthenictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41173,NA,51807,51807,"Sthenictis","junturensis"
"Microtomarctus_cf._conferta",NA,"Microtomarctus_conferta","Microtomarctus_conferta","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Microtomarctus",NA,NA,NA,"cf.",33815,36651,36905,41189,41222,NA,48567,52175,"Microtomarctus","conferta"
"Aelurodon_n._sp._brachygnathus","recombined as","Euoplocyon_brachygnathus","Euoplocyon_brachygnathus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Euoplocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41214,NA,43760,43760,"Euoplocyon","brachygnathus"
"Hoplictis_grangerensis",NA,"Hoplictis_grangerensis","Hoplictis_grangerensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Hoplictis",NA,NA,NA,NA,33815,36651,36905,41086,41114,NA,47092,44486,"Hoplictis","grangerensis"
"Plionictis_oregonensis",NA,"Plionictis_oregonensis","Plionictis_oregonensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plionictis",NA,NA,NA,NA,33815,36651,36905,41086,41155,NA,50589,47922,"Plionictis","oregonensis"
"Tomarctus_kelloggi","recombined as","Paracynarctus_kelloggi","Paracynarctus_kelloggi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",NA,NA,NA,NA,33815,36651,36905,41189,41231,NA,52382,52177,"Paracynarctus","kelloggi"
"n._gen._Bassaricyonoides_n._sp._stewartae",NA,"Bassaricyonoides_stewartae","Bassaricyonoides_stewartae","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassaricyonoides",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41249,56192,NA,56195,56195,"Bassaricyonoides","stewartae"
"Lynx_longignathus",NA,"Lynx_longignathus","Lynx_longignathus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,47821,46523,"Lynx","longignathus"
"Machairodus_lahayishupup",NA,"Machairodus_lahayishupup","Machairodus_lahayishupup","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Machairodus",NA,NA,NA,NA,33815,36651,36905,41045,41059,NA,438314,438314,"Machairodus","lahayishupup"
"Amphicyon_n._sp._riggsi",NA,"Amphicyon_riggsi","Amphicyon_riggsi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41271,NA,43998,43998,"Amphicyon","riggsi"
"Simocyon_primigenius",NA,"Simocyon_primigenius","Simocyon_primigenius","species","species",NA,"Chordata","Mammalia","Carnivora","Ailuridae","Simocyon",NA,NA,NA,NA,33815,36651,36905,96674,41264,NA,51572,51572,"Simocyon","primigenius"
"Indarctos_?_n._sp._oregonensis",NA,"Indarctos_oregonensis","Indarctos_oregonensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Indarctos",NA,NA,"?","n. sp.",33815,36651,36905,41301,41315,NA,47360,47360,"Indarctos","oregonensis"
"Lutravus_cf._halli",NA,"Lutravus_halli","Lutravus_halli","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutravus",NA,NA,NA,"cf.",33815,36651,36905,41086,41123,NA,47810,47810,"Lutravus","halli"
"Tephrocyon_rurestris",NA,"Tephrocyon_rurestris","Tephrocyon_rurestris","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Tephrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41244,NA,52180,44880,"Tephrocyon","rurestris"
"Amphicyon_cf._frendens",NA,"Amphicyon_frendens","Amphicyon_frendens","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,"cf.",33815,36651,36905,41266,41271,NA,43991,43991,"Amphicyon","frendens"
"Simocyon_cf._primigenius",NA,"Simocyon_primigenius","Simocyon_primigenius","species","species",NA,"Chordata","Mammalia","Carnivora","Ailuridae","Simocyon",NA,NA,NA,"cf.",33815,36651,36905,96674,41264,NA,51572,51572,"Simocyon","primigenius"
"Plithocyon_ursinus",NA,"Plithocyon_ursinus","Plithocyon_ursinus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Plithocyon",NA,NA,NA,NA,33815,36651,36905,41301,41323,NA,50613,44885,"Plithocyon","ursinus"
"cf._Pliocyon_medius",NA,"Pliocyon_medius","Pliocyon_medius","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pliocyon",NA,NA,"cf.",NA,33815,36651,36905,41266,41290,NA,50514,50514,"Pliocyon","medius"
"Martes_(Tomictis)_n._sp._gazini","recombined as","Plionictis_gazini","Plionictis_gazini","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plionictis","Tomictis",NA,NA,"n. sp.",33815,36651,36905,41086,41155,NA,47917,47917,"Plionictis","gazini"
"Metalopex_merriami",NA,"Metalopex_merriami","Metalopex_merriami","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Metalopex",NA,NA,NA,NA,33815,36651,36905,41189,300796,NA,300797,300797,"Metalopex","merriami"
"Pliogale_n._sp._furlongi",NA,"Pliogale_furlongi","Pliogale_furlongi","species","species",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Pliogale",NA,NA,NA,"n. sp.",33815,36651,36905,104743,41154,NA,50518,48851,"Pliogale","furlongi"
"Lutravus_n._sp._halli",NA,"Lutravus_halli","Lutravus_halli","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutravus",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41123,NA,47810,47810,"Lutravus","halli"
"Indarctos_nevadensis",NA,"Indarctos_nevadensis","Indarctos_nevadensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Indarctos",NA,NA,NA,NA,33815,36651,36905,41301,41315,NA,47359,47359,"Indarctos","nevadensis"
"Cynodesmus_n._sp._kelloggi","recombined as","Paracynarctus_kelloggi","Paracynarctus_kelloggi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paracynarctus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41231,NA,45460,52177,"Paracynarctus","kelloggi"
"Brachypsalis_cf._pachycephalus",NA,"Brachypsalis_pachycephalus","Brachypsalis_pachycephalus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Brachypsalis",NA,NA,NA,"cf.",33815,36651,36905,41086,41099,NA,44678,44678,"Brachypsalis","pachycephalus"
"Tephrocyon_temerarius","recombined as","Paratomarctus_temerarius","Paratomarctus_temerarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",NA,NA,NA,NA,33815,36651,36905,41189,41233,NA,52182,44882,"Paratomarctus","temerarius"
"Osteoborus_n._sp._diabloensis","subjective synonym of","Borophagus_littoralis","Borophagus_littoralis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41196,NA,49471,44597,"Borophagus","littoralis"
"Leptarctus_wortmani",NA,"Leptarctus_wortmani","Leptarctus_wortmani","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Leptarctus",NA,NA,NA,NA,33815,36651,36905,41086,41119,NA,47537,47537,"Leptarctus","wortmani"
"Cynarctoides_gawnae",NA,"Cynarctoides_gawnae","Cynarctoides_gawnae","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,45435,45435,"Cynarctoides","gawnae"
"Borophagus_n._sp._littoralis",NA,"Borophagus_littoralis","Borophagus_littoralis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41196,NA,44597,44597,"Borophagus","littoralis"
"Epicyon_aphobus","subjective synonym of","Epicyon_haydeni","Epicyon_haydeni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Epicyon",NA,NA,NA,NA,33815,36651,36905,41189,41212,NA,46204,44847,"Epicyon","haydeni"
"Barbourofelis_osborni","subjective synonym of","Barbourofelis_whitfordi","Barbourofelis_whitfordi","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Barbourofelis",NA,NA,NA,NA,33815,36651,36905,41036,41037,NA,44431,46437,"Barbourofelis","whitfordi"
"Osteoborus_diabloensis","subjective synonym of","Borophagus_littoralis","Borophagus_littoralis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,NA,33815,36651,36905,41189,41196,NA,49471,44597,"Borophagus","littoralis"
"Borophagus_littoralis",NA,"Borophagus_littoralis","Borophagus_littoralis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,NA,33815,36651,36905,41189,41196,NA,44597,44597,"Borophagus","littoralis"
"Plithocyon_barstowensis",NA,"Plithocyon_barstowensis","Plithocyon_barstowensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Plithocyon",NA,NA,NA,NA,33815,36651,36905,41301,41323,NA,50612,46858,"Plithocyon","barstowensis"
"Leptarctus_cf._ancipidens",NA,"Leptarctus_ancipidens","Leptarctus_ancipidens","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Leptarctus",NA,NA,NA,"cf.",33815,36651,36905,41086,41119,NA,47530,48154,"Leptarctus","ancipidens"
"n._gen._Hadrocyon_n._sp._mohavensis","subjective synonym of","Ischyrocyon_gidleyi","Ischyrocyon_gidleyi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41266,41287,NA,46759,45772,"Ischyrocyon","gidleyi"
"Ischyrocyon_mohavensis","subjective synonym of","Ischyrocyon_gidleyi","Ischyrocyon_gidleyi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ischyrocyon",NA,NA,NA,NA,33815,36651,36905,41266,41287,NA,47374,45772,"Ischyrocyon","gidleyi"
"Cynarctoides_n._sp._gawnae",NA,"Cynarctoides_gawnae","Cynarctoides_gawnae","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41205,NA,45435,45435,"Cynarctoides","gawnae"
"Beckia_grangerensis","recombined as","Hoplictis_grangerensis","Hoplictis_grangerensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Hoplictis",NA,NA,NA,NA,33815,36651,36905,41086,41114,NA,44486,44486,"Hoplictis","grangerensis"
"Aelurodon_haydeni","recombined as","Epicyon_haydeni","Epicyon_haydeni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Epicyon",NA,NA,NA,NA,33815,36651,36905,41189,41212,NA,43764,44847,"Epicyon","haydeni"
