"pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_internal_synonym","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_identified_no","pbdb_accepted_no","pbdb_old_genus","pbdb_rest"
"Smilodon_floridanus","subjective synonym of","Smilodon_fatalis","Smilodon_fatalis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,51614,46515,"Smilodon","fatalis"
"Spilogale_gracilis",NA,"Spilogale_gracilis","Spilogale_gracilis","species","species",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Spilogale",NA,NA,NA,NA,33815,36651,36905,104743,41171,NA,51745,51745,"Spilogale","gracilis"
"Bassariscus_astutus",NA,"Bassariscus_astutus","Bassariscus_astutus","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",NA,NA,NA,NA,33815,36651,36905,41249,41252,NA,44454,44450,"Bassariscus","astutus"
"cf._Spilogale_gracilis",NA,"Spilogale_gracilis","Spilogale_gracilis","species","species",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Spilogale",NA,NA,"cf.",NA,33815,36651,36905,104743,41171,NA,51745,51745,"Spilogale","gracilis"
"Stenoplesictis_cayluxi",NA,"Stenoplesictis_cayluxi","Stenoplesictis_cayluxi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenoplesictis",NA,NA,NA,NA,33815,36651,36905,NA,41014,NA,332923,332923,"Stenoplesictis","cayluxi"
"Urocyon_cf._cinereoargenteus",NA,"Urocyon_cinereoargenteus","Urocyon_cinereoargenteus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41247,NA,52594,44832,"Urocyon","cinereoargenteus"
"cf._Odobenus_rosmarus",NA,"Odobenus_rosmarus","Odobenus_rosmarus","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",NA,NA,"cf.",NA,33815,36651,36905,41336,36931,NA,72172,72267,"Odobenus","rosmarus"
"cf._Halichoerus_grypus",NA,"Halichoerus_grypus","Halichoerus_grypus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Halichoerus",NA,NA,"cf.",NA,33815,36651,36905,41186,72116,NA,80725,104979,"Halichoerus","grypus"
"Alachtherium_cretsii","subjective synonym of","Ontocetus_emmonsi","Ontocetus_emmonsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",NA,NA,NA,NA,33815,36651,36905,41336,36786,NA,72272,62927,"Ontocetus","emmonsi"
"n._gen._Prophoca_n._sp._proxima","recombined as","Leptophoca_proxima","Leptophoca_proxima","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Leptophoca",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,36923,NA,72145,72145,"Leptophoca","proxima"
"Ontocetus_posti",NA,"Ontocetus_posti","Ontocetus_posti","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",NA,NA,NA,NA,33815,36651,36905,41336,36786,NA,498115,498115,"Ontocetus","posti"
"n._gen._Alachtherium_n._sp._cretsii","subjective synonym of","Ontocetus_emmonsi","Ontocetus_emmonsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,36786,NA,72272,62927,"Ontocetus","emmonsi"
"Nyctereutes_cf._sinensis",NA,"Nyctereutes_sinensis","Nyctereutes_sinensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,"cf.",33815,36651,36905,41189,41225,NA,433167,433167,"Nyctereutes","sinensis"
"Mustela_cf._altaica",NA,"Mustela_altaica","Mustela_altaica","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,"cf.",33815,36651,36905,41086,41139,NA,157458,157458,"Mustela","altaica"
"Ailuropoda_microta",NA,"Ailuropoda_microta","Ailuropoda_microta","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ailuropoda",NA,NA,NA,NA,33815,36651,36905,41301,41304,NA,104006,104006,"Ailuropoda","microta"
"Pachycrocuta_?_licenti",NA,"Pachycrocuta_licenti","Pachycrocuta_licenti","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,"?",NA,33815,36651,36905,41020,41030,NA,475274,475273,"Pachycrocuta","licenti"
"Megantereon_cf._megantereon",NA,"Megantereon_megantereon","Megantereon_megantereon","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Megantereon",NA,NA,NA,"cf.",33815,36651,36905,41045,41060,NA,92245,92245,"Megantereon","megantereon"
"Ysengrinia_gerandiana",NA,"Ysengrinia_gerandiana","Ysengrinia_gerandiana","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",NA,NA,NA,NA,33815,36651,36905,41266,41300,NA,97843,97842,"Ysengrinia","gerandiana"
"Pseudaelurus_romieviensis",NA,"Pseudaelurus_romieviensis","Pseudaelurus_romieviensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Pseudaelurus",NA,NA,NA,NA,33815,36651,36905,41045,41072,NA,136633,136633,"Pseudaelurus","romieviensis"
"Protictitherium_gaillardi",NA,"Protictitherium_gaillardi","Protictitherium_gaillardi","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Protictitherium",NA,NA,NA,NA,33815,36651,36905,41020,41034,NA,444053,444053,"Protictitherium","gaillardi"
"Prosansanosmilus_n._sp._peregrinus",NA,"Prosansanosmilus_peregrinus","Prosansanosmilus_peregrinus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Prosansanosmilus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41071,NA,94694,94694,"Prosansanosmilus","peregrinus"
"Pseudocyon_?_sansaniensis",NA,"Pseudocyon_sansaniensis","Pseudocyon_sansaniensis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyon",NA,NA,"?",NA,33815,36651,36905,41266,41294,NA,97846,97846,"Pseudocyon","sansaniensis"
"Mionictis_?_artenensis",NA,"Mionictis_artenensis","Mionictis_artenensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mionictis",NA,NA,"?",NA,33815,36651,36905,41086,41138,NA,159269,159269,"Mionictis","artenensis"
"Mionictis_artenensis",NA,"Mionictis_artenensis","Mionictis_artenensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mionictis",NA,NA,NA,NA,33815,36651,36905,41086,41138,NA,159269,159269,"Mionictis","artenensis"
"Trocharion_cf._albanense",NA,"Trocharion_albanense","Trocharion_albanense","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Trocharion",NA,NA,NA,"cf.",33815,36651,36905,41086,41179,NA,64160,64160,"Trocharion","albanense"
"Prosansanosmilus_peregrinus",NA,"Prosansanosmilus_peregrinus","Prosansanosmilus_peregrinus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Prosansanosmilus",NA,NA,NA,NA,33815,36651,36905,41036,41071,NA,94694,94694,"Prosansanosmilus","peregrinus"
"Cynelos_schlosseri",NA,"Cynelos_schlosseri","Cynelos_schlosseri","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",NA,NA,NA,NA,33815,36651,36905,41266,41275,NA,470358,470358,"Cynelos","schlosseri"
"Palaeogale_hyaenoides",NA,"Palaeogale_hyaenoides","Palaeogale_hyaenoides","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,NA,33815,36651,36905,454419,40968,NA,174782,174782,"Palaeogale","hyaenoides"
"Megamphicyon_giganteus",NA,"Megamphicyon_giganteus","Megamphicyon_giganteus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Megamphicyon",NA,NA,NA,NA,33815,36651,36905,41266,494669,NA,494682,494682,"Megamphicyon","giganteus"
"Lartetictis_dubia",NA,"Lartetictis_dubia","Lartetictis_dubia","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lartetictis",NA,NA,NA,NA,33815,36651,36905,41086,381181,NA,381182,381169,"Lartetictis","dubia"
"Eomellivora_wimani",NA,"Eomellivora_wimani","Eomellivora_wimani","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Eomellivora",NA,NA,NA,NA,33815,36651,36905,41086,41109,NA,46169,46169,"Eomellivora","wimani"
"Ictitherium_viverrinum",NA,"Ictitherium_viverrinum","Ictitherium_viverrinum","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Ictitherium",NA,NA,NA,NA,33815,36651,36905,41020,41026,NA,81772,81772,"Ictitherium","viverrinum"
"Thalassoleon_n._sp._inouei",NA,"Thalassoleon_inouei","Thalassoleon_inouei","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Thalassoleon",NA,NA,NA,"n. sp.",33815,36651,36905,96678,36951,NA,96086,96086,"Thalassoleon","inouei"
"Cynelos_cf._helbingi",NA,"Cynelos_helbingi","Cynelos_helbingi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",NA,NA,NA,"cf.",33815,36651,36905,41266,41275,NA,470359,470359,"Cynelos","helbingi"
"Amphicyon_cf._major",NA,"Amphicyon_major","Amphicyon_major","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,"cf.",33815,36651,36905,41266,41271,NA,56987,56987,"Amphicyon","major"
"Pseudaelurus_cf._lorteti","recombined as","Miopanthera_lorteti","Miopanthera_lorteti","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Miopanthera",NA,NA,NA,"cf.",33815,36651,36905,41045,470151,NA,96582,96582,"Miopanthera","lorteti"
"cf._Cynelos_helbingi",NA,"Cynelos_helbingi","Cynelos_helbingi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",NA,NA,"cf.",NA,33815,36651,36905,41266,41275,NA,470359,470359,"Cynelos","helbingi"
"Zalophus_californianus",NA,"Zalophus_californianus","Zalophus_californianus","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Zalophus",NA,NA,NA,NA,33815,36651,36905,96678,36954,NA,96087,104991,"Zalophus","californianus"
"Phoca_largha",NA,"Phoca_largha","Phoca_largha","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Phoca",NA,NA,NA,NA,33815,36651,36905,41186,36936,NA,80721,80721,"Phoca","largha"
"Cynelos_n._sp._anubisi","recombined as","Mogharacyon_anubisi","Mogharacyon_anubisi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Mogharacyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,471975,NA,399776,399776,"Mogharacyon","anubisi"
"Cynelos_anubisi","recombined as","Mogharacyon_anubisi","Mogharacyon_anubisi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Mogharacyon",NA,NA,NA,NA,33815,36651,36905,41266,471975,NA,399776,399776,"Mogharacyon","anubisi"
"Herpestides_n._sp._aegypticus",NA,"Herpestides_aegypticus","Herpestides_aegypticus","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Herpestides",NA,NA,NA,"n. sp.",33815,36651,36905,NA,41006,NA,97063,97063,"Herpestides","aegypticus"
"Herpestides_aegypticus",NA,"Herpestides_aegypticus","Herpestides_aegypticus","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Herpestides",NA,NA,NA,NA,33815,36651,36905,NA,41006,NA,97063,97063,"Herpestides","aegypticus"
"n._gen._Ketketictis_n._sp._solida",NA,"Ketketictis_solida","Ketketictis_solida","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Ketketictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,40997,97065,NA,97066,97066,"Ketketictis","solida"
"n._gen._Moghradictis_n._sp._nedjema",NA,"Moghradictis_nedjema","Moghradictis_nedjema","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Moghradictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,97072,NA,97073,97073,"Moghradictis","nedjema"
"Moghradictis_nedjema",NA,"Moghradictis_nedjema","Moghradictis_nedjema","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Moghradictis",NA,NA,NA,NA,33815,36651,36905,NA,97072,NA,97073,97073,"Moghradictis","nedjema"
"Chrysocyon_brachyurus",NA,"Chrysocyon_brachyurus","Chrysocyon_brachyurus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",NA,NA,NA,NA,33815,36651,36905,41189,41202,NA,232948,232947,"Chrysocyon","brachyurus"
"Pseudalopex_gymnocercus",NA,"Pseudalopex_gymnocercus","Lycalopex_gymnocercus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,83739,83739,"Pseudalopex","gymnocercus"
"Palaeocyon_n._sp._tarijensis","recombined as","Canis_tarijensis","Canis_tarijensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,475477,475477,"Canis","tarijensis"
"Protocyon_troglodytes",NA,"Protocyon_troglodytes","Protocyon_troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733,"Protocyon","troglodytes"
"Arctotherium_n._sp._tarijense",NA,"Arctotherium_tarijense","Arctotherium_tarijense","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium",NA,NA,NA,"n. sp.",33815,36651,36905,41301,44307,NA,264375,264375,"Arctotherium","tarijense"
"Arctotherium_n._sp._wingei",NA,"Arctotherium_wingei","Arctotherium_wingei","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium",NA,NA,NA,"n. sp.",33815,36651,36905,41301,44307,NA,264376,264376,"Arctotherium","wingei"
"Conepatus_suffocans",NA,"Conepatus_suffocans","Conepatus_suffocans","species","species",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Conepatus",NA,NA,NA,NA,33815,36651,36905,104743,41104,NA,233326,233325,"Conepatus","suffocans"
"n._gen._Magerictis_n._sp._imperialensis",NA,"Magerictis_imperialensis","Magerictis_imperialensis","species","species",NA,"Chordata","Mammalia","Carnivora","Ailuridae","Magerictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,96674,97189,NA,97190,97190,"Magerictis","imperialensis"
"aff._Aonyx_capensis","recombined as","Lutra_capensis","Lutra_capensis","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,"aff.",NA,33815,36651,36905,41086,41122,NA,157462,157461,"Lutra","capensis"
"Ursus_ex_gr._deningeri",NA,"Ursus_deningeri","Ursus_deningeri","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,"ex gr.",33815,36651,36905,41301,41331,NA,376909,376909,"Ursus","deningeri"
"Mellivora_aff._benfieldi",NA,"Mellivora_benfieldi","Mellivora_benfieldi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mellivora",NA,NA,NA,"aff.",33815,36651,36905,41086,41132,NA,470437,470437,"Mellivora","benfieldi"
"Plesiogulo_aff._monspessulanus",NA,"Plesiogulo_monspessulanus","Plesiogulo_monspessulanus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plesiogulo",NA,NA,NA,"aff.",33815,36651,36905,41086,41152,NA,470432,470432,"Plesiogulo","monspessulanus"
"Lycalopex_culpaeus",NA,"Lycalopex_culpaeus","Lycalopex_culpaeus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,438261,438261,"Lycalopex","culpaeus"
"Dusicyon_avus",NA,"Dusicyon_avus","Dusicyon_avus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Dusicyon",NA,NA,NA,NA,33815,36651,36905,41189,41209,NA,260304,260304,"Dusicyon","avus"
"Pseudalopex_griseus",NA,"Pseudalopex_griseus","Lycalopex_griseus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,433171,433171,"Pseudalopex","griseus"
"Lyncodon_patagonicus",NA,"Lyncodon_patagonicus","Lyncodon_patagonicus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lyncodon",NA,NA,NA,NA,33815,36651,36905,41086,41124,NA,470051,470051,"Lyncodon","patagonicus"
"Protocyon_scagliarum",NA,"Protocyon_scagliarum","Protocyon_scagliarum","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,433169,433169,"Protocyon","scagliarum"
"Smilodontidion_riggii","recombined as","Smilodon_riggii","Smilodon_riggii","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Smilodon",NA,NA,NA,NA,33815,36651,36905,41045,41079,NA,270462,270462,"Smilodon","riggii"
"Arctotherium_brasiliense","recombined as","Arctotherium_(Pararctotherium)_brasiliense","Arctotherium_(Pararctotherium)_brasiliense","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium_(Pararctotherium)",NA,NA,NA,NA,33815,36651,36905,41301,44307,41319,182927,182926,"Arctotherium","brasiliense"
"Herpailurus_yagouaroundi","recombined as","Puma_yagouaroundi","Puma_yagouaroundi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Puma",NA,NA,NA,NA,33815,36651,36905,41045,41073,NA,46888,46533,"Puma","yagouaroundi"
"Felis_listai","subjective synonym of","Panthera_onca","Panthera_onca","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,425062,46524,"Panthera","onca"
"Tremarctos_mexicanus","subjective synonym of","Tremarctos_floridanus","Tremarctos_floridanus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Tremarctos",NA,NA,NA,NA,33815,36651,36905,41301,41328,NA,52412,44274,"Tremarctos","floridanus"
"Bassariscus_sonoitensis","subjective synonym of","Bassariscus_astutus","Bassariscus_astutus","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",NA,NA,NA,NA,33815,36651,36905,41249,41252,NA,44460,44450,"Bassariscus","astutus"
"Conepatus_mesoleucus","subjective synonym of","Conepatus_leuconotus","Conepatus_leuconotus","species","species",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Conepatus",NA,NA,NA,NA,33815,36651,36905,104743,41104,NA,45220,48138,"Conepatus","leuconotus"
"Tremarctotherium_simum","recombined as","Arctodus_simus","Arctodus_simus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctodus",NA,NA,NA,NA,33815,36651,36905,41301,41308,NA,52415,44309,"Arctodus","simus"
"Trochictis_artenensis","subjective synonym of","Trochictis_carbonaria","Trochictis_carbonaria","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Trochictis",NA,NA,NA,NA,33815,36651,36905,41086,41180,NA,438464,438463,"Trochictis","carbonaria"
"Iberictis_buloti",NA,"Iberictis_buloti","Iberictis_buloti","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Iberictis",NA,NA,NA,NA,33815,36651,36905,41086,378674,NA,378676,378676,"Iberictis","buloti"
"Semigenetta_cf._cadeoti",NA,"Semigenetta_cadeoti","Semigenetta_cadeoti","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Semigenetta",NA,NA,NA,"cf.",33815,36651,36905,40997,41013,NA,159807,159807,"Semigenetta","cadeoti"
"Ursavus_aff._intermedius",NA,"Ursavus_intermedius","Ursavus_intermedius","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursavus",NA,NA,NA,"aff.",33815,36651,36905,41301,41329,NA,470387,470387,"Ursavus","intermedius"
"Protictitherium_intermedium","recombined as","Protoviverrops_intermedium","Protoviverrops_intermedium","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Protoviverrops",NA,NA,NA,NA,33815,36651,36905,41020,470138,NA,444055,444055,"Protoviverrops","intermedium"
"Protictitherium_aff._gaillardi",NA,"Protictitherium_gaillardi","Protictitherium_gaillardi","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Protictitherium",NA,NA,NA,"aff.",33815,36651,36905,41020,41034,NA,444053,444053,"Protictitherium","gaillardi"
"Pseudaelurus_cf._quadridentatus",NA,"Pseudaelurus_quadridentatus","Pseudaelurus_quadridentatus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Pseudaelurus",NA,NA,NA,"cf.",33815,36651,36905,41045,41072,NA,136631,53604,"Pseudaelurus","quadridentatus"
"n._gen._Chaprongictis_n._sp._phetchaburiensis",NA,"Chaprongictis_phetchaburiensis","Chaprongictis_phetchaburiensis","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Chaprongictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,NA,100688,NA,100689,100689,"Chaprongictis","phetchaburiensis"
"n._gen._Chamitaxus_n._sp._avitus","obsolete variant of","Chamitataxus_avitus","Chamitataxus_avitus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Chamitataxus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,100739,NA,100740,100740,"Chamitataxus","avitus"
"Amphicyon_cf._idoneus","recombined as","Cynelos_idoneus","Cynelos_idoneus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos",NA,NA,NA,"cf.",33815,36651,36905,41266,41275,NA,43992,43992,"Cynelos","idoneus"
"Zodiolestes_n._sp._freundi",NA,"Zodiolestes_freundi","Zodiolestes_freundi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Zodiolestes",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41185,NA,103989,103989,"Zodiolestes","freundi"
"Felis_attica","recombined as","Pristifelis_attica","Pristifelis_attica","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Pristifelis",NA,NA,NA,NA,33815,36651,36905,41045,379125,NA,379126,379126,"Pristifelis","attica"
"Phoca_(Pagophilus)_groenlandica","recombined as","Pagophilus_groenlandica","Pagophilus_groenlandica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Pagophilus","Pagophilus",NA,NA,NA,33815,36651,36905,41186,72258,NA,147299,104977,"Pagophilus","groenlandica"
"Pagophilus_groenlandicus","recombined as","Pagophilus_groenlandica","Pagophilus_groenlandica","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Pagophilus",NA,NA,NA,NA,33815,36651,36905,41186,72258,NA,98701,104977,"Pagophilus","groenlandica"
"Ursus_maritimus",NA,"Ursus_maritimus","Ursus_maritimus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,NA,33815,36651,36905,41301,41331,NA,52609,52609,"Ursus","maritimus"
"Mirounga_cf._angustirostris",NA,"Mirounga_angustirostris","Mirounga_angustirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Mirounga",NA,NA,NA,"cf.",33815,36651,36905,41186,53277,NA,80792,80792,"Mirounga","angustirostris"
"Ursus_n._sp._procerus","subjective synonym of","Ursus_arctos","Ursus_arctos","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41331,NA,52611,52604,"Ursus","arctos"
"n._gen._Proterozetes_n._sp._ulysses",NA,"Proterozetes_ulysses","Proterozetes_ulysses","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Proterozetes",NA,NA,"n. gen.","n. sp.",33815,36651,36905,96678,104972,NA,104973,104973,"Proterozetes","ulysses"
"Martes_n._sp._nobilis","subjective synonym of","Martes_americana","Martes_americana","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Martes",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41126,NA,105036,233976,"Martes","americana"
"Aenocyon_ayersi_?","subjective synonym of","Aenocyon_dirus","Aenocyon_dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,"?",33815,36651,36905,41189,43787,NA,43788,44837,"Aenocyon","dirus"
"Ursus_floridanus","subjective synonym of","Ursus_americanus","Ursus_americanus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,NA,33815,36651,36905,41301,41331,NA,105094,52602,"Ursus","americanus"
"Mustela_n._sp._jacksoni",NA,"Mustela_jacksoni","Mustela_jacksoni","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41139,NA,105202,105202,"Mustela","jacksoni"
"Felis_rufa","recombined as","Lynx_rufus","Lynx_rufus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,46528,46528,"Lynx","rufus"
"Odobenus_n._sp._mandanoensis",NA,"Odobenus_mandanoensis","Odobenus_mandanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",NA,NA,NA,"n. sp.",33815,36651,36905,41336,36931,NA,72280,72280,"Odobenus","mandanoensis"
"cf._Acinonyx_trumani","recombined as","Miracinonyx_trumani","Miracinonyx_trumani","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Miracinonyx",NA,NA,"cf.",NA,33815,36651,36905,41045,257652,NA,43721,46530,"Miracinonyx","trumani"
"Amphicyon_minor","recombined as","Goupilictis_minor","Goupilictis_minor","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Goupilictis",NA,NA,NA,NA,33815,36651,36905,41266,41281,NA,348910,348910,"Goupilictis","minor"
"Canis_n._sp._borjgali",NA,"Canis_borjgali","Canis_borjgali","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,475275,475275,"Canis","borjgali"
"Ictitherium_tauricum",NA,"Ictitherium_tauricum","Ictitherium_tauricum","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Ictitherium",NA,NA,NA,NA,33815,36651,36905,41020,41026,NA,444066,444066,"Ictitherium","tauricum"
"Miohyaenotherium_bessarabicum",NA,"Miohyaenotherium_bessarabicum","Miohyaenotherium_bessarabicum","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Miohyaenotherium",NA,NA,NA,NA,33815,36651,36905,41020,444070,NA,444095,444095,"Miohyaenotherium","bessarabicum"
"cf._Allodesmus_megallos","subjective synonym of","Allodesmus_sinanoensis","Allodesmus_sinanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,"cf.",NA,33815,36651,36905,41334,36908,NA,72290,72202,"Allodesmus","sinanoensis"
"Machairodus_schlosseri","recombined as","Paramachaerodus_schlosseri","Paramachaerodus_schlosseri","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Paramachaerodus",NA,NA,NA,NA,33815,36651,36905,41045,41067,NA,394094,394094,"Paramachaerodus","schlosseri"
