"SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","SIDNUM","now_accepted_name","now_accepted_rank","MAX_AGE","MIN_AGE","now_continent"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Acinonyx","aicha",27697,"Acinonyx_aicha","species",2.19,1.8,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","abdeslami",29261,"Nyctereutes_abdeslami","species",2.19,1.8,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","rueppelii",29262,"Vulpes_rueppelii","species",2.19,0.129,"Africa"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","abdelalii",29269,"Herpestes_abdelalii","species",2.19,1.8,"Africa"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Ichneumia","nims",29270,"Ichneumia_nims","species",2.19,1.8,"Africa"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Chasmaporthetes","nitidula",29273,"Chasmaporthetes_nitidula","species",2.19,1.8,"Africa"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Pliocrocuta","perrieri",29274,"Pliocrocuta_perrieri","species",2.19,1.8,"Africa"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","fatimazohrae",29283,"Lutra_fatimazohrae","species",2.19,1.8,"Africa"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Poecilictis","libyca",29284,"Poecilictis_libyca","species",2.19,1.8,"Africa"
"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","dietrichi",32652,"Crocuta_dietrichi","species",5.333,1.78,"Africa"
"Eutheria","Carnivora","Pinnipedia","Odobenidae","indet.","Ontocetus","emmonsi",84352,"Ontocetus_emmonsi","species",23.03,0.0117,"Africa | Europe | Americas"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictis","hendeyi",29421,"Hyaenictis_hendeyi","species",6.11,5.0763333333333,"Africa"
"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","melanoleuca",29622,"Ailuropoda_melanoleuca","species",1.9,0.0109,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","angustidens",29710,"Ursus_angustidens","species",1.978,0.0117,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","melanoleuca",29590,"Ailuropoda_melanoleuca","species",1.6594,0.0117,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","thibetanus",29591,"Ursus_thibetanus","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Melinae","Arctonyx","collaris",29798,"Arctonyx_collaris","species",2.58,0.007,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","Paradoxurinae","Paradoxurus","hermaphroditus",30022,"Paradoxurus_hermaphroditus","species",1.9,0,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Helarctos","malayanus",31302,"Helarctos_malayanus","species",1.9,0,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","zibetha",29608,"Viverra_zibetha","species",1.29585,0.047,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","Paradoxurinae","Paguma","larvata",29616,"Paguma_larvata","species",1.9,0.0102,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Catopuma","temminckii",34110,"Catopuma_temminckii","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","melanoleuca",30135,"Ailuropoda_melanoleuca","species",1.9,0.001,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","javanicus",29615,"Cuon_javanicus","species",1.80951,0.275,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Neofelis","nebulosa",29620,"Neofelis_nebulosa","species",1.9,0.01,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Siamogale","thailandica",29700,"Siamogale_thailandica","species",13.363,13.183,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Maemohcyon","potisati",32505,"Maemohcyon_potisati","species",13.363,13.183,"Asia"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Ailurus","fulgens",29711,"Ailurus_fulgens","species",0.774,0.047,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Amphimachairodus","horribilis",33576,"Amphimachairodus_horribilis","species",8.9,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Melinae","Arctonyx","minor",29797,"Arctonyx_minor","species",1.2,0.94,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","microta",29799,"Ailuropoda_microta","species",2.58,0.774,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Acinonyx","pleistocaenicus",29800,"Acinonyx_pleistocaenicus","species",2.4367,0.94,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","tigris",29816,"Panthera_tigris","species",1.2,0.0117,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverricula","malaccensis",29819,"Viverricula_malaccensis","species",1.2,0.94,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Xenocyon","dubius",33672,"Xenocyon_dubius","species",2.581,0.94,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","teilhardi",34609,"Felis_teilhardi","species",1.7,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","flavigula",29826,"Martes_flavigula","species",1.376,0.774,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Melinae","Arctonyx","collaris",29827,"Arctonyx_collaris","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Melinae","Arctonyx","collaris",29828,"Arctonyx_collaris","species",1.677,0.774,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","zibetha",29829,"Viverra_zibetha","species",1.376,0.275,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","crocuta",29830,"Crocuta_crocuta","species",1.376,0.043,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","leucurus",29839,"Meles_leucurus","species",1.6594,0.0102,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Megantereon","lantianensis",29855,"Megantereon_lantianensis","species",1.6594,1.5408,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","pardus",35353,"Panthera_pardus","species",0.78,0.0117,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","ultimus",29923,"Homotherium_ultimus","species",1.376,0.559,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","altaica",29934,"Mustela_altaica","species",2.58,0.033,"Asia | Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","constricta",29935,"Mustela_constricta","species",0.774,0.559,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","javanicus",29815,"Cuon_javanicus","species",1.9,0,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","hengduanshanensis",30031,"Metailurus_hengduanshanensis","species",1.80951,1.15317,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","hengduanshanensis",30032,"Homotherium_hengduanshanensis","species",1.80951,1.15317,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","chiai",30035,"Meles_chiai","species",2.58,0.774,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","wulingshanensis",30068,"Ailuropoda_wulingshanensis","species",2.58,0.774,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","tigris",30163,"Panthera_tigris","species",1.80951,0.0508,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Mececyon","trinilensis",33972,"Mececyon_trinilensis","species",1.80951,1.15317,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","tigris",30171,"Panthera_tigris","species",2.58,0.58243,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Lutrogale","palaeoleptonyx",30172,"Lutrogale_palaeoleptonyx","species",1.29585,0.58243,"Asia"
"Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Stenoplesictis","simplex",30217,"Stenoplesictis_simplex","species",41.266666666667,33.9,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","neimenguensis",30651,"Leptarctus_neimenguensis","species",14.2,11.2,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","neimengguensis",34055,"Sthenictis_neimengguensis","species",14.2,12.85,"Asia"
"Eutheria","Carnivora","indet.","Miacidae","indet.","Chailicyon","crassidens",30837,"Chailicyon_crassidens","species",48.633333333333,41.266666666667,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","lutreola",84479,"Mustela_lutreola","species",0.781,0.478,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","boeckhi",31355,"Ursus_boeckhi","species",5.3,3.55,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Cyrnolutra","castiglionis",31122,"Cyrnolutra_castiglionis","species",1.9,0.0117,"Europe"
"Eutheria","Carnivora","Pinnipedia","Phocidae","indet.","Devinophoca","claytoni",31193,"Devinophoca_claytoni","species",14.2,12.85,"Europe"
"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","tangalunga",31303,"Viverra_tangalunga","species",0.066,0,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","dolinensis",25739,"Ursus_dolinensis","species",1.381,0.6,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","arnensis/mosbachensis",86327,"Canis_arnensis/mosbachensis","species",1.381,0.781,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martellictis","ardea",87021,"Martellictis_ardea","species",2.23,2.2,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","inexpetans",31463,"Agriotherium_inexpetans","species",7.2,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","yaogouensis",31501,"Proputorius_yaogouensis","species",7.2,5.3,"Asia"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","macrodonta",21734,"Dinocrocuta_macrodonta","species",11.63,7.2,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Amphimachairodus","palanderi",31589,"Amphimachairodus_palanderi","species",11.2,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sinictis","dolicognathus",31591,"Sinictis_dolicognathus","species",9.9,2.6,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parataxidea","sinensis",31598,"Parataxidea_sinensis","species",8.9,2.6,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","atticus",31632,"Indarctos_atticus","species",7.14,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","minimus",31612,"Proputorius_minimus","species",7.14,6.9365,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","aonychoides",31613,"Lutra_aonychoides","species",8.9,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melodon","majori",31614,"Melodon_majori","species",9.9,6.9365,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melodon","incertum",31615,"Melodon_incertum","species",7.14,6.9365,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","huaiheensis",21682,"Semigenetta_huaiheensis","species",17.2,16.4,"Asia"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","maxima",31634,"Promephitis_maxima","species",5.3,2.6,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","guangheensis",32313,"Pseudaelurus_guangheensis","species",15.2,12.5,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","yinanensis",31677,"Ursus_yinanensis","species",3.55,1.9,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","peii",85934,"Felis_peii","species",1.1,0.781,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","zhoui",23453,"Eucyon_zhoui","species",5.3,2.6,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","beihaiensis",31704,"Vulpes_beihaiensis","species",3.4,2.6,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","lockwoodi",34745,"Nyctereutes_lockwoodi","species",3.6,3.26,"Africa"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Magericyon","anceps",34033,"Magericyon_anceps","species",9.9,8.9,"Europe"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Styriofelis","vallesiensis",85167,"Styriofelis_vallesiensis","species",9.9,8.9,"Europe"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","parvus",32006,"Promephitis_parvus","species",9.9,7.6,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","minor",32040,"Pseudaelurus_minor","species",8.9,5.3,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","youngi",32279,"Amphicyon_youngi","species",17,15.2,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Kinometaxia","Guangpui",32312,"Kinometaxia_Guangpui","species",19.722,18.056,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","palaeindicus",32405,"Amphicyon_palaeindicus","species",12.85,7.2,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","chinjiensis",33231,"Viverra_chinjiensis","species",13.82,11.63,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","deningeri",25344,"Ursus_deningeri","species",1.9,0.0117,"Europe | Asia"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Magerictis","imperialensis",32630,"Magerictis_imperialensis","species",16.4,14.2,"Europe"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","barryi",32643,"Nyctereutes_barryi","species",5.333,2.58,"Africa"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Matanomictis","maniyarensis",32715,"Matanomictis_maniyarensis","species",27.82,23.03,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Chasmaporthetes","nitidula",32944,"Chasmaporthetes_nitidula","species",5.333,0.0117,"Africa"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Aonyx","capensis",28282,"Aonyx_capensis","species",2.5,0.0117,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Prototocyon","recki",32953,"Prototocyon_recki","species",1.9,0.0117,"Africa"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mellivora","sivalensis",33259,"Mellivora_sivalensis","species",2.581,0.0117,"Africa | Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Genetta","tigrina",32957,"Genetta_tigrina","species",1.9,0.0117,"Africa"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","nestianus",33042,"Homotherium_nestianus","species",5.333,0.0117,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","africanus",33077,"Canis_africanus","species",1.9,0.0117,"Africa"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","Palaeogracilis",33078,"Herpestes_Palaeogracilis","species",1.9,0.0117,"Africa"
"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","algeriensis",33080,"Percrocuta_algeriensis","species",5.333,2.58,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Lycaon","magnus",33091,"Lycaon_magnus","species",0.774,0.129,"Africa"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","bibersoni",33092,"Ursus_bibersoni","species",1.9,0.0117,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Lupulella","mohibi",86748,"Lupulella_mohibi","species",0.774,0.129,"Africa"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","thomasi",33102,"Lynx_thomasi","species",1.9,0.0117,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","pinjorensis",33253,"Canis_pinjorensis","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","cautleyi",33254,"Canis_cautleyi","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Prototocyon","curvipalatus",33255,"Prototocyon_curvipalatus","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","sivalensis",33256,"Agriotherium_sivalensis","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Melursus","theobaldi",33257,"Melursus_theobaldi","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sinictis","lydekkeri",33258,"Sinictis_lydekkeri","species",5.3,0.52066666666667,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","palaeindica",33260,"Lutra_palaeindica","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Enhydriodon","sivalensis",33261,"Enhydriodon_sivalensis","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","bakerii",33262,"Viverra_bakerii","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Vishnuictis","durandi",33263,"Vishnuictis_durandi","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictis","bosei",33264,"Hyaenictis_bosei","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","colvini",33266,"Crocuta_colvini","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Megantereon","falconeri",33268,"Megantereon_falconeri","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","palaeindicu",33269,"Machairodus_palaeindicu","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","subhimalayana",33270,"Felis_subhimalayana","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Sivapanthera","potens",33272,"Sivapanthera_potens","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Acinonyx","brachygnathus",33273,"Acinonyx_brachygnathus","species",2.581,0.52066666666667,"Asia"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","namadicus",33371,"Ursus_namadicus","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","alpinus",33372,"Cuon_alpinus","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","variabilis",33585,"Lynx_variabilis","species",3.4977,2.58,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","honanensis",33597,"Crocuta_honanensis","species",2.581,1.778,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","palaeosinensis",33598,"Panthera_palaeosinensis","species",2.581,1.778,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","teilhardi",33599,"Meles_teilhardi","species",2.581,1.778,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","indet.","Sivapanthera","linxiaensis",33603,"Sivapanthera_linxiaensis","species",2.581,1.778,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","teilhardi",33668,"Canis_teilhardi","species",2.581,1.778,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","longdanensis",33669,"Canis_longdanensis","species",2.5,1.9,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Eirictis","robusta",33680,"Eirictis_robusta","species",2.5,1.778,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","palmidens",33667,"Canis_palmidens","species",2.4367,1.778,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","licenti",33681,"Lutra_licenti","species",2.4367,1.778,"Asia"
"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Sansanosmilus","vallesiensis",33746,"Sansanosmilus_vallesiensis","species",11.2,9.9,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","eldarica",33757,"Crocuta_eldarica","species",9.88,7.1,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","priscus",33423,"Cuon_priscus","species",0.781,0.29707,"Europe"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Cephalogale","meschethense",33960,"Cephalogale_meschethense","species",27.82,23.03,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Aonyx","cinerea",33977,"Aonyx_cinerea","species",0.0117,0,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Amblonyx","cinereus",34143,"Amblonyx_cinereus","species",1.9,0,"Asia"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Ictitherium","kurteni",82388,"Ictitherium_kurteni","species",7.2,5.3,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Yoshi","garevskii",86461,"Yoshi_garevskii","species",11.2,5.3,"Europe"
"Eutheria","Carnivora","indet.","Herpestidae","indet.","Atilax","mesotes",34083,"Atilax_mesotes","species",2.128,1.8893333333333,"Africa"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","nigripes",82234,"Felis_nigripes","species",2.128,1.8893333333333,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","simplicidens",30019,"Cuon_simplicidens","species",0.774,0.4515,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","sinensis",30023,"Martes_sinensis","species",0.774,0.4515,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parameles","simplicidens",34094,"Parameles_simplicidens","species",0.774,0.4515,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Neofelis","nebulosa",34098,"Neofelis_nebulosa","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","perspicillata",34109,"Lutra_perspicillata","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Arctictis","binturong",34151,"Arctictis_binturong","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","sumatrana",34152,"Lutra_sumatrana","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melogale","orientalis",34153,"Melogale_orientalis","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","nudipes",34154,"Mustela_nudipes","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Bonisicyon","illacabo",34117,"Bonisicyon_illacabo","species",7.1,5.3,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","marinae",34121,"Eucyon_marinae","species",5.333,2.58,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","robusta",34126,"Lutra_robusta","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","issiodorensis",29482,"Felis_issiodorensis","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","cyonoides",29882,"Canis_cyonoides","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","micotis",34237,"Felis_micotis","species",1.9,0.0117,"Asia"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Ammitocyon","kainos",86098,"Ammitocyon_kainos","species",9.9,8.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Circamustela","peignei",86452,"Circamustela_peignei","species",9.9,8.9,"Europe"
"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Broiliana","dehmi",34373,"Broiliana_dehmi","species",19.5,17.2,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","praenivalis",25432,"Mustela_praenivalis","species",2.5,1.9,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Algarolutra","majori",35256,"Algarolutra_majori","species",1.9,0.0117,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Megalenhydris","barbaricina",35257,"Megalenhydris_barbaricina","species",1.9,0.0117,"Europe"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sardolutra","ichnusae",35258,"Sardolutra_ichnusae","species",1.9,0.0117,"Europe"
"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","aegaeum",34499,"Protictitherium_aegaeum","species",8.9,7.6,"Asia"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Promeles","smyrnensis",34500,"Promeles_smyrnensis","species",8.9,7.6,"Asia"
"Eutheria","Carnivora","indet.","indet.","indet.","Chaprongictis","phetchaburiensis",34523,"Chaprongictis_phetchaburiensis","species",33.9,23.03,"Asia"
"Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Cryptoprocta","ferox",34651,"Cryptoprocta_ferox","species",0.0117,0,"Africa"
"Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Galidia","elegans",34652,"Galidia_elegans","species",0.0117,0,"Africa"
"Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Galidictis","grandidieri",34653,"Galidictis_grandidieri","species",0.0117,0,"Africa"
"Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Mungotictis","decemlineata",34654,"Mungotictis_decemlineata","species",0.0117,0,"Africa"
"Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Fossa","fossana",34683,"Fossa_fossana","species",0.0117,0,"Africa"
"Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Cryptoprocta","spelea",34684,"Cryptoprocta_spelea","species",0.0117,0,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","primaevus",85148,"Canis_primaevus","species",1.83,1.6,"Africa"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","dirus",34790,"Canis_dirus","species",1.1,0.014,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","indet.","Arctotherium","wingei",85103,"Arctotherium_wingei","species",3.1306,0.014,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Puma","concolor",85104,"Puma_concolor","species",1.1,0.014,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","indet.","Protocyon","troglodytes",34787,"Protocyon_troglodytes","species",1.1,0.0255,"Americas"
