"","now_accepted_sist_subclass_superorder","now_accepted_sist_order","now_accepted_sist_suborder_superfamily","now_accepted_sist_family","now_accepted_sist_subfamily_tribe","now_accepted_sist_genus","now_accepted_sist_epithet","now_accepted_name","now_accepted_rank"
"1","Eutheria","Carnivora","indet.","Ailuridae","indet.","Ailurus","fulgens","Ailurus_fulgens","Species"
"2","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","lynx","Lynx_lynx","Species"
"3","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","pardus","Panthera_pardus","Species"
"4","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","tigris","Panthera_tigris","Species"
"5","Eutheria","Carnivora","indet.","Ailuridae","indet.","Alopecocyon","goeriachensis","Alopecocyon_goeriachensis","Species"
"6","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","major","Amphicyon_major","Species"
"7","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Albanosmilus","jourdani","Albanosmilus_jourdani","Species"
"8","Eutheria","Carnivora","indet.","Felidae","indet.","Pseudaelurus","quadridentatus","Pseudaelurus_quadridentatus","Species"
"9","Eutheria","Carnivora","indet.","Felidae","indet.","Styriofelis","lorteti","Styriofelis_lorteti","Species"
"10","Eutheria","Carnivora","indet.","Felidae","indet.","Styriofelis","turnauensis","Styriofelis_turnauensis","Species"
"11","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Pseudocyon","sansaniensis","Pseudocyon_sansaniensis","Species"
"12","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Pseudarctos","bavaricus","Pseudarctos_bavaricus","Species"
"13","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Agnotherium","grivense","Agnotherium_grivense","Species"
"14","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","giganteus","Amphicyon_giganteus","Species"
"15","Eutheria","Carnivora","indet.","Ailuridae","indet.","Alopecocyon","indet.","Alopecocyon","Genus"
"16","Eutheria","Carnivora","indet.","Ailuridae","Simocyoninae","Simocyon","diaphorus","Simocyon_diaphorus","Species"
"17","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","indet.","indet.","indet.","Family"
"18","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Sansanosmilus","palmidens","Sansanosmilus_palmidens","Species"
"19","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Amphicyonopsis","serus","Amphicyonopsis_serus","Species"
"20","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Pseudocyon","steinheimensis","Pseudocyon_steinheimensis","Species"
"21","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Pseudocyon","styriacus","Pseudocyon_styriacus","Species"
"22","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Thaumastocyon","bourgeoisi","Thaumastocyon_bourgeoisi","Species"
"23","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","aginensis","Amphictis_aginensis","Species"
"24","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","astrei","Amphicyon_astrei","Species"
"25","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","lemanensis","Cynelos_lemanensis","Species"
"26","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","rugosidens","Cynelos_rugosidens","Species"
"27","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Haplocyon","elegans","Haplocyon_elegans","Species"
"28","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Haplocyonoides","mordax","Haplocyonoides_mordax","Species"
"29","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ysengrinia","indet.","Ysengrinia","Genus"
"30","Eutheria","Carnivora","indet.","Felidae","indet.","Proailurus","lemanensis","Proailurus_lemanensis","Species"
"31","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","ambigua","Amphictis_ambigua","Species"
"32","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","milloquensis","Amphictis_milloquensis","Species"
"33","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","antiqua","Amphictis_antiqua","Species"
"34","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","lemanensis","Amphictis_lemanensis","Species"
"35","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","crassidens","Cynelos_crassidens","Species"
"36","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Haplocyon","crucians","Haplocyon_crucians","Species"
"37","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ysengrinia","gerandiana","Ysengrinia_gerandiana","Species"
"38","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestides","antiquus","Herpestides_antiquus","Species"
"39","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","lathanicus","Amphicyon_lathanicus","Species"
"40","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","helbingi","Cynelos_helbingi","Species"
"41","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","schlosseri","Cynelos_schlosseri","Species"
"42","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","borbonica","Amphictis_borbonica","Species"
"43","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","cuspida","Amphictis_cuspida","Species"
"44","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","indet.","Amphictis","Genus"
"45","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","schlosseri","Amphictis_schlosseri","Species"
"46","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","galushai","Amphicyon_galushai","Species"
"47","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Borocyon","niobrarensis","Borocyon_niobrarensis","Species"
"48","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Borocyon","robustum","Borocyon_robustum","Species"
"49","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","acridens","Cynarctoides_acridens","Species"
"50","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","emryi","Cynarctoides_emryi","Species"
"51","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Desmocyon","matthewi","Desmocyon_matthewi","Species"
"52","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Desmocyon","thomsoni","Desmocyon_thomsoni","Species"
"53","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Ectopocynus","simplicidens","Ectopocynus_simplicidens","Species"
"54","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","vulpinus","Leptocyon_vulpinus","Species"
"55","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Metatomarctus","canavus","Metatomarctus_canavus","Species"
"56","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Paracynarctus","kellogi","Paracynarctus_kellogi","Species"
"57","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","leucosteus","Phlaocyon_leucosteus","Species"
"58","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","mariae","Phlaocyon_mariae","Species"
"59","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","marslandensis","Phlaocyon_marslandensis","Species"
"60","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","yatkolai","Phlaocyon_yatkolai","Species"
"61","Eutheria","Carnivora","indet.","Ailuridae","indet.","Amphictis","wintershofensis","Amphictis_wintershofensis","Species"
"62","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Ictiocyon","socialis","Ictiocyon_socialis","Species"
"63","Eutheria","Carnivora","indet.","Ailuridae","indet.","indet.","indet.","indet.","Family"
"64","Eutheria","Carnivora","indet.","Ailuridae","indet.","Magerictis","imperialensis","Magerictis_imperialensis","Species"
"65","Eutheria","Carnivora","indet.","Ailuridae","Ailurinae","Parailurus","anglicus","Parailurus_anglicus","Species"
"66","Eutheria","Carnivora","indet.","Ailuridae","Ailurinae","Parailurus","hungaricus","Parailurus_hungaricus","Species"
"67","Eutheria","Carnivora","indet.","Canidae","indet.","indet.","indet.","indet.","Family"
"68","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Megantereon","indet.","Megantereon","Genus"
"69","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","indet.","Canis","Genus"
"70","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","indet.","Lynx","Genus"
"71","Eutheria","Carnivora","indet.","Ailuridae","Ailurinae","Parailurus","baikalicus","Parailurus_baikalicus","Species"
"72","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","minor","Eucyon_minor","Species"
"73","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","indet.","Nyctereutes","Genus"
"74","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","latidens","Homotherium_latidens","Species"
"75","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","issiodorensis","Lynx_issiodorensis","Species"
"76","Eutheria","Carnivora","indet.","Ailuridae","Ailurinae","Parailurus","indet.","Parailurus","Genus"
"77","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","diversidens","Borophagus_diversidens","Species"
"78","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","lepophagus","Canis_lepophagus","Species"
"79","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","indet.","Vulpes","Genus"
"80","Eutheria","Carnivora","indet.","Felidae","Felinae","Puma","lacustris","Puma_lacustris","Species"
"81","Eutheria","Carnivora","indet.","Ailuridae","indet.","Protursus","simpsoni","Protursus_simpsoni","Species"
"82","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Agnotherium","antiquum","Agnotherium_antiquum","Species"
"83","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Pseudarctos","indet.","Pseudarctos","Genus"
"84","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Thaumastocyon","dirus","Thaumastocyon_dirus","Species"
"85","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Machairodus","aphanistus","Machairodus_aphanistus","Species"
"86","Eutheria","Carnivora","indet.","Ailuridae","Simocyoninae","Simocyon","batalleri","Simocyon_batalleri","Species"
"87","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Magericyon","anceps","Magericyon_anceps","Species"
"88","Eutheria","Carnivora","indet.","Felidae","indet.","Pristifelis","attica","Pristifelis_attica","Species"
"89","Eutheria","Carnivora","indet.","Felidae","indet.","Promegantereon","ogygia","Promegantereon_ogygia","Species"
"90","Eutheria","Carnivora","indet.","Felidae","indet.","Styriofelis","vallesiensis","Styriofelis_vallesiensis","Species"
"91","Eutheria","Carnivora","indet.","Ailuridae","Simocyoninae","Simocyon","hungaricus","Simocyon_hungaricus","Species"
"92","Eutheria","Carnivora","indet.","Ailuridae","Simocyoninae","Simocyon","indet.","Simocyon","Genus"
"93","Eutheria","Carnivora","indet.","Felidae","indet.","Paramachaerodus","orientalis","Paramachaerodus_orientalis","Species"
"94","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Amphimachairodus","giganteus","Amphimachairodus_giganteus","Species"
"95","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","intrepidus","Eucyon_intrepidus","Species"
"96","Eutheria","Carnivora","indet.","Felidae","indet.","Leptailurus","indet.","Leptailurus","Genus"
"97","Eutheria","Carnivora","indet.","Herpestidae","indet.","Helogale","indet.","Helogale","Genus"
"98","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","indet.","Herpestes","Genus"
"99","Eutheria","Carnivora","indet.","Herpestidae","indet.","Ichneumia","albicauda","Ichneumia_albicauda","Species"
"100","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Bonisicyon","illacabo","Bonisicyon_illacabo","Species"
"101","Eutheria","Carnivora","indet.","Felidae","indet.","Lokotunjailurus","emageritus","Lokotunjailurus_emageritus","Species"
"102","Eutheria","Carnivora","indet.","Felidae","indet.","Metailurus","major","Metailurus_major","Species"
"103","Eutheria","Carnivora","indet.","Ailuridae","Simocyoninae","Simocyon","primigenius","Simocyon_primigenius","Species"
"104","Eutheria","Carnivora","indet.","Felidae","indet.","Metailurus","parvulus","Metailurus_parvulus","Species"
"105","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","cipio","Eucyon_cipio","Species"
"106","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Machairodus","indet.","Machairodus","Genus"
"107","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","indet.","Felis","Genus"
"108","Eutheria","Carnivora","indet.","Amphicynodontidae","indet.","Amphicynodon","indet.","Amphicynodon","Genus"
"109","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","indet.","Amphicyon","Genus"
"110","Eutheria","Carnivora","indet.","Amphicynodontidae","indet.","Amphicynodon","leptorhynchus","Amphicynodon_leptorhynchus","Species"
"111","Eutheria","Carnivora","indet.","Amphicynodontidae","indet.","indet.","indet.","indet.","Family"
"112","Eutheria","Carnivora","indet.","Amphicynodontidae","indet.","Amphicynodon","teilhardi","Amphicynodon_teilhardi","Species"
"113","Eutheria","Carnivora","indet.","Amphicynodontidae","indet.","Amphicynodon","typicus","Amphicynodon_typicus","Species"
"114","Eutheria","Carnivora","indet.","Amphicynodontidae","indet.","Amphicynodon","velaunus","Amphicynodon_velaunus","Species"
"115","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Adilophontes","brackykolos","Adilophontes_brackykolos","Species"
"116","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenodon","falkenbachi","Daphoenodon_falkenbachi","Species"
"117","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenodon","skinner","Daphoenodon_skinner","Species"
"118","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenodon","superbus","Daphoenodon_superbus","Species"
"119","Eutheria","Carnivora","indet.","Amphicyonidae","Temnocyoninae","Temnocyon","indet.","Temnocyon","Genus"
"120","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cormocyon","haydeni","Cormocyon_haydeni","Species"
"121","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","luskensis","Cynarctoides_luskensis","Species"
"122","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Osbornodon","brachypus","Osbornodon_brachypus","Species"
"123","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Paraenhydrocyon","robustus","Paraenhydrocyon_robustus","Species"
"124","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Paraenhydrocyon","wallovianus","Paraenhydrocyon_wallovianus","Species"
"125","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","minor","Phlaocyon_minor","Species"
"126","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","multicuspis","Phlaocyon_multicuspis","Species"
"127","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Afrocyon","buroletti","Afrocyon_buroletti","Species"
"128","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Syrtosmilus","syrtensis","Syrtosmilus_syrtensis","Species"
"129","Eutheria","Carnivora","indet.","Felidae","indet.","Metailurus","indet.","Metailurus","Genus"
"130","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Afrocyon","indet.","Afrocyon","Genus"
"131","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ysengrinia","depereti","Ysengrinia_depereti","Species"
"132","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Prosansanosmilus","peregrinus","Prosansanosmilus_peregrinus","Species"
"133","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Haplocyonoides","serbiae","Haplocyonoides_serbiae","Species"
"134","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Agnotherium","kiptalami","Agnotherium_kiptalami","Species"
"135","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Aktaucyon","brachifacialis","Aktaucyon_brachifacialis","Species"
"136","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ysengrinia","tolosana","Ysengrinia_tolosana","Species"
"137","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","confucianus","Amphicyon_confucianus","Species"
"138","Eutheria","Carnivora","indet.","Amphicyonidae","Thaumastocyoninae","indet.","indet.","indet.","Subfamily_tribe"
"139","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","cooperi","Amphicyon_cooperi","Species"
"140","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","frendens","Amphicyon_frendens","Species"
"141","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","idoneus","Cynelos_idoneus","Species"
"142","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Pliocyon","indet.","Pliocyon","Genus"
"143","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Osbornodon","fricki","Osbornodon_fricki","Species"
"144","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Protomarctus","optatus","Protomarctus_optatus","Species"
"145","Eutheria","Carnivora","indet.","Felidae","Felinae","Hyperailurictis","skinneri","Hyperailurictis_skinneri","Species"
"146","Eutheria","Carnivora","indet.","Felidae","Felinae","Hyperailurictis","validus","Hyperailurictis_validus","Species"
"147","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Microtomarctus","conferta","Microtomarctus_conferta","Species"
"148","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Afrosmilus","hispanicus","Afrosmilus_hispanicus","Species"
"149","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","aurelianensis","Herpestes_aurelianensis","Species"
"150","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ysengrinia","ginsburgi","Ysengrinia_ginsburgi","Species"
"151","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestides","indet.","Herpestides","Genus"
"152","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Haplocyon","indet.","Haplocyon","Genus"
"153","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","riffautae","Vulpes_riffautae","Species"
"154","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Amphimachairodus","kabir","Amphimachairodus_kabir","Species"
"155","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Dinofelis","indet.","Dinofelis","Genus"
"156","Eutheria","Carnivora","indet.","Felidae","indet.","indet.","indet.","indet.","Family"
"157","Eutheria","Carnivora","indet.","Herpestidae","indet.","Galerella","sanguinea","Galerella_sanguinea","Species"
"158","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","euryodon","Cynelos_euryodon","Species"
"159","Eutheria","Carnivora","indet.","Felidae","indet.","Paramachaerodus","indet.","Paramachaerodus","Genus"
"160","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","indet.","Cynelos","Genus"
"161","Eutheria","Carnivora","indet.","Felidae","indet.","indet.","indet.","indet.","Family"
"162","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","ingens","Amphicyon_ingens","Species"
"163","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","aesthenostylus","Aelurodon_aesthenostylus","Species"
"164","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Carpocyon","compressus","Carpocyon_compressus","Species"
"165","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Tomarctus","brevirostris","Tomarctus_brevirostris","Species"
"166","Eutheria","Carnivora","indet.","Felidae","Felinae","Hyperailurictis","marshi","Hyperailurictis_marshi","Species"
"167","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","sinapius","Cynelos_sinapius","Species"
"168","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Pliocyon","medius","Pliocyon_medius","Species"
"169","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Pseudocyon","indet.","Pseudocyon","Genus"
"170","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Euoplocyon","praedator","Euoplocyon_praedator","Species"
"171","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Paracynarctus","sinclairi","Paracynarctus_sinclairi","Species"
"172","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Psalidocyon","marianae","Psalidocyon_marianae","Species"
"173","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Tomarctus","hippophaga","Tomarctus_hippophaga","Species"
"174","Eutheria","Carnivora","indet.","Felidae","Felinae","Hyperailurictis","aeluroides","Hyperailurictis_aeluroides","Species"
"175","Eutheria","Carnivora","indet.","Felidae","Felinae","Hyperailurictis","intrepidus","Hyperailurictis_intrepidus","Species"
"176","Eutheria","Carnivora","indet.","Felidae","Felinae","Hyperailurictis","stouti","Hyperailurictis_stouti","Species"
"177","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Paratomarctus","temerarius","Paratomarctus_temerarius","Species"
"178","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ischyrocyon","gidleyi","Ischyrocyon_gidleyi","Species"
"179","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctus","galushai","Cynarctus_galushai","Species"
"180","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Protepicyon","raki","Protepicyon_raki","Species"
"181","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Tomarctus","paulus","Tomarctus_paulus","Species"
"182","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Tephrocyon","rurestris","Tephrocyon_rurestris","Species"
"183","Eutheria","Carnivora","indet.","Felidae","Felinae","Pseudailurus","indet.","Pseudailurus","Genus"
"184","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","taxoides","Aelurodon_taxoides","Species"
"185","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","lactorensis","Amphicyon_lactorensis","Species"
"186","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Prosansanosmilus","eggeri","Prosansanosmilus_eggeri","Species"
"187","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Magericyon","castellanus","Magericyon_castellanus","Species"
"188","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Machairodus","alberdiae","Machairodus_alberdiae","Species"
"189","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","minor","Amphicyon_minor","Species"
"190","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","olisiponensis","Amphicyon_olisiponensis","Species"
"191","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ysengrinia","valentiana","Ysengrinia_valentiana","Species"
"192","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","palaeindicus","Amphicyon_palaeindicus","Species"
"193","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","reinheimeri","Amphicyon_reinheimeri","Species"
"194","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctus","saxatilis","Cynarctus_saxatilis","Species"
"195","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","indet.","Leptocyon","Genus"
"196","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","tairumensis","Amphicyon_tairumensis","Species"
"197","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Gobicyon","macrognathus","Gobicyon_macrognathus","Species"
"198","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Sansanosmilus","indet.","Sansanosmilus","Genus"
"199","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","ulungurensis","Amphicyon_ulungurensis","Species"
"200","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Gobicyon","zhegalloi","Gobicyon_zhegalloi","Species"
"201","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Amphicyon","youngi","Amphicyon_youngi","Species"
"202","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Borocyon","neomexicanus","Borocyon_neomexicanus","Species"
"203","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","gawnae","Cynarctoides_gawnae","Species"
"204","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Brachyrhynchocyon","dodgei","Brachyrhynchocyon_dodgei","Species"
"205","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenictis","tedfordi","Daphoenictis_tedfordi","Species"
"206","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Hesperocyon","gregarius","Hesperocyon_gregarius","Species"
"207","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenus","vetus","Daphoenus_vetus","Species"
"208","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenus","indet.","Daphoenus","Genus"
"209","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Brachyrhynchocyon","montanus","Brachyrhynchocyon_montanus","Species"
"210","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Crassidia","intermedia","Crassidia_intermedia","Species"
"211","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","caroniavorus","Cynelos_caroniavorus","Species"
"212","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Euoplocyon","spissidens","Euoplocyon_spissidens","Species"
"213","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Osbornodon","iamonensis","Osbornodon_iamonensis","Species"
"214","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Goupilictis","minor","Goupilictis_minor","Species"
"215","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Afrosmilus","africanus","Afrosmilus_africanus","Species"
"216","Eutheria","Carnivora","indet.","Herpestidae","indet.","Kichechia","zamanae","Kichechia_zamanae","Species"
"217","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","macrodon","Cynelos_macrodon","Species"
"218","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Ginsburgsmilus","napakensis","Ginsburgsmilus_napakensis","Species"
"219","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","indet.","Phlaocyon","Genus"
"220","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ysengrinia","americana","Ysengrinia_americana","Species"
"221","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","gregorii","Leptocyon_gregorii","Species"
"222","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","annectens","Phlaocyon_annectens","Species"
"223","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","ferox","Aelurodon_ferox","Species"
"224","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","francisi","Aelurodon_francisi","Species"
"225","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","jitu","Cynelos_jitu","Species"
"226","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","minor","Cynelos_minor","Species"
"227","Eutheria","Carnivora","indet.","Felidae","indet.","Katifelis","nightingalei","Katifelis_nightingalei","Species"
"228","Eutheria","Carnivora","indet.","Herpestidae","indet.","Kichechia","savagei","Kichechia_savagei","Species"
"229","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Pseudocyonopsis","ambiguus","Pseudocyonopsis_ambiguus","Species"
"230","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Cynelos","indet.","Cynelos","Genus"
"231","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestides","aegypticus","Herpestides_aegypticus","Species"
