"","now_accepted_sist_subclass_superorder","now_accepted_sist_order","now_accepted_sist_suborder_superfamily","now_accepted_sist_family","now_accepted_sist_subfamily_tribe","now_accepted_sist_genus","now_accepted_sist_epithet","now_accepted_name","now_accepted_rank"
"717","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","monspessulanus","Plesiogulo_monspessulanus","Species"
"718","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Chasmaporthetes","borissiaki","Chasmaporthetes_borissiaki","Species"
"719","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Pliocrocuta","perrieri","Pliocrocuta_perrieri","Species"
"720","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","minimus","Ursus_minimus","Species"
"721","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","indet.","Promephitis","Genus"
"722","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","affinis","Lutra_affinis","Species"
"723","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","lefkonensis","Martes_lefkonensis","Species"
"724","Eutheria","Carnivora","indet.","Mustelidae","indet.","Promeles","macedonicus","Promeles_macedonicus","Species"
"725","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","ruscinensis","Ursus_ruscinensis","Species"
"726","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","indet.","Lutra","Genus"
"727","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","indet.","Mustela","Genus"
"728","Eutheria","Carnivora","indet.","Mustelidae","indet.","Pannonictis","indet.","Pannonictis","Genus"
"729","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","indet.","Meles","Genus"
"730","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","indet.","Crocuta","Genus"
"731","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","putorius","Mustela_putorius","Species"
"732","Eutheria","Carnivora","indet.","Mustelidae","indet.","Parameles","ferus","Parameles_ferus","Species"
"733","Eutheria","Carnivora","indet.","Mustelidae","indet.","Baranogale","antiqua","Baranogale_antiqua","Species"
"734","Eutheria","Carnivora","indet.","Mustelidae","indet.","Enhydrictis","ardea","Enhydrictis_ardea","Species"
"735","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","bravardi","Lutra_bravardi","Species"
"736","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","thorali","Meles_thorali","Species"
"737","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","etruscus","Ursus_etruscus","Species"
"738","Eutheria","Carnivora","indet.","Mustelidae","Lutrini","Limnonyx","sinerizi","Limnonyx_sinerizi","Species"
"739","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","insigne","Agriotherium_insigne","Species"
"740","Eutheria","Carnivora","indet.","Mustelidae","indet.","Parameles","suillus","Parameles_suillus","Species"
"741","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Pachycrocuta","brevirostris","Pachycrocuta_brevirostris","Species"
"742","Eutheria","Carnivora","indet.","Mustelidae","indet.","Pannonictis","pachygnatha","Pannonictis_pachygnatha","Species"
"743","Eutheria","Carnivora","indet.","Mustelidae","indet.","Baranogale","helbingi","Baranogale_helbingi","Species"
"744","Eutheria","Carnivora","indet.","Mustelidae","indet.","Enhydrictis","indet.","Enhydrictis","Genus"
"745","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","honanensis","Crocuta_honanensis","Species"
"746","Eutheria","Carnivora","indet.","Mustelidae","indet.","Eirictis","robusta","Eirictis_robusta","Species"
"747","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","teilhardi","Meles_teilhardi","Species"
"748","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","yinanensis","Ursus_yinanensis","Species"
"749","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","licenti","Lutra_licenti","Species"
"750","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","chiai","Meles_chiai","Species"
"751","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Chasmaporthetes","melei","Chasmaporthetes_melei","Species"
"752","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","fatimazohrae","Lutra_fatimazohrae","Species"
"753","Eutheria","Carnivora","indet.","Mustelidae","indet.","Poecilictis","libyca","Poecilictis_libyca","Species"
"754","Eutheria","Carnivora","Pinnipedia","Odobenidae","indet.","Ontocetus","emmonsi","Ontocetus_emmonsi","Species"
"755","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Chasmaporthetes","ossifragus","Chasmaporthetes_ossifragus","Species"
"756","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Brachyopsigale","dubius","Brachyopsigale_dubius","Species"
"757","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Mephitis","rexroadensis","Mephitis_rexroadensis","Species"
"758","Eutheria","Carnivora","indet.","Mustelidae","indet.","Buisnictis","breviramus","Buisnictis_breviramus","Species"
"759","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","rexroadensis","Mustela_rexroadensis","Species"
"760","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Procyon","indet.","Procyon","Genus"
"761","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Spilogale","rexroadi","Spilogale_rexroadi","Species"
"762","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","meltoni","Mustela_meltoni","Species"
"763","Eutheria","Carnivora","indet.","Mustelidae","Lutrini","Satherium","ingens","Satherium_ingens","Species"
"764","Eutheria","Carnivora","indet.","Mustelidae","Lutrini","Satherium","piscinarium","Satherium_piscinarium","Species"
"765","Eutheria","Carnivora","indet.","Mustelidae","Taxidiini","Taxidea","taxus","Taxidea_taxus","Species"
"766","Eutheria","Carnivora","indet.","Mustelidae","Galictini","Trigonictis","macrodon","Trigonictis_macrodon","Species"
"767","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Bassariscus","casei","Bassariscus_casei","Species"
"768","Eutheria","Carnivora","indet.","Procyonidae","Procyoninae","Procyon","rexroadensis","Procyon_rexroadensis","Species"
"769","Eutheria","Carnivora","indet.","Ursidae","Tremarctini","Arctodus","pristinus","Arctodus_pristinus","Species"
"770","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Spilogale","indet.","Spilogale","Genus"
"771","Eutheria","Carnivora","indet.","Mustelidae","Taxidiini","Taxidea","indet.","Taxidea","Genus"
"772","Eutheria","Carnivora","indet.","Mustelidae","Galictini","Trigonictis","indet.","Trigonictis","Genus"
"773","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","abstrusus","Ursus_abstrusus","Species"
"774","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","colvini","Crocuta_colvini","Species"
"775","Eutheria","Carnivora","indet.","Mustelidae","indet.","Enhydriodon","sivalensis","Enhydriodon_sivalensis","Species"
"776","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","palaeindica","Lutra_palaeindica","Species"
"777","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","sivalensis","Agriotherium_sivalensis","Species"
"778","Eutheria","Carnivora","indet.","Ursidae","indet.","Melursus","theobaldi","Melursus_theobaldi","Species"
"779","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaena","makapani","Hyaena_makapani","Species"
"780","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Pachycrocuta","bellax","Pachycrocuta_bellax","Species"
"781","Eutheria","Carnivora","indet.","Mustelidae","Melinae","Arctonyx","collaris","Arctonyx_collaris","Species"
"782","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","thibetanus","Ursus_thibetanus","Species"
"783","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","arctos","Ursus_arctos","Species"
"784","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","erminea","Mustela_erminea","Species"
"785","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","lutreola","Mustela_lutreola","Species"
"786","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","nivalis","Mustela_nivalis","Species"
"787","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","deningeri","Ursus_deningeri","Species"
"788","Eutheria","Carnivora","indet.","Mustelidae","indet.","Vormela","peregusna","Vormela_peregusna","Species"
"789","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","palerminea","Mustela_palerminea","Species"
"790","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","spelaeus","Ursus_spelaeus","Species"
"791","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","bibersoni","Ursus_bibersoni","Species"
"792","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","meles","Meles_meles","Species"
"793","Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","melanoleuca","Ailuropoda_melanoleuca","Species"
"794","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","angustidens","Ursus_angustidens","Species"
"795","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","dolinensis","Ursus_dolinensis","Species"
"796","Eutheria","Carnivora","indet.","Ursidae","indet.","Melursus","indet.","Melursus","Genus"
"797","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","footei","Ursus_footei","Species"
"798","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","labiatus","Ursus_labiatus","Species"
"799","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","martes","Martes_martes","Species"
"800","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","simplicidens","Lutra_simplicidens","Species"
"801","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","eversmanni","Mustela_eversmanni","Species"
"802","Eutheria","Carnivora","indet.","Mustelidae","indet.","Gulo","schlosseri","Gulo_schlosseri","Species"
"803","Eutheria","Carnivora","indet.","Mustelidae","indet.","Lutra","lutra","Lutra_lutra","Species"
"804","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","flavigula","Martes_flavigula","Species"
"805","Eutheria","Carnivora","indet.","Mustelidae","indet.","Enhydriodon","indet.","Enhydriodon","Genus"
"806","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mellivora","benfieldi","Mellivora_benfieldi","Species"
"807","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Torolutra","ougandensis","Torolutra_ougandensis","Species"
"808","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","eldarica","Crocuta_eldarica","Species"
"809","Eutheria","Carnivora","indet.","Mustelidae","indet.","Poecilogale","indet.","Poecilogale","Genus"
"810","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","miriani","Crocuta_miriani","Species"
"811","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","brevirostris","Promephitis_brevirostris","Species"
"812","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","spelaea","Crocuta_spelaea","Species"
"813","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","hollitzeri","Meles_hollitzeri","Species"
"814","Eutheria","Carnivora","indet.","Mustelidae","indet.","Gulo","gulo","Gulo_gulo","Species"
"815","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","ultima","Crocuta_ultima","Species"
"816","Eutheria","Carnivora","indet.","Mustelidae","Melinae","Arctonyx","indet.","Arctonyx","Genus"
"817","Eutheria","Carnivora","indet.","Mustelidae","Melinae","Arctonyx","minor","Arctonyx_minor","Species"
"818","Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","microta","Ailuropoda_microta","Species"
"819","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","leucurus","Meles_leucurus","Species"
"820","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","altaica","Mustela_altaica","Species"
"821","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","sinensis","Martes_sinensis","Species"
"822","Eutheria","Carnivora","indet.","Hyaenidae","Hyaeninae","Crocuta","ultra","Crocuta_ultra","Species"
"823","Eutheria","Carnivora","indet.","Mustelidae","indet.","Aonyx","indet.","Aonyx","Genus"
"824","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","ebu","Ictitherium_ebu","Species"
"825","Eutheria","Carnivora","indet.","Mustelidae","indet.","Ekorus","ekakoran","Ekorus_ekakoran","Species"
"826","Eutheria","Carnivora","indet.","Mustelidae","Mellivorinae","indet.","indet.","indet.","Subfamily_tribe"
"827","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Vishnuonyx","angololensis","Vishnuonyx_angololensis","Species"
"828","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","sibiricus","Mustela_sibiricus","Species"
"829","Eutheria","Carnivora","indet.","Mustelidae","indet.","Melodon","indet.","Melodon","Genus"
"830","Eutheria","Carnivora","indet.","Mustelidae","indet.","Trochotherium","indet.","Trochotherium","Genus"
"831","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","botori","Plesiogulo_botori","Species"
"832","Eutheria","Carnivora","indet.","Mustelidae","indet.","Erokomellivora","lothagamensis","Erokomellivora_lothagamensis","Species"
"833","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictis","wehaietu","Hyaenictis_wehaietu","Species"
"834","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Hyaenictitherium","indet.","Hyaenictitherium","Genus"
"835","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Sivaonyx","africana","Sivaonyx_africana","Species"
"836","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Thalassictis","montadai","Thalassictis_montadai","Species"
"837","Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Mesomephitis","medius","Mesomephitis_medius","Species"
"838","Eutheria","Carnivora","indet.","Mustelidae","indet.","Sabadellictis","indet.","Sabadellictis","Genus"
"839","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","roblesi","Agriotherium_roblesi","Species"
"840","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","eximia","Percrocuta_eximia","Species"
"841","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","andersoni","Martes_andersoni","Species"
"842","Eutheria","Carnivora","indet.","Mustelidae","indet.","Promeles","indet.","Promeles","Genus"
"843","Eutheria","Carnivora","Pinnipedia","Phocidae","indet.","Phoca","indet.","Phoca","Genus"
"844","indet.","Carnivora","indet.","Ursidae","indet.","Ursus","tedfordi","Ursus_tedfordi","Species"
"845","Eutheria","Carnivora","indet.","Mustelidae","indet.","Pannonictis","rumana","Pannonictis_rumana","Species"
"846","Eutheria","Carnivora","indet.","Percrocutidae","indet.","indet.","indet.","indet.","Family"
"847","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","aguirrei","Ictitherium_aguirrei","Species"
"848","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","delphinensis","Martes_delphinensis","Species"
"849","Eutheria","Carnivora","indet.","Mustelidae","indet.","Palaeomeles","pachecoi","Palaeomeles_pachecoi","Species"
"850","Eutheria","Carnivora","indet.","Mustelidae","indet.","Trochictis","indet.","Trochictis","Genus"
"851","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","indet.","Ursavus","Genus"
"852","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","teilhardi","Plithocyon_teilhardi","Species"
"853","Eutheria","Carnivora","indet.","Mustelidae","indet.","Proputorius","yaogouensis","Proputorius_yaogouensis","Species"
"854","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Eomellivora","piveteaui","Eomellivora_piveteaui","Species"
"855","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","burdigaliensis","Martes_burdigaliensis","Species"
"856","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","senyureki","Dinocrocuta_senyureki","Species"
"857","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","minor","Percrocuta_minor","Species"
"858","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","kurteni","Ictitherium_kurteni","Species"
"859","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Plioviverrops","indet.","Plioviverrops","Genus"
"860","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","sumegense","Protictitherium_sumegense","Species"
"861","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Ictitherium","tauricum","Ictitherium_tauricum","Species"
"862","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","robusta","Dinocrocuta_robusta","Species"
"863","Eutheria","Carnivora","indet.","Mustelidae","Peruninae","indet.","indet.","indet.","Subfamily_tribe"
"864","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","filholi","Martes_filholi","Species"
"865","Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Agriarctos","depereti","Agriarctos_depereti","Species"
"866","Eutheria","Carnivora","indet.","Mustelidae","indet.","Proputorius","lufengensis","Proputorius_lufengensis","Species"
"867","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Sivaonyx","bathygnathus","Sivaonyx_bathygnathus","Species"
"868","Eutheria","Carnivora","indet.","Ursidae","indet.","Ailurarctos","lufengensis","Ailurarctos_lufengensis","Species"
"869","Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","sylvestris","Ursavus_sylvestris","Species"
"870","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","indet.","Protictitherium","Genus"
"871","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Thalassictis","chinjiensis","Thalassictis_chinjiensis","Species"
"872","Eutheria","Carnivora","indet.","Mustelidae","Oligobuninae","Oligobunis","indet.","Oligobunis","Genus"
"873","Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Nimravus","indet.","Nimravus","Genus"
"874","Eutheria","Carnivora","indet.","Hyaenidae","indet.","indet.","indet.","indet.","Family"
"875","Eutheria","Carnivora","indet.","Mustelidae","indet.","Ischyrictis","anatolicus","Ischyrictis_anatolicus","Species"
"876","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","abessalomi","Percrocuta_abessalomi","Species"
"877","Eutheria","Carnivora","indet.","Nimravidae","indet.","indet.","indet.","indet.","Family"
"878","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","indet.","indet.","indet.","Subfamily_tribe"
"879","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Sivaonyx","indet.","Sivaonyx","Genus"
"880","Eutheria","Carnivora","indet.","Mustelidae","indet.","Gulo","indet.","Gulo","Genus"
"881","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","gennevauxi","Meles_gennevauxi","Species"
"882","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","arvernensis","Ursus_arvernensis","Species"
"883","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","leakeyi","Percrocuta_leakeyi","Species"
"884","Eutheria","Carnivora","indet.","Viverravidae","indet.","Kanuites","lewisae","Kanuites_lewisae","Species"
"885","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","indet.","Plesiogulo","Genus"
"886","Eutheria","Carnivora","indet.","Mustelidae","Melini","Arctomeles","indet.","Arctomeles","Genus"
"887","Eutheria","Carnivora","indet.","Hyaenidae","Ictitheriinae","indet.","indet.","indet.","Subfamily_tribe"
"888","Eutheria","Carnivora","indet.","Hyaenidae","indet.","indet.","indet.","indet.","Family"
"889","Eutheria","Carnivora","indet.","Mustelidae","Ischyrictini","Plesiogulo","praecocidens","Plesiogulo_praecocidens","Species"
"890","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Plioviverrops","faventinus","Plioviverrops_faventinus","Species"
"891","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Metahyaena","confector","Metahyaena_confector","Species"
"892","Eutheria","Carnivora","indet.","Mustelidae","indet.","Xenictis","nestii","Xenictis_nestii","Species"
"893","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","iberica","Meles_iberica","Species"
"894","Eutheria","Carnivora","indet.","Mustelidae","indet.","Meles","dimitrius","Meles_dimitrius","Species"
"895","Eutheria","Carnivora","indet.","Mustelidae","indet.","Pannonictis","nestii","Pannonictis_nestii","Species"
"896","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Lutrogale","palaeoleptonyx","Lutrogale_palaeoleptonyx","Species"
"897","Eutheria","Carnivora","indet.","Mustelidae","indet.","Mustela","constricta","Mustela_constricta","Species"
"898","Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","wulingshanensis","Ailuropoda_wulingshanensis","Species"
"899","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","foina","Martes_foina","Species"
"900","Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","mediterraneus","Ursus_mediterraneus","Species"
"901","Eutheria","Carnivora","indet.","Mustelidae","indet.","Enhydriodon","ekecaman","Enhydriodon_ekecaman","Species"
"902","Eutheria","Carnivora","indet.","Mustelidae","Aonyxini","indet.","indet.","indet.","Subfamily_tribe"
"903","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Pliocrocuta","indet.","Pliocrocuta","Genus"
"904","Eutheria","Carnivora","indet.","Mustelidae","indet.","Cyrnaonyx","antiqua","Cyrnaonyx_antiqua","Species"
"905","Eutheria","Carnivora","indet.","Ursidae","indet.","indet.","indet.","indet.","Family"
"906","Eutheria","Carnivora","indet.","Mustelidae","Melini","Arctomeles","indet.","Arctomeles","Genus"
"907","Eutheria","Carnivora","indet.","Mustelidae","indet.","Baranogale","balkanica","Baranogale_balkanica","Species"
"908","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","wenzensis","Martes_wenzensis","Species"
"909","Eutheria","Carnivora","indet.","Mustelidae","indet.","Vormela","petenyii","Vormela_petenyii","Species"
"910","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Plioviverrops","gaudryi","Plioviverrops_gaudryi","Species"
"911","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","gaillardi","Protictitherium_gaillardi","Species"
"912","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Thalassictis","certa","Thalassictis_certa","Species"
"913","Eutheria","Carnivora","indet.","Mustelidae","indet.","Gaillardina","transitoria","Gaillardina_transitoria","Species"
"914","Eutheria","Carnivora","indet.","Mustelidae","indet.","Grivamephitis","pusilla","Grivamephitis_pusilla","Species"
"915","Eutheria","Carnivora","indet.","Mustelidae","indet.","Ischyrictis","helbingi","Ischyrictis_helbingi","Species"
"916","Eutheria","Carnivora","indet.","Mustelidae","indet.","Ischyrictis","mustelinus","Ischyrictis_mustelinus","Species"
"917","Eutheria","Carnivora","indet.","Mustelidae","indet.","Ischyrictis","zibethoides","Ischyrictis_zibethoides","Species"
"918","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","munki","Martes_munki","Species"
"919","Eutheria","Carnivora","indet.","Mustelidae","indet.","Paralutra","jaegeri","Paralutra_jaegeri","Species"
"920","Eutheria","Carnivora","indet.","Mustelidae","indet.","Proputorius","pusillus","Proputorius_pusillus","Species"
"921","Eutheria","Carnivora","indet.","Mustelidae","indet.","Rhodanictis","depereti","Rhodanictis_depereti","Species"
"922","Eutheria","Carnivora","indet.","Mustelidae","indet.","Trocharion","albanense","Trocharion_albanense","Species"
"923","Eutheria","Carnivora","indet.","Mustelidae","indet.","Trochotherium","cyamoides","Trochotherium_cyamoides","Species"
"924","Eutheria","Carnivora","indet.","Ursidae","indet.","Dinocyon","thenardi","Dinocyon_thenardi","Species"
"925","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","goeriachensis","Hemicyon_goeriachensis","Species"
"926","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","indet.","indet.","indet.","Subfamily_tribe"
"927","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","armagnacensis","Plithocyon_armagnacensis","Species"
"928","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Plioviverrops","gervaisi","Plioviverrops_gervaisi","Species"
"929","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","cadeoti","Martes_cadeoti","Species"
"930","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","collongensis","Martes_collongensis","Species"
"931","Eutheria","Carnivora","indet.","Mustelidae","indet.","Plesiogale","postfelina","Plesiogale_postfelina","Species"
"932","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","stehlini","Hemicyon_stehlini","Species"
"933","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","sansaniensis","Hemicyon_sansaniensis","Species"
"934","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","aegaeum","Protictitherium_aegaeum","Species"
"935","Eutheria","Carnivora","indet.","Mustelidae","indet.","Promeles","smyrnensis","Promeles_smyrnensis","Species"
"936","Eutheria","Carnivora","indet.","Hyaenidae","indet.","Protictitherium","cingulatum","Protictitherium_cingulatum","Species"
"937","Eutheria","Carnivora","indet.","Mustelidae","Lutrini","Limnonyx","pontica","Limnonyx_pontica","Species"
"938","Eutheria","Carnivora","indet.","Mustelidae","Lutrinae","Sivaonyx","hessicus","Sivaonyx_hessicus","Species"
"939","Eutheria","Carnivora","indet.","Mustelidae","indet.","Circamustela","dechaseauxi","Circamustela_dechaseauxi","Species"
"940","Eutheria","Carnivora","indet.","Mustelidae","indet.","Ischyrictis","petteri","Ischyrictis_petteri","Species"
"941","Eutheria","Carnivora","indet.","Mustelidae","indet.","Marcetia","santigae","Marcetia_santigae","Species"
"942","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","mellibulla","Martes_mellibulla","Species"
"943","Eutheria","Carnivora","indet.","Mustelidae","indet.","Paralutra","indet.","Paralutra","Genus"
"944","Eutheria","Carnivora","indet.","Mustelidae","indet.","Sabadellictis","crusafonti","Sabadellictis_crusafonti","Species"
"945","Eutheria","Carnivora","indet.","Mustelidae","indet.","Taxodon","sansaniensis","Taxodon_sansaniensis","Species"
"946","Eutheria","Carnivora","indet.","Mustelidae","indet.","Trochictis","narcisoi","Trochictis_narcisoi","Species"
"947","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","conquense","Plithocyon_conquense","Species"
"948","Eutheria","Carnivora","indet.","Mustelidae","indet.","Proputorius","sansaniensis","Proputorius_sansaniensis","Species"
"949","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","senyureki","Percrocuta_senyureki","Species"
"950","Eutheria","Carnivora","indet.","Mephitidae","indet.","indet.","indet.","indet.","Family"
"951","Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","indet.","Promephitis","Genus"
"952","Eutheria","Carnivora","indet.","Mustelidae","indet.","Proputorius","indet.","Proputorius","Genus"
"953","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","indet.","Hemicyon","Genus"
"954","Eutheria","Carnivora","indet.","Mustelidae","indet.","Adroverictis","ginsburgi","Adroverictis_ginsburgi","Species"
"955","Eutheria","Carnivora","indet.","Mustelidae","indet.","Anatolictis","laevicaninus","Anatolictis_laevicaninus","Species"
"956","Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","miocenica","Percrocuta_miocenica","Species"
"957","Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","indet.","Plithocyon","Genus"
"958","Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","minuta","Palaeogale_minuta","Species"
"959","Eutheria","Carnivora","indet.","Mustelidae","indet.","Ischyrictis","bezianensis","Ischyrictis_bezianensis","Species"
"960","Eutheria","Carnivora","indet.","Mustelidae","indet.","Martes","sainjoni","Martes_sainjoni","Species"
